lat,long,var_res30_contrast_9x9,var_res30_dissimilarity_9x9,var_res30_homogeneity_9x9,var_res30_energy_9x9,var_res30_correlation_9x9,var_res30_ASM_9x9,building_area_per_pixel_res30_contrast_9x9,building_area_per_pixel_res30_dissimilarity_9x9,building_area_per_pixel_res30_homogeneity_9x9,building_area_per_pixel_res30_energy_9x9,building_area_per_pixel_res30_correlation_9x9,building_area_per_pixel_res30_ASM_9x9,None_contrast_9x9,None_dissimilarity_9x9,None_homogeneity_9x9,None_energy_9x9,None_correlation_9x9,None_ASM_9x9
40.81240333,-73.90939333,0.0,0.0,1.0,1.0,1.0,1.0,4.390625,1.640625,0.43424067,0.25097466,-0.071528584,0.06298828,0.0,0.0,1.0,1.0,1.0,1.0
40.81233,-73.90942,0.0,0.0,1.0,1.0,1.0,1.0,4.390625,1.640625,0.43424067,0.25097466,-0.071528584,0.06298828,0.0,0.0,1.0,1.0,1.0,1.0
40.81223667,-73.90945333,0.0,0.0,1.0,1.0,1.0,1.0,4.390625,1.640625,0.43424067,0.25097466,-0.071528584,0.06298828,0.0,0.0,1.0,1.0,1.0,1.0
40.81216333,-73.90947667,0.0,0.0,1.0,1.0,1.0,1.0,4.140625,1.578125,0.4539522,0.26424274,0.040696852,0.06982422,0.0,0.0,1.0,1.0,1.0,1.0
40.81209333,-73.90949333,0.0,0.0,1.0,1.0,1.0,1.0,4.140625,1.578125,0.4539522,0.26424274,0.040696852,0.06982422,0.0,0.0,1.0,1.0,1.0,1.0
40.81203167,-73.90952167,0.0,0.0,1.0,1.0,1.0,1.0,4.140625,1.578125,0.4539522,0.26424274,0.040696852,0.06982422,0.0,0.0,1.0,1.0,1.0,1.0
40.81198167,-73.90953,0.0,0.0,1.0,1.0,1.0,1.0,4.140625,1.578125,0.4539522,0.26424274,0.040696852,0.06982422,0.0,0.0,1.0,1.0,1.0,1.0
40.81194,-73.90954833,0.0,0.0,1.0,1.0,1.0,1.0,4.140625,1.578125,0.4539522,0.26424274,0.040696852,0.06982422,0.0,0.0,1.0,1.0,1.0,1.0
40.8119,-73.90956333,0.0,0.0,1.0,1.0,1.0,1.0,4.078125,1.546875,0.46424633,0.25,0.093528695,0.0625,0.0,0.0,1.0,1.0,1.0,1.0
40.81186333,-73.90958167,0.0,0.0,1.0,1.0,1.0,1.0,4.078125,1.546875,0.46424633,0.25,0.093528695,0.0625,0.0,0.0,1.0,1.0,1.0,1.0
40.81181167,-73.9096,0.0,0.0,1.0,1.0,1.0,1.0,4.078125,1.546875,0.46424633,0.25,0.093528695,0.0625,0.0,0.0,1.0,1.0,1.0,1.0
40.81175333,-73.909615,0.0,0.0,1.0,1.0,1.0,1.0,4.078125,1.546875,0.46424633,0.25,0.093528695,0.0625,0.0,0.0,1.0,1.0,1.0,1.0
40.8117,-73.90963167,0.0,0.0,1.0,1.0,1.0,1.0,4.078125,1.546875,0.46424633,0.25,0.093528695,0.0625,0.0,0.0,1.0,1.0,1.0,1.0
40.81164333,-73.90964667,0.0,0.0,1.0,1.0,1.0,1.0,4.078125,1.546875,0.46424633,0.25,0.093528695,0.0625,0.0,0.0,1.0,1.0,1.0,1.0
40.81157833,-73.90966167,0.0,0.0,1.0,1.0,1.0,1.0,4.625,1.625,0.4604355,0.25194556,0.019461697,0.06347656,0.0,0.0,1.0,1.0,1.0,1.0
40.81151,-73.909675,0.0,0.0,1.0,1.0,1.0,1.0,4.625,1.625,0.4604355,0.25194556,0.019461697,0.06347656,0.0,0.0,1.0,1.0,1.0,1.0
40.81144167,-73.90969333,0.0,0.0,1.0,1.0,1.0,1.0,4.625,1.625,0.4604355,0.25194556,0.019461697,0.06347656,0.0,0.0,1.0,1.0,1.0,1.0
40.81137667,-73.909705,0.0,0.0,1.0,1.0,1.0,1.0,4.625,1.625,0.4604355,0.25194556,0.019461697,0.06347656,0.0,0.0,1.0,1.0,1.0,1.0
40.81132,-73.90971333,0.0,0.0,1.0,1.0,1.0,1.0,4.515625,1.546875,0.49637303,0.28853413,0.07573146,0.08325195,0.0,0.0,1.0,1.0,1.0,1.0
40.81123,-73.909745,0.0,0.0,1.0,1.0,1.0,1.0,3.984375,1.328125,0.5767039,0.3725506,0.16236816,0.13879395,0.0,0.0,1.0,1.0,1.0,1.0
40.81120333,-73.909755,0.0,0.0,1.0,1.0,1.0,1.0,3.984375,1.328125,0.5767039,0.3725506,0.16236816,0.13879395,0.0,0.0,1.0,1.0,1.0,1.0
40.81116167,-73.90977,0.0,0.0,1.0,1.0,1.0,1.0,3.984375,1.328125,0.5767039,0.3725506,0.16236816,0.13879395,0.0,0.0,1.0,1.0,1.0,1.0
40.81111833,-73.90978667,0.0,0.0,1.0,1.0,1.0,1.0,3.984375,1.328125,0.5767039,0.3725506,0.16236816,0.13879395,0.0,0.0,1.0,1.0,1.0,1.0
40.81106,-73.90980833,0.0,0.0,1.0,1.0,1.0,1.0,4.234375,1.359375,0.580748,0.3876449,0.12046451,0.15026855,0.0,0.0,1.0,1.0,1.0,1.0
40.810865,-73.909875,0.0,0.0,1.0,1.0,1.0,1.0,4.234375,1.359375,0.580748,0.3876449,0.12046451,0.15026855,0.0,0.0,1.0,1.0,1.0,1.0
40.81081,-73.9099,0.0,0.0,1.0,1.0,1.0,1.0,4.25,1.375,0.57514143,0.4147253,0.1486698,0.17199707,0.0,0.0,1.0,1.0,1.0,1.0
40.81075333,-73.90992833,0.0,0.0,1.0,1.0,1.0,1.0,4.25,1.375,0.57514143,0.4147253,0.1486698,0.17199707,0.0,0.0,1.0,1.0,1.0,1.0
40.810705,-73.909965,0.0,0.0,1.0,1.0,1.0,1.0,4.25,1.375,0.57514143,0.4147253,0.1486698,0.17199707,0.0,0.0,1.0,1.0,1.0,1.0
40.81062833,-73.90995167,0.0,0.0,1.0,1.0,1.0,1.0,4.25,1.375,0.57514143,0.4147253,0.1486698,0.17199707,0.0,0.0,1.0,1.0,1.0,1.0
40.8106,-73.90991333,0.0,0.0,1.0,1.0,1.0,1.0,4.25,1.375,0.57514143,0.4147253,0.1486698,0.17199707,0.0,0.0,1.0,1.0,1.0,1.0
40.810515,-73.90974333,0.0,0.0,1.0,1.0,1.0,1.0,4.296875,1.359375,0.5892039,0.44455802,0.1479267,0.19763184,0.0,0.0,1.0,1.0,1.0,1.0
40.810495,-73.90966667,0.0,0.0,1.0,1.0,1.0,1.0,5.0,1.59375,0.51447964,0.36627212,0.05290418,0.13415527,0.0,0.0,1.0,1.0,1.0,1.0
40.81047333,-73.90959167,0.0,0.0,1.0,1.0,1.0,1.0,5.0,1.59375,0.51447964,0.36627212,0.05290418,0.13415527,0.0,0.0,1.0,1.0,1.0,1.0
40.810445,-73.90951833,0.0,0.0,1.0,1.0,1.0,1.0,5.0,1.59375,0.51447964,0.36627212,0.05290418,0.13415527,0.0,0.0,1.0,1.0,1.0,1.0
40.81042333,-73.90944,0.0,0.0,1.0,1.0,1.0,1.0,5.34375,1.71875,0.47164875,0.30678365,0.039241508,0.09411621,0.0,0.0,1.0,1.0,1.0,1.0
40.8104,-73.909385,0.0,0.0,1.0,1.0,1.0,1.0,5.34375,1.71875,0.47164875,0.30678365,0.039241508,0.09411621,0.0,0.0,1.0,1.0,1.0,1.0
40.81038,-73.909345,0.0,0.0,1.0,1.0,1.0,1.0,5.34375,1.71875,0.47164875,0.30678365,0.039241508,0.09411621,0.0,0.0,1.0,1.0,1.0,1.0
40.81033333,-73.90925333,0.0,0.0,1.0,1.0,1.0,1.0,5.34375,1.71875,0.47164875,0.30678365,0.039241508,0.09411621,0.0,0.0,1.0,1.0,1.0,1.0
40.81030667,-73.90922333,0.0,0.0,1.0,1.0,1.0,1.0,5.34375,1.71875,0.47164875,0.30678365,0.039241508,0.09411621,0.0,0.0,1.0,1.0,1.0,1.0
40.81029333,-73.90917333,0.0,0.0,1.0,1.0,1.0,1.0,5.84375,1.875,0.42348698,0.26028642,-0.042145595,0.06774902,0.0,0.0,1.0,1.0,1.0,1.0
40.81028,-73.90911833,0.0,0.0,1.0,1.0,1.0,1.0,5.6875,1.84375,0.42881787,0.27797574,-0.05202312,0.07727051,0.0,0.0,1.0,1.0,1.0,1.0
40.81026167,-73.909055,0.0,0.0,1.0,1.0,1.0,1.0,5.6875,1.84375,0.42881787,0.27797574,-0.05202312,0.07727051,0.0,0.0,1.0,1.0,1.0,1.0
40.81023833,-73.90897833,0.0,0.0,1.0,1.0,1.0,1.0,5.6875,1.84375,0.42881787,0.27797574,-0.05202312,0.07727051,0.0,0.0,1.0,1.0,1.0,1.0
40.81021833,-73.908895,0.0,0.0,1.0,1.0,1.0,1.0,5.453125,1.796875,0.43571126,0.26215565,0.022558695,0.068725586,0.0,0.0,1.0,1.0,1.0,1.0
40.81017333,-73.90871333,0.0,0.0,1.0,1.0,1.0,1.0,5.453125,1.796875,0.43571126,0.26215565,0.022558695,0.068725586,0.0,0.0,1.0,1.0,1.0,1.0
40.810155,-73.90862167,0.0,0.0,1.0,1.0,1.0,1.0,5.953125,1.921875,0.40290582,0.259817,-0.027841592,0.06750488,0.0,0.0,1.0,1.0,1.0,1.0
40.81013833,-73.90853667,0.0,0.0,1.0,1.0,1.0,1.0,5.953125,1.921875,0.40290582,0.259817,-0.027841592,0.06750488,0.0,0.0,1.0,1.0,1.0,1.0
40.81012667,-73.90847,0.0,0.0,1.0,1.0,1.0,1.0,5.953125,1.921875,0.40290582,0.259817,-0.027841592,0.06750488,0.0,0.0,1.0,1.0,1.0,1.0
40.810125,-73.90843167,0.0,0.0,1.0,1.0,1.0,1.0,5.953125,1.921875,0.40290582,0.259817,-0.027841592,0.06750488,0.0,0.0,1.0,1.0,1.0,1.0
40.81009667,-73.90818333,0.0,0.0,1.0,1.0,1.0,1.0,6.28125,2.0,0.38663745,0.2616896,-0.11821975,0.068481445,0.0,0.0,1.0,1.0,1.0,1.0
40.81007833,-73.9081,0.0,0.0,1.0,1.0,1.0,1.0,6.03125,1.9375,0.39913744,0.25363567,-0.08579466,0.064331055,0.0,0.0,1.0,1.0,1.0,1.0
40.81006,-73.90800833,0.0,0.0,1.0,1.0,1.0,1.0,6.03125,1.9375,0.39913744,0.25363567,-0.08579466,0.064331055,0.0,0.0,1.0,1.0,1.0,1.0
40.81004,-73.90791833,0.0,0.0,1.0,1.0,1.0,1.0,6.03125,1.9375,0.39913744,0.25363567,-0.08579466,0.064331055,0.0,0.0,1.0,1.0,1.0,1.0
40.810025,-73.90782333,0.0,0.0,1.0,1.0,1.0,1.0,6.34375,2.0,0.3856759,0.25483605,-0.09961913,0.064941406,0.0,0.0,1.0,1.0,1.0,1.0
40.80997833,-73.907525,0.0,0.0,1.0,1.0,1.0,1.0,6.515625,2.078125,0.3581943,0.23850527,-0.12972252,0.056884766,0.0,0.0,1.0,1.0,1.0,1.0
40.809905,-73.90740667,0.0,0.0,1.0,1.0,1.0,1.0,6.515625,2.078125,0.3581943,0.23850527,-0.12972252,0.056884766,0.0,0.0,1.0,1.0,1.0,1.0
40.80987,-73.90739667,0.0,0.0,1.0,1.0,1.0,1.0,6.515625,2.078125,0.3581943,0.23850527,-0.12972252,0.056884766,0.0,0.0,1.0,1.0,1.0,1.0
40.80982833,-73.90739833,0.0,0.0,1.0,1.0,1.0,1.0,6.515625,2.078125,0.3581943,0.23850527,-0.12972252,0.056884766,0.0,0.0,1.0,1.0,1.0,1.0
40.80977667,-73.90741167,0.0,0.0,1.0,1.0,1.0,1.0,6.515625,2.078125,0.3581943,0.23850527,-0.12972252,0.056884766,0.0,0.0,1.0,1.0,1.0,1.0
40.80964333,-73.907465,0.0,0.0,1.0,1.0,1.0,1.0,6.15625,2.03125,0.3597992,0.22426094,-0.047872342,0.05029297,0.0,0.0,1.0,1.0,1.0,1.0
40.80957167,-73.90749167,0.0,0.0,1.0,1.0,1.0,1.0,6.15625,2.03125,0.3597992,0.22426094,-0.047872342,0.05029297,0.0,0.0,1.0,1.0,1.0,1.0
40.80950167,-73.90751833,0.0,0.0,1.0,1.0,1.0,1.0,6.15625,2.03125,0.3597992,0.22426094,-0.047872342,0.05029297,0.0,0.0,1.0,1.0,1.0,1.0
40.80944167,-73.90753833,0.0,0.0,1.0,1.0,1.0,1.0,6.78125,2.125,0.3544259,0.21875,-0.07102645,0.047851562,0.0,0.0,1.0,1.0,1.0,1.0
40.80939833,-73.90755,0.0,0.0,1.0,1.0,1.0,1.0,6.78125,2.125,0.3544259,0.21875,-0.07102645,0.047851562,0.0,0.0,1.0,1.0,1.0,1.0
40.80920333,-73.90761333,0.0,0.0,1.0,1.0,1.0,1.0,7.671875,2.296875,0.3287401,0.23541436,-0.11894885,0.055419922,0.0,0.0,1.0,1.0,1.0,1.0
40.80913833,-73.90763833,0.0,0.0,1.0,1.0,1.0,1.0,7.671875,2.296875,0.3287401,0.23541436,-0.11894885,0.055419922,0.0,0.0,1.0,1.0,1.0,1.0
40.80906667,-73.90766,0.0,0.0,1.0,1.0,1.0,1.0,7.671875,2.296875,0.3287401,0.23541436,-0.11894885,0.055419922,0.0,0.0,1.0,1.0,1.0,1.0
40.80899,-73.90768,0.0,0.0,1.0,1.0,1.0,1.0,7.671875,2.296875,0.3287401,0.23541436,-0.11894885,0.055419922,0.0,0.0,1.0,1.0,1.0,1.0
40.80891167,-73.90770167,0.0,0.0,1.0,1.0,1.0,1.0,7.15625,2.09375,0.39625284,0.24631067,0.01266505,0.060668945,0.0,0.0,1.0,1.0,1.0,1.0
40.808825,-73.90772667,0.0,0.0,1.0,1.0,1.0,1.0,7.15625,2.09375,0.39625284,0.24631067,0.01266505,0.060668945,0.0,0.0,1.0,1.0,1.0,1.0
40.808735,-73.90775667,0.0,0.0,1.0,1.0,1.0,1.0,7.15625,2.09375,0.39625284,0.24631067,0.01266505,0.060668945,0.0,0.0,1.0,1.0,1.0,1.0
40.80864333,-73.907785,0.0,0.0,1.0,1.0,1.0,1.0,6.953125,1.984375,0.44156533,0.27841452,0.043508925,0.07751465,0.0,0.0,1.0,1.0,1.0,1.0
40.80855,-73.90781833,0.0,0.0,1.0,1.0,1.0,1.0,6.953125,1.984375,0.44156533,0.27841452,0.043508925,0.07751465,0.0,0.0,1.0,1.0,1.0,1.0
40.80845667,-73.90785667,0.0,0.0,1.0,1.0,1.0,1.0,5.921875,1.765625,0.4841134,0.3011615,0.111485556,0.09069824,0.0,0.0,1.0,1.0,1.0,1.0
40.80836,-73.90789333,0.0,0.0,1.0,1.0,1.0,1.0,4.75,1.5,0.5429299,0.37418532,0.2580276,0.14001465,0.0,0.0,1.0,1.0,1.0,1.0
40.80826167,-73.90792833,0.0,0.0,1.0,1.0,1.0,1.0,4.75,1.5,0.5429299,0.37418532,0.2580276,0.14001465,0.0,0.0,1.0,1.0,1.0,1.0
40.80806667,-73.90800833,0.0,0.0,1.0,1.0,1.0,1.0,4.203125,1.296875,0.6101174,0.4542013,0.32801187,0.20629883,0.0,0.0,1.0,1.0,1.0,1.0
40.80797667,-73.90802667,0.0,0.0,1.0,1.0,1.0,1.0,4.203125,1.296875,0.6101174,0.4542013,0.32801187,0.20629883,0.0,0.0,1.0,1.0,1.0,1.0
40.807885,-73.90804667,0.0,0.0,1.0,1.0,1.0,1.0,4.203125,1.296875,0.6101174,0.4542013,0.32801187,0.20629883,0.0,0.0,1.0,1.0,1.0,1.0
40.80778833,-73.90808667,0.0,0.0,1.0,1.0,1.0,1.0,3.65625,1.09375,0.67730486,0.5281389,0.39136797,0.27893066,0.0,0.0,1.0,1.0,1.0,1.0
40.80769167,-73.90813,0.0,0.0,1.0,1.0,1.0,1.0,4.109375,1.234375,0.63603646,0.5019493,0.24559084,0.25195312,0.0,0.0,1.0,1.0,1.0,1.0
40.80759667,-73.90817333,0.0,0.0,1.0,1.0,1.0,1.0,3.734375,1.109375,0.6729426,0.55868936,0.19846988,0.3121338,0.0,0.0,1.0,1.0,1.0,1.0
40.8075,-73.90821333,0.0,0.0,1.0,1.0,1.0,1.0,3.734375,1.109375,0.6729426,0.55868936,0.19846988,0.3121338,0.0,0.0,1.0,1.0,1.0,1.0
40.80741333,-73.908245,0.0,0.0,1.0,1.0,1.0,1.0,3.734375,1.109375,0.6729426,0.55868936,0.19846988,0.3121338,0.0,0.0,1.0,1.0,1.0,1.0
40.80732833,-73.90827,0.0,0.0,1.0,1.0,1.0,1.0,4.078125,1.140625,0.67855626,0.5877576,0.1549766,0.34545898,0.0,0.0,1.0,1.0,1.0,1.0
40.80723833,-73.90829833,0.0,0.0,1.0,1.0,1.0,1.0,4.078125,1.140625,0.67855626,0.5877576,0.1549766,0.34545898,0.0,0.0,1.0,1.0,1.0,1.0
40.80704833,-73.90836333,0.0,0.0,1.0,1.0,1.0,1.0,4.390625,1.171875,0.68384475,0.58827657,0.21874931,0.34606934,0.0,0.0,1.0,1.0,1.0,1.0
40.806955,-73.90839667,0.0,0.0,1.0,1.0,1.0,1.0,3.859375,1.046875,0.7129313,0.6024243,0.32454547,0.36291504,0.0,0.0,1.0,1.0,1.0,1.0
40.80687167,-73.90842833,0.0,0.0,1.0,1.0,1.0,1.0,3.859375,1.046875,0.7129313,0.6024243,0.32454547,0.36291504,0.0,0.0,1.0,1.0,1.0,1.0
40.80679667,-73.908455,0.0,0.0,1.0,1.0,1.0,1.0,3.859375,1.046875,0.7129313,0.6024243,0.32454547,0.36291504,0.0,0.0,1.0,1.0,1.0,1.0
40.80674,-73.90848,0.0,0.0,1.0,1.0,1.0,1.0,4.375,1.1875,0.67570704,0.58754987,0.2,0.34521484,0.0,0.0,1.0,1.0,1.0,1.0
40.80669667,-73.90849667,0.0,0.0,1.0,1.0,1.0,1.0,4.375,1.1875,0.67570704,0.58754987,0.2,0.34521484,0.0,0.0,1.0,1.0,1.0,1.0
40.80663333,-73.90853,0.0,0.0,1.0,1.0,1.0,1.0,4.375,1.1875,0.67570704,0.58754987,0.2,0.34521484,0.0,0.0,1.0,1.0,1.0,1.0
40.80654167,-73.90859333,0.0,0.0,1.0,1.0,1.0,1.0,4.375,1.1875,0.67570704,0.58754987,0.2,0.34521484,0.0,0.0,1.0,1.0,1.0,1.0
40.80648333,-73.90863333,0.0,0.0,1.0,1.0,1.0,1.0,3.921875,1.140625,0.6679369,0.55814284,0.3119606,0.31152344,0.0,0.0,1.0,1.0,1.0,1.0
40.80643,-73.908675,0.0,0.0,1.0,1.0,1.0,1.0,2.734375,0.859375,0.7345659,0.63170236,0.41750097,0.39904785,0.0,0.0,1.0,1.0,1.0,1.0
40.80638833,-73.90871333,0.0,0.0,1.0,1.0,1.0,1.0,2.734375,0.859375,0.7345659,0.63170236,0.41750097,0.39904785,0.0,0.0,1.0,1.0,1.0,1.0
40.80634667,-73.90875333,0.0,0.0,1.0,1.0,1.0,1.0,2.734375,0.859375,0.7345659,0.63170236,0.41750097,0.39904785,0.0,0.0,1.0,1.0,1.0,1.0
40.80631167,-73.9088,0.0,0.0,1.0,1.0,1.0,1.0,2.734375,0.859375,0.7345659,0.63170236,0.41750097,0.39904785,0.0,0.0,1.0,1.0,1.0,1.0
40.80628333,-73.90885167,0.0,0.0,1.0,1.0,1.0,1.0,2.734375,0.859375,0.7345659,0.63170236,0.41750097,0.39904785,0.0,0.0,1.0,1.0,1.0,1.0
40.80626,-73.90889833,0.0,0.0,1.0,1.0,1.0,1.0,2.734375,0.859375,0.7345659,0.63170236,0.41750097,0.39904785,0.0,0.0,1.0,1.0,1.0,1.0
40.80624833,-73.90893667,0.0,0.0,1.0,1.0,1.0,1.0,2.96875,0.90625,0.7248727,0.6167423,0.35091278,0.3803711,0.0,0.0,1.0,1.0,1.0,1.0
40.80624333,-73.90896333,0.0,0.0,1.0,1.0,1.0,1.0,2.96875,0.90625,0.7248727,0.6167423,0.35091278,0.3803711,0.0,0.0,1.0,1.0,1.0,1.0
40.80621667,-73.909165,0.0,0.0,1.0,1.0,1.0,1.0,2.96875,0.90625,0.7248727,0.6167423,0.35091278,0.3803711,0.0,0.0,1.0,1.0,1.0,1.0
40.806185,-73.909225,0.0,0.0,1.0,1.0,1.0,1.0,2.15625,0.6875,0.78429013,0.6921893,0.36368877,0.47912598,0.0,0.0,1.0,1.0,1.0,1.0
40.80615,-73.90930167,0.0,0.0,1.0,1.0,1.0,1.0,2.15625,0.6875,0.78429013,0.6921893,0.36368877,0.47912598,0.0,0.0,1.0,1.0,1.0,1.0
40.80609667,-73.90947667,0.0,0.0,1.0,1.0,1.0,1.0,1.609375,0.578125,0.80464506,0.72374284,0.36343005,0.5238037,0.0,0.0,1.0,1.0,1.0,1.0
40.80606833,-73.90954667,0.0,0.0,1.0,1.0,1.0,1.0,1.609375,0.578125,0.80464506,0.72374284,0.36343005,0.5238037,0.0,0.0,1.0,1.0,1.0,1.0
40.80603667,-73.909595,0.0,0.0,1.0,1.0,1.0,1.0,1.609375,0.578125,0.80464506,0.72374284,0.36343005,0.5238037,0.0,0.0,1.0,1.0,1.0,1.0
40.80601333,-73.90964667,0.0,0.0,1.0,1.0,1.0,1.0,1.609375,0.578125,0.80464506,0.72374284,0.36343005,0.5238037,0.0,0.0,1.0,1.0,1.0,1.0
40.80599,-73.9097,0.0,0.0,1.0,1.0,1.0,1.0,1.609375,0.578125,0.80464506,0.72374284,0.36343005,0.5238037,0.0,0.0,1.0,1.0,1.0,1.0
40.80597167,-73.90976,0.0,0.0,1.0,1.0,1.0,1.0,2.46875,0.8125,0.74054015,0.63237834,0.3985964,0.39990234,0.0,0.0,1.0,1.0,1.0,1.0
40.80591167,-73.90987167,0.0,0.0,1.0,1.0,1.0,1.0,2.46875,0.8125,0.74054015,0.63237834,0.3985964,0.39990234,0.0,0.0,1.0,1.0,1.0,1.0
40.80590333,-73.90990833,0.0,0.0,1.0,1.0,1.0,1.0,2.46875,0.8125,0.74054015,0.63237834,0.3985964,0.39990234,0.0,0.0,1.0,1.0,1.0,1.0
40.805895,-73.90994667,0.0,0.0,1.0,1.0,1.0,1.0,2.46875,0.8125,0.74054015,0.63237834,0.3985964,0.39990234,0.0,0.0,1.0,1.0,1.0,1.0
40.80588667,-73.90998333,0.0,0.0,1.0,1.0,1.0,1.0,2.46875,0.8125,0.74054015,0.63237834,0.3985964,0.39990234,0.0,0.0,1.0,1.0,1.0,1.0
40.80574833,-73.910005,0.0,0.0,1.0,1.0,1.0,1.0,3.171875,0.953125,0.7170602,0.6330536,0.29096514,0.40075684,0.0,0.0,1.0,1.0,1.0,1.0
40.80571167,-73.90990833,0.0,0.0,1.0,1.0,1.0,1.0,3.390625,1.078125,0.666735,0.52836996,0.44366777,0.2791748,0.0,0.0,1.0,1.0,1.0,1.0
40.80562667,-73.90979167,0.0,0.0,1.0,1.0,1.0,1.0,3.390625,1.078125,0.666735,0.52836996,0.44366777,0.2791748,0.0,0.0,1.0,1.0,1.0,1.0
40.80555333,-73.90964,0.0,0.0,1.0,1.0,1.0,1.0,3.09375,1.03125,0.672384,0.51360875,0.47462687,0.26379395,0.0,0.0,1.0,1.0,1.0,1.0
40.80539,-73.90940833,0.0,0.0,1.0,1.0,1.0,1.0,5.03125,1.5,0.5560379,0.37238672,0.30584747,0.13867188,0.0,0.0,1.0,1.0,1.0,1.0
40.80531333,-73.90931,0.0,0.0,1.0,1.0,1.0,1.0,5.03125,1.5,0.5560379,0.37238672,0.30584747,0.13867188,0.0,0.0,1.0,1.0,1.0,1.0
40.80523667,-73.90921167,0.0,0.0,1.0,1.0,1.0,1.0,5.03125,1.5,0.5560379,0.37238672,0.30584747,0.13867188,0.0,0.0,1.0,1.0,1.0,1.0
40.80516667,-73.90911833,0.0,0.0,1.0,1.0,1.0,1.0,6.125,1.75,0.49878395,0.29377493,0.25880405,0.08630371,0.0,0.0,1.0,1.0,1.0,1.0
40.80509833,-73.90902667,0.0,0.0,1.0,1.0,1.0,1.0,6.125,1.75,0.49878395,0.29377493,0.25880405,0.08630371,0.0,0.0,1.0,1.0,1.0,1.0
40.80503167,-73.90895333,0.0,0.0,1.0,1.0,1.0,1.0,6.125,1.75,0.49878395,0.29377493,0.25880405,0.08630371,0.0,0.0,1.0,1.0,1.0,1.0
40.80498833,-73.90889167,0.0,0.0,1.0,1.0,1.0,1.0,6.1875,1.78125,0.4890837,0.27775607,0.25265393,0.07714844,0.0,0.0,1.0,1.0,1.0,1.0
40.804955,-73.90883167,0.0,0.0,1.0,1.0,1.0,1.0,6.1875,1.78125,0.4890837,0.27775607,0.25265393,0.07714844,0.0,0.0,1.0,1.0,1.0,1.0
40.80489167,-73.90870167,0.0,0.0,1.0,1.0,1.0,1.0,7.453125,2.046875,0.4346366,0.24902152,0.097645685,0.06201172,0.0,0.0,1.0,1.0,1.0,1.0
40.80486167,-73.90863833,0.0,0.0,1.0,1.0,1.0,1.0,7.875,2.15625,0.40398756,0.23567349,0.0037064492,0.055541992,0.0,0.0,1.0,1.0,1.0,1.0
40.80483667,-73.90858,0.0,0.0,1.0,1.0,1.0,1.0,7.875,2.15625,0.40398756,0.23567349,0.0037064492,0.055541992,0.0,0.0,1.0,1.0,1.0,1.0
40.804815,-73.90852667,0.0,0.0,1.0,1.0,1.0,1.0,7.875,2.15625,0.40398756,0.23567349,0.0037064492,0.055541992,0.0,0.0,1.0,1.0,1.0,1.0
