lat,long,has_residence_res30_distance_mean_9x9,has_manufacture_res30_distance_mean_9x9,has_commercial_res30_distance_mean_9x9,has_park_res30_distance_mean_9x9
40.81111833,-73.90978667,0.25714105,4.628778,21.654274,2.0788243
40.81106,-73.90980833,0.27460048,3.7797716,21.986216,2.0426648
40.810865,-73.909875,0.27460048,3.7797716,21.986216,2.0426648
40.81081,-73.9099,0.3167513,2.9997246,22.363817,2.034192
40.81075333,-73.90992833,0.3167513,2.9997246,22.363817,2.034192
40.810705,-73.909965,0.3167513,2.9997246,22.363817,2.034192
40.81062833,-73.90995167,0.3167513,2.9997246,22.363817,2.034192
40.8106,-73.90991333,0.3167513,2.9997246,22.363817,2.034192
40.810515,-73.90974333,0.42362604,2.3235571,22.787443,2.0708656
40.810495,-73.90966667,0.35890207,2.0122833,22.519472,2.7959018
40.81047333,-73.90959167,0.35890207,2.0122833,22.519472,2.7959018
40.810445,-73.90951833,0.35890207,2.0122833,22.519472,2.7959018
40.81042333,-73.90944,0.38147524,1.7955383,22.047981,3.6320488
40.8104,-73.909385,0.38147524,1.7955383,22.047981,3.6320488
40.81038,-73.909345,0.38147524,1.7955383,22.047981,3.6320488
40.81033333,-73.90925333,0.38147524,1.7955383,22.047981,3.6320488
40.81030667,-73.90922333,0.38147524,1.7955383,22.047981,3.6320488
40.81029333,-73.90917333,0.42873982,1.6384034,21.372965,4.554616
40.81028,-73.90911833,0.7289091,1.1244847,21.750721,4.638191
40.81026167,-73.909055,0.7289091,1.1244847,21.750721,4.638191
40.81023833,-73.90897833,0.7289091,1.1244847,21.750721,4.638191
40.81021833,-73.908895,0.7906374,1.0073824,20.84749,5.613136
40.81017333,-73.90871333,0.7906374,1.0073824,20.84749,5.613136
40.810155,-73.90862167,0.84002006,0.91497165,19.84749,6.6046634
40.81013833,-73.90853667,0.84002006,0.91497165,19.84749,6.6046634
40.81012667,-73.90847,0.84002006,0.91497165,19.84749,6.6046634
40.810125,-73.90843167,0.84002006,0.91497165,19.84749,6.6046634
40.81009667,-73.90818333,0.85959774,0.7978694,18.84749,7.600426
40.81007833,-73.9081,0.91409427,0.69610834,17.847492,8.598309
40.81006,-73.90800833,0.91409427,0.69610834,17.847492,8.598309
40.81004,-73.90791833,0.91409427,0.69610834,17.847492,8.598309
40.810025,-73.90782333,0.9737044,0.62203425,16.847492,9.582967
40.80997833,-73.907525,1.5288965,0.33932444,16.207787,10.6043005
40.809905,-73.90740667,1.5288965,0.33932444,16.207787,10.6043005
40.80987,-73.90739667,1.5288965,0.33932444,16.207787,10.6043005
40.80982833,-73.90739833,1.5288965,0.33932444,16.207787,10.6043005
40.80977667,-73.90741167,1.5288965,0.33932444,16.207787,10.6043005
40.80964333,-73.907465,2.1304758,0.17795324,16.568079,10.852968
40.80957167,-73.90749167,2.1304758,0.17795324,16.568079,10.852968
40.80950167,-73.90751833,2.1304758,0.17795324,16.568079,10.852968
40.80944167,-73.90753833,2.8533938,0.074074075,16.92837,11.178343
40.80939833,-73.90755,2.8533938,0.074074075,16.92837,11.178343
40.80920333,-73.90761333,3.557975,0.012345679,18.288664,10.625269
40.80913833,-73.90763833,3.557975,0.012345679,18.288664,10.625269
40.80906667,-73.90766,3.557975,0.012345679,18.288664,10.625269
40.80899,-73.90768,3.557975,0.012345679,18.288664,10.625269
40.80891167,-73.90770167,4.4299183,0.0,18.656853,11.031586
40.808825,-73.90772667,4.4299183,0.0,18.656853,11.031586
40.808735,-73.90775667,4.4299183,0.0,18.656853,11.031586
40.80864333,-73.907785,5.3295484,0.0,19.071068,11.437902
40.80855,-73.90781833,5.3295484,0.0,19.071068,11.437902
40.80845667,-73.90785667,5.1443634,0.0,20.071066,10.437902
40.80836,-73.90789333,6.0244164,0.0,20.48528,10.84422
40.80826167,-73.90792833,6.0244164,0.0,20.48528,10.84422
40.80806667,-73.90800833,6.893,0.0,20.899496,11.25777
40.80797667,-73.90802667,6.893,0.0,20.899496,11.25777
40.807885,-73.90804667,6.893,0.0,20.899496,11.25777
40.80778833,-73.90808667,7.747121,0.0,21.31371,11.685782
40.80769167,-73.90813,7.4143023,0.0,22.31371,10.729175
40.80759667,-73.90817333,8.212321,0.0,22.727922,11.215707
40.8075,-73.90821333,8.212321,0.0,22.727922,11.215707
40.80741333,-73.908245,8.212321,0.0,22.727922,11.215707
40.80732833,-73.90827,9.00311,0.0,23.142136,11.7383995
40.80723833,-73.90829833,9.00311,0.0,23.142136,11.7383995
40.80704833,-73.90836333,9.783669,0.0,23.55635,12.304482
40.806955,-73.90839667,9.283639,0.0,24.55635,11.506977
40.80687167,-73.90842833,9.283639,0.0,24.55635,11.506977
40.80679667,-73.908455,9.283639,0.0,24.55635,11.506977
40.80674,-73.90848,10.010581,0.0,24.970564,12.1815405
40.80669667,-73.90849667,10.010581,0.0,24.970564,12.1815405
40.80663333,-73.90853,10.010581,0.0,24.970564,12.1815405
40.80654167,-73.90859333,10.010581,0.0,24.970564,12.1815405
40.80648333,-73.90863333,10.714586,0.0,25.392008,12.921191
40.80643,-73.908675,10.029733,0.0,26.384777,12.304482
40.80638833,-73.90871333,10.029733,0.0,26.384777,12.304482
40.80634667,-73.90875333,10.029733,0.0,26.384777,12.304482
40.80631167,-73.9088,10.029733,0.0,26.384777,12.304482
40.80628333,-73.90885167,10.029733,0.0,26.384777,12.304482
40.80626,-73.90889833,10.029733,0.0,26.384777,12.304482
40.80624833,-73.90893667,9.87187,0.0,27.79899,12.62992
40.80624333,-73.90896333,9.87187,0.0,27.79899,12.62992
40.80621667,-73.909165,9.87187,0.0,27.79899,12.62992
40.806185,-73.909225,9.04105,0.0,28.79899,12.143388
40.80615,-73.90930167,9.04105,0.0,28.79899,12.143388
40.80609667,-73.90947667,8.197005,0.0,29.798988,11.685782
40.80606833,-73.90954667,8.197005,0.0,29.798988,11.685782
40.80603667,-73.909595,8.197005,0.0,29.798988,11.685782
40.80601333,-73.90964667,8.197005,0.0,29.798988,11.685782
40.80599,-73.9097,8.197005,0.0,29.798988,11.685782
40.80597167,-73.90976,7.891209,0.0,31.213203,12.334688
40.80591167,-73.90987167,7.891209,0.0,31.213203,12.334688
40.80590333,-73.90990833,7.891209,0.0,31.213203,12.334688
40.805895,-73.90994667,7.891209,0.0,31.213203,12.334688
40.80588667,-73.90998333,7.891209,0.0,31.213203,12.334688
40.80574833,-73.910005,7.013124,0.0,32.18515,12.104569
40.80571167,-73.90990833,8.421347,0.0,31.627415,13.334688
40.80562667,-73.90979167,8.421347,0.0,31.627415,13.334688
40.80555333,-73.90964,9.302427,0.0,30.627415,13.656853
40.80539,-73.90940833,10.71664,0.0,30.07056,15.071068
40.80531333,-73.90931,10.71664,0.0,30.07056,15.071068
40.80523667,-73.90921167,10.71664,0.0,30.07056,15.071068
40.80516667,-73.90911833,12.130855,0.0,29.600483,16.485281
40.80509833,-73.90902667,12.130855,0.0,29.600483,16.485281
40.80503167,-73.90895333,12.130855,0.0,29.600483,16.485281
40.80498833,-73.90889167,12.997471,0.0,28.708963,16.906727
40.804955,-73.90883167,12.997471,0.0,28.708963,16.906727
40.80489167,-73.90870167,13.545068,0.0,29.275047,17.899496
40.80486167,-73.90863833,14.4081745,0.0,28.47754,18.32094
40.80483667,-73.90858,14.4081745,0.0,28.47754,18.32094
40.804815,-73.90852667,14.4081745,0.0,28.47754,18.32094
40.80479667,-73.90847333,14.4081745,0.0,28.47754,18.32094
40.80478,-73.90842333,14.4081745,0.0,28.47754,18.32094
40.80476667,-73.90837333,15.239208,0.0,27.734894,18.75685
40.80474,-73.908315,15.239208,0.0,27.734894,18.75685
40.80463667,-73.90824,15.805658,0.0,28.434875,19.735153
40.804555,-73.90812,15.805658,0.0,28.434875,19.735153
40.80449833,-73.90805,16.63669,0.0,27.780252,20.171062
40.80446,-73.90797167,16.63669,0.0,27.780252,20.171062
40.80441167,-73.90789,16.63669,0.0,27.780252,20.171062
40.80431833,-73.90774667,18.04104,0.0,27.836779,21.585278
40.804275,-73.90767833,18.04104,0.0,27.836779,21.585278
40.804235,-73.907605,18.04104,0.0,27.836779,21.585278
40.80420833,-73.907515,18.845627,0.0,27.216562,22.042883
40.804175,-73.90745167,18.845627,0.0,27.216562,22.042883
40.804135,-73.90736167,18.845627,0.0,27.216562,22.042883
40.80409667,-73.90721833,20.23748,0.0,27.078043,23.457096
40.80413667,-73.90718,19.59593,0.0,26.598099,22.529415
40.80417833,-73.907135,19.59593,0.0,26.598099,22.529415
40.80422333,-73.90709,19.59593,0.0,26.598099,22.529415
40.80427167,-73.90704333,19.59593,0.0,26.598099,22.529415
40.80432667,-73.906985,20.219118,0.0,25.975403,23.052107
40.80438,-73.90693,19.494509,0.0,25.403414,22.203978
40.80442667,-73.906875,19.494509,0.0,25.403414,22.203978
40.80446833,-73.90682833,19.494509,0.0,25.403414,22.203978
40.8045,-73.90678333,19.494509,0.0,25.403414,22.203978
40.80451333,-73.90674167,19.968668,0.0,24.816877,22.81769
40.80451,-73.9067,19.968668,0.0,24.816877,22.81769
40.80448833,-73.90665667,19.968668,0.0,24.816877,22.81769
40.80445333,-73.90660667,19.968668,0.0,24.816877,22.81769
40.80441167,-73.90655667,19.968668,0.0,24.816877,22.81769
40.80436667,-73.90649,21.172916,0.0,24.68413,24.215685
40.80432333,-73.906415,21.172916,0.0,24.68413,24.215685
40.804275,-73.90633,21.172916,0.0,24.68413,24.215685
40.80422333,-73.90624167,21.172916,0.0,24.68413,24.215685
40.80412,-73.90606,21.486584,0.0,24.001095,24.809155
40.80407,-73.90597,22.330414,0.0,24.24238,25.59271
40.80394333,-73.90573333,22.556784,0.0,23.468327,26.130293
40.803915,-73.90568167,22.649471,0.0,22.671333,26.604969
40.80389167,-73.90563,22.649471,0.0,22.671333,26.604969
40.803875,-73.90562667,22.649471,0.0,22.671333,26.604969
40.80382333,-73.905605,23.549767,0.0,22.625309,27.40825
40.803785,-73.90562833,23.549767,0.0,22.625309,27.40825
40.80373833,-73.90566833,23.549767,0.0,22.625309,27.40825
40.80368667,-73.90572167,23.415443,0.0,23.487389,26.940296
40.80363333,-73.90577667,23.415443,0.0,23.487389,26.940296
40.80357833,-73.90583167,23.415443,0.0,23.487389,26.940296
40.80352833,-73.90588333,24.247805,0.0,23.34932,27.7877
40.80348333,-73.90592667,24.247805,0.0,23.34932,27.7877
40.80344333,-73.90596667,24.247805,0.0,23.34932,27.7877
40.80340833,-73.906,23.925303,0.0,24.253548,27.284008
40.80338333,-73.90602333,23.925303,0.0,24.253548,27.284008
40.80331667,-73.90607,23.925303,0.0,24.253548,27.284008
40.80328,-73.90609333,24.674603,0.0,24.03314,28.122936
40.80319667,-73.90617,24.674603,0.0,24.03314,28.122936
40.80311667,-73.90625667,24.157051,0.0,24.968054,27.626688
40.803035,-73.90634667,24.157051,0.0,24.968054,27.626688
40.80296167,-73.90642833,24.824682,0.0,24.680294,28.330177
40.802895,-73.90650333,24.824682,0.0,24.680294,28.330177
40.80274667,-73.90665167,24.739166,0.0,25.298002,28.371302
40.80267333,-73.906725,24.739166,0.0,25.298002,28.371302
40.8026,-73.9068,23.935608,0.0,26.27806,27.894995
40.80252833,-73.90687333,23.935608,0.0,26.27806,27.894995
40.80245333,-73.90694833,24.476122,0.0,25.898256,28.197433
40.80237833,-73.90702,24.476122,0.0,25.898256,28.197433
40.80230833,-73.90709167,23.590956,0.0,26.889782,27.710901
40.80225167,-73.90714667,23.590956,0.0,26.889782,27.710901
40.802215,-73.90718,24.094284,0.0,26.48528,27.79112
40.80219167,-73.907205,24.094284,0.0,26.48528,27.79112
40.80219167,-73.90729,24.094284,0.0,26.48528,27.79112
40.80221667,-73.90734333,22.680069,0.0,27.874077,27.253298
40.80225167,-73.90740333,22.680069,0.0,27.874077,27.253298
40.80229667,-73.90747,22.680069,0.0,27.874077,27.253298
40.80234333,-73.90754833,22.680069,0.0,27.874077,27.253298
40.802395,-73.90763833,21.761951,0.0,28.845661,26.817389
40.80244667,-73.90773333,21.761951,0.0,28.845661,26.817389
40.80250333,-73.90783167,21.265858,0.0,29.125977,26.580036
40.802615,-73.90803167,20.347738,0.0,30.035473,26.165825
40.80266833,-73.90812667,19.422388,0.0,30.92079,25.751612
40.80271333,-73.90820333,19.422388,0.0,30.92079,25.751612
40.80275833,-73.90829,18.933527,0.0,30.951712,25.29927
40.80281167,-73.90837167,18.933527,0.0,30.951712,25.29927
40.80283,-73.90840167,18.008177,0.0,31.764711,24.885056
40.80285,-73.90844167,18.008177,0.0,31.764711,24.885056
40.80287333,-73.90849167,18.008177,0.0,31.764711,24.885056
40.80294,-73.908605,18.008177,0.0,31.764711,24.885056
40.80298,-73.90866833,17.077715,0.0,32.574715,24.470844
40.803025,-73.90873667,16.593964,0.0,32.383415,23.796282
40.80307167,-73.90881667,16.593964,0.0,32.383415,23.796282
40.80312,-73.90890167,16.593964,0.0,32.383415,23.796282
40.80317,-73.90898667,15.663501,0.0,33.165005,23.382067
40.80322,-73.90907667,15.663501,0.0,33.165005,23.382067
40.80327167,-73.90917,15.663501,0.0,33.165005,23.382067
40.80332167,-73.909265,14.249286,0.0,33.61386,22.064714
40.80337667,-73.90936,14.249286,0.0,33.61386,22.064714
40.80343333,-73.909455,14.249286,0.0,33.61386,22.064714
40.80349,-73.90955167,13.31371,0.0,34.429127,21.63056
40.80354833,-73.909645,13.31371,0.0,34.429127,21.63056
40.80359333,-73.90975333,11.899495,0.0,34.840282,20.27647
40.80364167,-73.90986,11.899495,0.0,34.840282,20.27647
40.80368833,-73.90996167,11.899495,0.0,34.840282,20.27647
40.80373333,-73.910065,10.961801,0.0,35.72983,19.907188
40.803775,-73.91016667,10.961801,0.0,35.72983,19.907188
40.80381667,-73.91026833,10.961801,0.0,35.72983,19.907188
40.80385833,-73.91036667,9.547586,0.0,36.185017,18.631046
40.80390333,-73.910465,9.547586,0.0,36.185017,18.631046
40.803945,-73.91056667,8.625233,0.0,37.14075,18.243067
40.80399,-73.91066667,8.625233,0.0,37.14075,18.243067
40.80403333,-73.91077,8.625233,0.0,37.14075,18.243067
40.80407667,-73.91087,7.72757,0.0,38.08574,17.812572
40.80416833,-73.91104333,7.2191267,0.0,37.630615,17.050863
40.80421,-73.91112667,6.3316927,0.0,38.480923,16.656164
40.804245,-73.91121,6.3316927,0.0,38.480923,16.656164
40.80427167,-73.91128667,6.3316927,0.0,38.480923,16.656164
40.804295,-73.911345,5.479176,0.0,39.196884,16.201492
40.80431167,-73.911385,5.479176,0.0,39.196884,16.201492
40.80432167,-73.91140667,5.479176,0.0,39.196884,16.201492
40.80437,-73.91156333,4.956271,0.0,38.619186,15.595162
40.804385,-73.911605,4.956271,0.0,38.619186,15.595162
40.80441833,-73.91168667,4.136555,0.0,39.112923,15.186515
40.80443333,-73.91172667,4.136555,0.0,39.112923,15.186515
40.80448,-73.91183333,4.136555,0.0,39.112923,15.186515
40.80449833,-73.91187667,4.136555,0.0,39.112923,15.186515
40.804515,-73.91191667,3.4092503,0.012345679,39.449528,14.712779
40.80453333,-73.91195833,3.4092503,0.012345679,39.449528,14.712779
40.80455333,-73.91200333,3.4092503,0.012345679,39.449528,14.712779
40.80456833,-73.912045,3.4092503,0.012345679,39.449528,14.712779
40.80457167,-73.91207333,3.4092503,0.012345679,39.449528,14.712779
40.8046,-73.91214333,3.4092503,0.012345679,39.449528,14.712779
40.80461833,-73.91219333,2.7867022,0.049382716,39.628998,14.084026
40.804645,-73.912275,2.3149343,0.091533504,38.829224,13.780861
40.80469833,-73.91236667,2.3149343,0.091533504,38.829224,13.780861
40.804735,-73.91245333,1.8278251,0.17583507,38.78647,13.131654
40.804785,-73.912545,1.8278251,0.17583507,38.78647,13.131654
40.80482667,-73.91263,1.8278251,0.17583507,38.78647,13.131654
40.804865,-73.91271833,1.4629318,0.24990915,38.591694,12.393546
40.80490833,-73.91281,1.0682335,0.4040484,37.645164,12.27608
40.80495333,-73.91290833,1.0682335,0.4040484,37.645164,12.27608
40.80500667,-73.91301333,0.8400202,0.5232689,37.29976,11.568654
40.805055,-73.91312,0.8400202,0.5232689,37.29976,11.568654
40.80509833,-73.91322667,0.71144956,0.62502986,36.899494,10.768817
40.80514167,-73.91332167,0.71144956,0.62502986,36.899494,10.768817
40.80522667,-73.91352167,0.3742433,1.0341921,35.485283,10.061905
40.805275,-73.913625,0.3742433,1.0341921,35.485283,10.061905
40.805365,-73.913835,0.33720627,1.1657581,35.07107,9.242491
40.80540667,-73.91393667,0.33720627,1.1657581,35.07107,9.242491
40.805445,-73.91403,0.33720627,1.1657581,35.07107,9.242491
40.80548,-73.91411167,0.13368429,1.8525164,33.656857,8.791478
40.80550667,-73.914175,0.13368429,1.8525164,33.656857,8.791478
40.805525,-73.91421167,0.13368429,1.8525164,33.656857,8.791478
40.805535,-73.91423333,0.13368429,1.8525164,33.656857,8.791478
40.80557833,-73.91437,0.13368429,2.0969484,33.288666,8.020056
40.80556833,-73.91442167,0.13368429,2.0969484,33.288666,8.020056
40.80556,-73.914445,0.13368429,2.0969484,33.288666,8.020056
40.80552333,-73.9145,0.13368429,2.0969484,33.288666,8.020056
40.80547833,-73.91452667,0.13368429,2.0969484,33.288666,8.020056
40.80542667,-73.91456333,0.31251493,1.5345241,34.288666,7.5336723
40.80536667,-73.91460167,0.30016923,1.7563831,34.012527,6.6936526
40.80530167,-73.91464667,0.30016923,1.7563831,34.012527,6.6936526
40.80523667,-73.91469667,0.30016923,1.7563831,34.012527,6.6936526
40.80517333,-73.91474167,0.508805,1.2445824,35.012527,6.26564
40.80511833,-73.91478167,0.508805,1.2445824,35.012527,6.26564
40.805075,-73.91480667,0.508805,1.2445824,35.012527,6.26564
40.80498167,-73.91489167,0.4491948,1.478787,34.82843,5.4247427
40.80494,-73.914925,0.4491948,1.478787,34.82843,5.4247427
40.80488833,-73.91497167,0.6156797,1.0410604,35.82843,5.103241
40.804825,-73.91502333,0.6156797,1.0410604,35.82843,5.103241
40.804755,-73.91507667,0.6156797,1.0410604,35.82843,5.103241
40.80467,-73.91513833,0.4964593,1.3574485,35.70942,4.313481
40.80457833,-73.91521167,0.55606955,0.9937959,36.709423,4.1171904
40.80448833,-73.91528333,0.55606955,0.9937959,36.709423,4.1171904
40.80440167,-73.91535,0.55606955,0.9937959,36.709423,4.1171904
40.80413167,-73.91556,0.40193024,1.06787,37.68246,3.3099709
40.80405,-73.915625,0.44408107,0.7966285,38.68246,3.3593535
40.80396833,-73.91569333,0.2724823,1.0874476,38.74755,2.6551359
40.803895,-73.91576167,0.2724823,1.0874476,38.74755,2.6551359
40.80383,-73.91581333,0.38147524,0.8162062,39.74755,2.776838
40.80378667,-73.91585333,0.38147524,0.8162062,39.74755,2.776838
40.80376333,-73.91588,0.38147524,0.8162062,39.74755,2.776838
40.80375167,-73.91591167,0.38147524,0.8162062,39.74755,2.776838
40.80376667,-73.91602,0.26948676,1.0137371,39.87772,2.127117
40.80379333,-73.91610167,0.26948676,1.0137371,39.87772,2.127117
40.80383,-73.91619833,0.24990915,1.1874539,40.03486,1.6234257
40.80387667,-73.91630333,0.116224855,1.5932572,39.03486,1.5851479
40.80392,-73.91641167,0.116224855,1.5932572,39.03486,1.5851479
40.80396833,-73.916525,0.116224855,1.7772015,39.19199,1.2862194
40.80401667,-73.91664333,0.116224855,1.7772015,39.19199,1.2862194
40.80417333,-73.91703167,0.091533504,2.5316792,38.36819,1.2636461
40.80422333,-73.917165,0.091533504,2.5316792,38.36819,1.2636461
40.80427333,-73.917295,0.15114371,2.5069878,38.43328,1.2904557
40.80432333,-73.91742167,0.15114371,2.5069878,38.43328,1.2904557
40.80437167,-73.917545,0.091533504,3.1009715,37.525326,1.8064926
40.80442,-73.917665,0.091533504,3.1009715,37.525326,1.8064926
40.804465,-73.91777333,0.091533504,3.1009715,37.525326,1.8064926
40.80450667,-73.91787167,0.12857053,2.871881,37.590412,2.057279
40.80454167,-73.91795833,0.12857053,2.871881,37.590412,2.057279
40.80456833,-73.91803333,0.12857053,2.871881,37.590412,2.057279
40.80459,-73.91809167,0.18818076,2.578066,37.6555,2.403472
40.804605,-73.91813,0.18818076,2.578066,37.6555,2.403472
40.80464667,-73.91817167,0.066842146,3.3521216,36.6555,3.036611
40.80466667,-73.91821667,0.066842146,3.3521216,36.6555,3.036611
40.80469,-73.91826333,0.066842146,3.3521216,36.6555,3.036611
40.80471333,-73.91831333,0.066842146,3.3521216,36.6555,3.036611
40.80473667,-73.91836667,0.103879176,3.0059288,36.74755,3.5080156
40.80475667,-73.91842667,0.103879176,3.0059288,36.74755,3.5080156
40.80477667,-73.91848833,0.103879176,3.0059288,36.74755,3.5080156
40.80479333,-73.91855,0.103879176,3.0059288,36.74755,3.5080156
40.80480667,-73.91861167,0.1634894,2.6780725,36.887226,4.004112
40.80480667,-73.91873167,0.1634894,2.6780725,36.887226,4.004112
40.80479667,-73.91877,0.1634894,2.6780725,36.887226,4.004112
40.804775,-73.91879833,0.1634894,2.6780725,36.887226,4.004112
40.80475,-73.91882167,0.1634894,2.6780725,36.887226,4.004112
40.80472667,-73.91884,0.1634894,2.6780725,36.887226,4.004112
40.80469,-73.91885667,0.1634894,2.6780725,36.887226,4.004112
40.80467667,-73.91885833,0.1634894,2.6780725,36.887226,4.004112
40.80465,-73.91886667,0.1634894,2.6780725,36.887226,4.004112
40.804585,-73.91888667,0.48111808,1.7209502,37.97927,3.890005
40.80453,-73.91890333,0.48111808,1.7209502,37.97927,3.890005
40.80437833,-73.91896,0.48111808,1.7209502,37.97927,3.890005
40.80431,-73.91901333,0.8264337,1.180222,38.804676,3.4071324
40.80436667,-73.91925333,0.98181367,0.9818138,38.88401,4.013462
40.80433333,-73.91928333,0.98181367,0.9818138,38.88401,4.013462
40.80428833,-73.919295,0.98181367,0.9818138,38.88401,4.013462
40.80417,-73.919355,0.98181367,0.9818138,38.88401,4.013462
40.80410333,-73.91938833,0.98181367,0.9818138,38.88401,4.013462
40.80402833,-73.919435,1.7086046,0.48111805,39.451553,4.3898234
40.80400833,-73.91945333,1.7086046,0.48111805,39.451553,4.3898234
40.80391667,-73.91954167,1.7086046,0.48111805,39.451553,4.3898234
40.80387,-73.91958167,1.7086046,0.48111805,39.451553,4.3898234
40.80382,-73.919625,2.3583257,0.23544528,39.94275,4.2028832
40.80377333,-73.91965833,2.3583257,0.23544528,39.94275,4.2028832
40.80373333,-73.91969167,2.635922,0.1634894,39.56478,4.953125
40.80370167,-73.91973167,2.635922,0.1634894,39.56478,4.953125
40.80368333,-73.91977167,2.635922,0.1634894,39.56478,4.953125
40.80371833,-73.91994333,2.635922,0.1634894,39.56478,4.953125
40.80374667,-73.92001833,2.9442005,0.103879176,39.034798,5.656979
40.803775,-73.92010667,2.9442005,0.103879176,39.034798,5.656979
40.80385333,-73.92030667,2.5099833,0.18818074,38.310936,6.5174546
40.80394833,-73.920525,2.8365986,0.12857053,37.67758,6.946193
40.80399333,-73.92064,2.8365986,0.12857053,37.67758,6.946193
40.80408,-73.92086167,3.1879058,0.091533504,36.939476,7.1888704
40.80412667,-73.92096167,2.4274368,0.2230996,37.045776,7.50774
40.80416667,-73.92105167,2.7177417,0.15114371,36.30767,7.5511317
40.80420167,-73.92113167,2.7177417,0.15114371,36.30767,7.5511317
40.80427667,-73.92132333,3.0366113,0.091533504,35.482265,7.3961153
40.80429667,-73.92137167,3.0366113,0.091533504,35.482265,7.3961153
40.80432667,-73.92143833,3.0366113,0.091533504,35.482265,7.3961153
40.80436167,-73.92151167,3.0366113,0.091533504,35.482265,7.3961153
40.80439667,-73.92159333,2.6006393,0.1634894,34.896477,7.262795
40.80443667,-73.921685,2.6006393,0.1634894,34.896477,7.262795
40.80448,-73.92178167,2.6006393,0.1634894,34.896477,7.262795
40.80456667,-73.92198667,2.9314914,0.103879176,34.001232,6.679038
40.80461,-73.92209,2.9314914,0.103879176,34.001232,6.679038
40.804655,-73.922195,2.5078652,0.18818074,33.415443,5.9774523
40.80469833,-73.9223,2.5078652,0.18818074,33.415443,5.9774523
40.80474333,-73.92240667,2.8365986,0.12857053,32.46782,5.1323185
40.80478833,-73.922515,2.8365986,0.12857053,32.46782,5.1323185
40.804835,-73.92262833,2.8365986,0.12857053,32.46782,5.1323185
40.80492833,-73.92285833,2.4274368,0.2230996,31.882034,4.279953
40.80497,-73.92297167,2.7177417,0.1634894,30.899496,3.5459301
40.80501167,-73.92308,2.7177417,0.1634894,30.899496,3.5459301
40.805055,-73.92318167,3.0366113,0.103879176,29.899496,2.910673
40.80515167,-73.923385,3.0366113,0.103879176,29.899496,2.910673
40.80520167,-73.92349167,2.6006393,0.17583507,29.312979,2.4665918
40.80524667,-73.92360167,2.6006393,0.17583507,29.312979,2.4665918
40.805295,-73.92371,2.9314914,0.116224855,28.313343,2.0390928
40.80539,-73.92392167,2.9314914,0.116224855,28.313343,2.0390928
40.80543667,-73.92403,3.2849162,0.079187825,27.31371,1.7227049
40.80548,-73.92413667,2.5078652,0.20052643,27.71397,1.8964218
40.805525,-73.92424333,2.5078652,0.20052643,27.71397,1.8964218
40.80557,-73.92434833,2.7981706,0.14091621,26.724558,1.6745632
40.80561667,-73.92445833,2.7981706,0.14091621,26.724558,1.6745632
40.80566167,-73.924565,3.11704,0.103879176,25.727919,1.5974935
40.80570167,-73.92465833,3.11704,0.103879176,25.727919,1.5974935
40.80573333,-73.92473667,2.3583257,0.24779096,26.122196,1.7218275
40.80575833,-73.9248,2.635922,0.17583507,25.13578,1.7546282
