lat,long,street_width_res1000,street_traffic_res1000,street_lanes_res1000,street_orientation_res1000,street_type_res1000,high_way_res1000
40.80626,-73.90889833,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80624833,-73.90893667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80624333,-73.90896333,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80621667,-73.909165,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.806185,-73.909225,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80615,-73.90930167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80609667,-73.90947667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80606833,-73.90954667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80603667,-73.909595,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80601333,-73.90964667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80599,-73.9097,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80597167,-73.90976,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80591167,-73.90987167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80590333,-73.90990833,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.805895,-73.90994667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80588667,-73.90998333,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80574833,-73.910005,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80571167,-73.90990833,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80562667,-73.90979167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80555333,-73.90964,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80539,-73.90940833,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80531333,-73.90931,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80523667,-73.90921167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80516667,-73.90911833,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80509833,-73.90902667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80503167,-73.90895333,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80498833,-73.90889167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.804955,-73.90883167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80489167,-73.90870167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80486167,-73.90863833,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80483667,-73.90858,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.804815,-73.90852667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80479667,-73.90847333,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80478,-73.90842333,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80476667,-73.90837333,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80474,-73.908315,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80463667,-73.90824,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.804555,-73.90812,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80449833,-73.90805,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80446,-73.90797167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80441167,-73.90789,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80431833,-73.90774667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.804275,-73.90767833,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.804235,-73.907605,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80420833,-73.907515,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.804175,-73.90745167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.804135,-73.90736167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80409667,-73.90721833,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80413667,-73.90718,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80417833,-73.907135,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80422333,-73.90709,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80427167,-73.90704333,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80432667,-73.906985,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80438,-73.90693,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80442667,-73.906875,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80446833,-73.90682833,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.8045,-73.90678333,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80451333,-73.90674167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80451,-73.9067,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80448833,-73.90665667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80445333,-73.90660667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80441167,-73.90655667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80436667,-73.90649,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80432333,-73.906415,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.804275,-73.90633,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80422333,-73.90624167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80412,-73.90606,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80407,-73.90597,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80394333,-73.90573333,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.803915,-73.90568167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80389167,-73.90563,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.803875,-73.90562667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80382333,-73.905605,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.803785,-73.90562833,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80373833,-73.90566833,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80368667,-73.90572167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80363333,-73.90577667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80357833,-73.90583167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80352833,-73.90588333,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80348333,-73.90592667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80344333,-73.90596667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80340833,-73.906,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80338333,-73.90602333,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80331667,-73.90607,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80328,-73.90609333,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80319667,-73.90617,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80311667,-73.90625667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.803035,-73.90634667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80296167,-73.90642833,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.802895,-73.90650333,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80274667,-73.90665167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80267333,-73.906725,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.8026,-73.9068,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80252833,-73.90687333,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80245333,-73.90694833,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80237833,-73.90702,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80230833,-73.90709167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80225167,-73.90714667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.802215,-73.90718,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80219167,-73.907205,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80219167,-73.90729,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80221667,-73.90734333,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80225167,-73.90740333,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80229667,-73.90747,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80234333,-73.90754833,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.802395,-73.90763833,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80244667,-73.90773333,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80250333,-73.90783167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.802615,-73.90803167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80266833,-73.90812667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80271333,-73.90820333,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80275833,-73.90829,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80281167,-73.90837167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80283,-73.90840167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80285,-73.90844167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80287333,-73.90849167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80294,-73.908605,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80298,-73.90866833,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.803025,-73.90873667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80307167,-73.90881667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80312,-73.90890167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80317,-73.90898667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80322,-73.90907667,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80327167,-73.90917,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80332167,-73.909265,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80337667,-73.90936,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80343333,-73.909455,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80349,-73.90955167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80354833,-73.909645,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80359333,-73.90975333,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80364167,-73.90986,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80368833,-73.90996167,34.884617,3.0,3.1196582,2.0,1.0,1.0
40.80373333,-73.910065,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.803775,-73.91016667,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80381667,-73.91026833,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80385833,-73.91036667,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80390333,-73.910465,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.803945,-73.91056667,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80399,-73.91066667,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80403333,-73.91077,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80407667,-73.91087,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80416833,-73.91104333,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80421,-73.91112667,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.804245,-73.91121,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80427167,-73.91128667,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.804295,-73.911345,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80431167,-73.911385,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80432167,-73.91140667,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80437,-73.91156333,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.804385,-73.911605,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80441833,-73.91168667,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80443333,-73.91172667,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80448,-73.91183333,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80449833,-73.91187667,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.804515,-73.91191667,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80453333,-73.91195833,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80455333,-73.91200333,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80456833,-73.912045,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80457167,-73.91207333,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.8046,-73.91214333,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80461833,-73.91219333,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.804645,-73.912275,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80469833,-73.91236667,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.804735,-73.91245333,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.804785,-73.912545,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80482667,-73.91263,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.804865,-73.91271833,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80490833,-73.91281,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80495333,-73.91290833,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80500667,-73.91301333,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.805055,-73.91312,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80509833,-73.91322667,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80514167,-73.91332167,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80522667,-73.91352167,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.805275,-73.913625,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.805365,-73.913835,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80540667,-73.91393667,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.805445,-73.91403,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80548,-73.91411167,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80550667,-73.914175,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.805525,-73.91421167,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.805535,-73.91423333,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80557833,-73.91437,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80556833,-73.91442167,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80556,-73.914445,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80552333,-73.9145,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80547833,-73.91452667,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80542667,-73.91456333,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80536667,-73.91460167,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80530167,-73.91464667,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80523667,-73.91469667,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80517333,-73.91474167,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80511833,-73.91478167,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.805075,-73.91480667,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80498167,-73.91489167,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80494,-73.914925,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80488833,-73.91497167,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.804825,-73.91502333,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.804755,-73.91507667,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80467,-73.91513833,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80457833,-73.91521167,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80448833,-73.91528333,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80440167,-73.91535,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80413167,-73.91556,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80405,-73.915625,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80396833,-73.91569333,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.803895,-73.91576167,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80383,-73.91581333,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80378667,-73.91585333,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80376333,-73.91588,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80375167,-73.91591167,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80376667,-73.91602,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80379333,-73.91610167,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80383,-73.91619833,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80387667,-73.91630333,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80392,-73.91641167,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80396833,-73.916525,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80401667,-73.91664333,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80417333,-73.91703167,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80422333,-73.917165,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80427333,-73.917295,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80432333,-73.91742167,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80437167,-73.917545,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80442,-73.917665,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.804465,-73.91777333,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80450667,-73.91787167,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80454167,-73.91795833,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80456833,-73.91803333,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80459,-73.91809167,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.804605,-73.91813,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80464667,-73.91817167,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80466667,-73.91821667,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80469,-73.91826333,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80471333,-73.91831333,34.713604,1.0,2.8902147,2.0,1.0,1.0
40.80473667,-73.91836667,41.11257,3.0,3.1988304,2.0,1.0,1.0
40.80475667,-73.91842667,41.11257,3.0,3.1988304,2.0,1.0,1.0
40.80477667,-73.91848833,41.11257,3.0,3.1988304,2.0,1.0,1.0
40.80479333,-73.91855,41.11257,3.0,3.1988304,2.0,1.0,1.0
40.80480667,-73.91861167,41.11257,3.0,3.1988304,2.0,1.0,1.0
40.80480667,-73.91873167,41.11257,3.0,3.1988304,2.0,1.0,1.0
40.80479667,-73.91877,41.11257,3.0,3.1988304,2.0,1.0,1.0
40.804775,-73.91879833,41.11257,3.0,3.1988304,2.0,1.0,1.0
40.80475,-73.91882167,41.11257,3.0,3.1988304,2.0,1.0,1.0
