lat,long,var_res100,building_area_per_pixel_res100
40.80448833,-73.90665667,0.9718634,0.3977342
40.80445333,-73.90660667,0.9718634,0.3977342
40.80441167,-73.90655667,0.9718634,0.3977342
40.80436667,-73.90649,0.9718634,0.3977342
40.80432333,-73.906415,0.6832234,0.19857277
40.804275,-73.90633,0.949473,0.15333357
40.80422333,-73.90624167,0.949473,0.15333357
40.80412,-73.90606,0.949473,0.15333357
40.80407,-73.90597,0.949473,0.15333357
40.80394333,-73.90573333,0.949473,0.15333357
40.803915,-73.90568167,0.949473,0.15333357
40.80389167,-73.90563,0.949473,0.15333357
40.803875,-73.90562667,0.949473,0.15333357
40.80382333,-73.905605,0.949473,0.15333357
40.803785,-73.90562833,0.949473,0.15333357
40.80373833,-73.90566833,0.949473,0.15333357
40.80368667,-73.90572167,0.949473,0.15333357
40.80363333,-73.90577667,0.949473,0.15333357
40.80357833,-73.90583167,0.949473,0.15333357
40.80352833,-73.90588333,0.949473,0.15333357
40.80348333,-73.90592667,0.949473,0.15333357
40.80344333,-73.90596667,0.949473,0.15333357
40.80340833,-73.906,0.7643178,0.19040662
40.80338333,-73.90602333,0.7643178,0.19040662
40.80331667,-73.90607,0.7643178,0.19040662
40.80328,-73.90609333,0.7643178,0.19040662
40.80319667,-73.90617,0.7643178,0.19040662
40.80311667,-73.90625667,0.7643178,0.19040662
40.803035,-73.90634667,0.7643178,0.19040662
40.80296167,-73.90642833,0.7643178,0.19040662
40.802895,-73.90650333,0.9329946,0.45828825
40.80274667,-73.90665167,0.9329946,0.45828825
40.80267333,-73.906725,0.9329946,0.45828825
40.8026,-73.9068,0.9329946,0.45828825
40.80252833,-73.90687333,0.41242582,0.045910224
40.80245333,-73.90694833,0.41242582,0.045910224
40.80237833,-73.90702,0.41242582,0.045910224
40.80230833,-73.90709167,0.41242582,0.045910224
40.80225167,-73.90714667,0.41242582,0.045910224
40.802215,-73.90718,0.41242582,0.045910224
40.80219167,-73.907205,0.41242582,0.045910224
40.80219167,-73.90729,0.41242582,0.045910224
40.80221667,-73.90734333,0.5270405,0.21890698
40.80225167,-73.90740333,0.5270405,0.21890698
40.80229667,-73.90747,0.5270405,0.21890698
40.80234333,-73.90754833,0.5270405,0.21890698
40.802395,-73.90763833,0.5270405,0.21890698
40.80244667,-73.90773333,0.5270405,0.21890698
40.80250333,-73.90783167,0.5270405,0.21890698
40.802615,-73.90803167,0.68036366,0.5046315
40.80266833,-73.90812667,0.68036366,0.5046315
40.80271333,-73.90820333,0.68036366,0.5046315
40.80275833,-73.90829,0.4958786,0.3264256
40.80281167,-73.90837167,0.4958786,0.3264256
40.80283,-73.90840167,0.4958786,0.3264256
40.80285,-73.90844167,0.4958786,0.3264256
40.80287333,-73.90849167,0.4958786,0.3264256
40.80294,-73.908605,0.4958786,0.3264256
40.80298,-73.90866833,0.4958786,0.3264256
40.803025,-73.90873667,0.4958786,0.3264256
40.80307167,-73.90881667,0.4958786,0.3264256
40.80312,-73.90890167,0.4958786,0.3264256
40.80317,-73.90898667,0.4958786,0.3264256
40.80322,-73.90907667,0.4958786,0.3264256
40.80327167,-73.90917,0.5983529,0.26906037
40.80332167,-73.909265,0.5983529,0.26906037
40.80337667,-73.90936,0.5983529,0.26906037
40.80343333,-73.909455,0.38419858,0.2819121
40.80349,-73.90955167,0.38419858,0.2819121
40.80354833,-73.909645,0.38419858,0.2819121
40.80359333,-73.90975333,0.38419858,0.2819121
40.80364167,-73.90986,0.38419858,0.2819121
40.80368833,-73.90996167,0.38419858,0.2819121
40.80373333,-73.910065,0.39485294,0.38850817
40.803775,-73.91016667,0.39485294,0.38850817
40.80381667,-73.91026833,0.39485294,0.38850817
40.80385833,-73.91036667,0.39485294,0.38850817
40.80390333,-73.910465,0.39485294,0.38850817
40.803945,-73.91056667,0.39485294,0.38850817
40.80399,-73.91066667,0.39485294,0.38850817
40.80403333,-73.91077,0.39485294,0.38850817
40.80407667,-73.91087,0.39485294,0.38850817
40.80416833,-73.91104333,0.64099514,0.15150262
40.80421,-73.91112667,0.64099514,0.15150262
40.804245,-73.91121,0.64099514,0.15150262
40.80427167,-73.91128667,0.64099514,0.15150262
40.804295,-73.911345,0.64099514,0.15150262
40.80431167,-73.911385,0.64099514,0.15150262
40.80432167,-73.91140667,1.127662,0.067402914
40.80437,-73.91156333,1.127662,0.067402914
40.804385,-73.911605,1.127662,0.067402914
40.80441833,-73.91168667,1.127662,0.067402914
40.80443333,-73.91172667,1.127662,0.067402914
40.80448,-73.91183333,0.90194046,0.07198012
40.80449833,-73.91187667,0.90194046,0.07198012
40.804515,-73.91191667,0.90194046,0.07198012
40.80453333,-73.91195833,0.90194046,0.07198012
40.80455333,-73.91200333,0.90194046,0.07198012
40.80456833,-73.912045,0.90194046,0.07198012
40.80457167,-73.91207333,0.90194046,0.07198012
40.8046,-73.91214333,0.90194046,0.07198012
40.80461833,-73.91219333,0.90194046,0.07198012
40.804645,-73.912275,0.90194046,0.07198012
40.80469833,-73.91236667,0.90194046,0.07198012
40.804735,-73.91245333,0.90194046,0.07198012
40.804785,-73.912545,0.90194046,0.07198012
40.80482667,-73.91263,0.90194046,0.07198012
40.804865,-73.91271833,1.5016217,0.18483472
40.80490833,-73.91281,1.5016217,0.18483472
40.80495333,-73.91290833,1.5016217,0.18483472
40.80500667,-73.91301333,1.5016217,0.18483472
40.805055,-73.91312,1.5016217,0.18483472
40.80509833,-73.91322667,1.5016217,0.18483472
40.80514167,-73.91332167,1.5016217,0.18483472
40.80522667,-73.91352167,1.3078822,0.25384957
40.805275,-73.913625,0.7820243,0.2428223
40.805365,-73.913835,0.7820243,0.2428223
40.80540667,-73.91393667,0.7820243,0.2428223
40.805445,-73.91403,0.7820243,0.2428223
40.80548,-73.91411167,0.7820243,0.2428223
40.80550667,-73.914175,0.7820243,0.2428223
40.805525,-73.91421167,0.7820243,0.2428223
40.805535,-73.91423333,0.7820243,0.2428223
40.80557833,-73.91437,0.7820243,0.2428223
40.80556833,-73.91442167,0.7820243,0.2428223
40.80556,-73.914445,0.7820243,0.2428223
40.80552333,-73.9145,1.2326272,0.22228709
40.80547833,-73.91452667,1.2326272,0.22228709
40.80542667,-73.91456333,1.2326272,0.22228709
40.80536667,-73.91460167,1.2326272,0.22228709
40.80530167,-73.91464667,1.2326272,0.22228709
40.80523667,-73.91469667,1.2326272,0.22228709
40.80517333,-73.91474167,1.0145173,0.16279761
40.80511833,-73.91478167,1.0145173,0.16279761
40.805075,-73.91480667,1.0145173,0.16279761
40.80498167,-73.91489167,1.0145173,0.16279761
40.80494,-73.914925,1.0145173,0.16279761
40.80488833,-73.91497167,1.0145173,0.16279761
40.804825,-73.91502333,1.0145173,0.16279761
40.804755,-73.91507667,1.0145173,0.16279761
40.80467,-73.91513833,1.0145173,0.16279761
40.80457833,-73.91521167,1.0145173,0.16279761
40.80448833,-73.91528333,1.0145173,0.16279761
40.80440167,-73.91535,1.0145173,0.16279761
40.80413167,-73.91556,2.8502688,0.09484493
40.80405,-73.915625,2.8502688,0.09484493
40.80396833,-73.91569333,2.8502688,0.09484493
40.803895,-73.91576167,2.8502688,0.09484493
40.80383,-73.91581333,2.8502688,0.09484493
40.80378667,-73.91585333,2.8502688,0.09484493
40.80376333,-73.91588,2.8502688,0.09484493
40.80375167,-73.91591167,2.8502688,0.09484493
40.80376667,-73.91602,2.8502688,0.09484493
40.80379333,-73.91610167,2.8502688,0.09484493
40.80383,-73.91619833,2.8502688,0.09484493
40.80387667,-73.91630333,4.4473186,0.00010734083
40.80392,-73.91641167,4.4473186,0.00010734083
40.80396833,-73.916525,4.4473186,0.00010734083
40.80401667,-73.91664333,4.4473186,0.00010734083
40.80417333,-73.91703167,4.4473186,0.00010734083
40.80422333,-73.917165,0.0,0.0
40.80427333,-73.917295,0.0,0.0
40.80432333,-73.91742167,3.6451435,0.053606477
40.80437167,-73.917545,3.6451435,0.053606477
40.80442,-73.917665,3.6451435,0.053606477
40.804465,-73.91777333,3.6451435,0.053606477
40.80450667,-73.91787167,3.6451435,0.053606477
40.80454167,-73.91795833,3.6451435,0.053606477
40.80456833,-73.91803333,3.6451435,0.053606477
40.80459,-73.91809167,3.4769151,0.07193826
40.804605,-73.91813,3.4769151,0.07193826
40.80464667,-73.91817167,3.4769151,0.07193826
40.80466667,-73.91821667,3.4769151,0.07193826
40.80469,-73.91826333,3.4769151,0.07193826
40.80471333,-73.91831333,3.4769151,0.07193826
40.80473667,-73.91836667,3.4769151,0.07193826
40.80475667,-73.91842667,3.4769151,0.07193826
40.80477667,-73.91848833,3.4769151,0.07193826
40.80479333,-73.91855,3.4769151,0.07193826
40.80480667,-73.91861167,3.4769151,0.07193826
40.80480667,-73.91873167,3.4769151,0.07193826
40.80479667,-73.91877,3.4769151,0.07193826
40.804775,-73.91879833,3.4769151,0.07193826
40.80475,-73.91882167,3.4769151,0.07193826
40.80472667,-73.91884,3.4769151,0.07193826
40.80469,-73.91885667,3.4769151,0.07193826
40.80467667,-73.91885833,3.4769151,0.07193826
40.80465,-73.91886667,3.4769151,0.07193826
40.804585,-73.91888667,3.4769151,0.07193826
40.80453,-73.91890333,3.4769151,0.07193826
40.80437833,-73.91896,1.0902754,0.0056743086
40.80431,-73.91901333,0.8065021,0.25448078
40.80436667,-73.91925333,1.0902754,0.0056743086
40.80433333,-73.91928333,1.0902754,0.0056743086
40.80428833,-73.919295,0.8065021,0.25448078
40.80417,-73.919355,0.8065021,0.25448078
40.80410333,-73.91938833,0.8065021,0.25448078
40.80402833,-73.919435,0.8065021,0.25448078
40.80400833,-73.91945333,0.8065021,0.25448078
40.80391667,-73.91954167,0.8065021,0.25448078
40.80387,-73.91958167,0.8065021,0.25448078
40.80382,-73.919625,0.8065021,0.25448078
40.80377333,-73.91965833,0.8065021,0.25448078
40.80373333,-73.91969167,0.8065021,0.25448078
40.80370167,-73.91973167,0.8065021,0.25448078
40.80368333,-73.91977167,0.8065021,0.25448078
40.80371833,-73.91994333,0.67807406,0.2323526
40.80374667,-73.92001833,0.67807406,0.2323526
40.803775,-73.92010667,0.67807406,0.2323526
40.80385333,-73.92030667,0.67807406,0.2323526
40.80394833,-73.920525,0.67807406,0.2323526
40.80399333,-73.92064,0.67807406,0.2323526
40.80408,-73.92086167,0.5303791,0.12493298
40.80412667,-73.92096167,0.5303791,0.12493298
40.80416667,-73.92105167,0.5303791,0.12493298
40.80420167,-73.92113167,0.5303791,0.12493298
40.80427667,-73.92132333,0.5303791,0.12493298
40.80429667,-73.92137167,0.5303791,0.12493298
40.80432667,-73.92143833,0.6201533,0.27195668
40.80436167,-73.92151167,0.6201533,0.27195668
40.80439667,-73.92159333,0.6201533,0.27195668
40.80443667,-73.921685,0.87266433,0.1911761
40.80448,-73.92178167,0.87266433,0.1911761
40.80456667,-73.92198667,0.87266433,0.1911761
40.80461,-73.92209,0.87266433,0.1911761
40.804655,-73.922195,0.87266433,0.1911761
40.80469833,-73.9223,0.87266433,0.1911761
40.80474333,-73.92240667,0.87266433,0.1911761
40.80478833,-73.922515,0.93202144,0.26015833
40.804835,-73.92262833,0.93202144,0.26015833
40.80492833,-73.92285833,0.93202144,0.26015833
40.80497,-73.92297167,0.93202144,0.26015833
40.80501167,-73.92308,0.93202144,0.26015833
40.805055,-73.92318167,0.93202144,0.26015833
40.80515167,-73.923385,0.93202144,0.26015833
40.80520167,-73.92349167,0.0,0.0
40.80524667,-73.92360167,0.6043558,0.23774448
40.805295,-73.92371,0.6043558,0.23774448
40.80539,-73.92392167,0.6043558,0.23774448
40.80543667,-73.92403,0.6043558,0.23774448
40.80548,-73.92413667,0.6043558,0.23774448
40.805525,-73.92424333,0.6043558,0.23774448
40.80557,-73.92434833,0.957072,0.033435613
40.80561667,-73.92445833,0.957072,0.033435613
40.80566167,-73.924565,0.957072,0.033435613
40.80570167,-73.92465833,0.957072,0.033435613
40.80573333,-73.92473667,0.957072,0.033435613
40.80575833,-73.9248,0.957072,0.033435613
40.805775,-73.92484667,0.957072,0.033435613
40.80579,-73.92488167,0.957072,0.033435613
40.80580167,-73.92491,0.957072,0.033435613
40.80581333,-73.92493333,0.957072,0.033435613
40.80585,-73.92506833,0.957072,0.033435613
40.80589167,-73.92520667,3.0021038,0.24025543
40.80594167,-73.92524667,3.0021038,0.24025543
40.80596833,-73.92531333,3.0021038,0.24025543
40.80599167,-73.92536,3.0021038,0.24025543
40.80614,-73.92578333,0.7607143,0.049301002
40.80615333,-73.92582167,0.7607143,0.049301002
40.80618167,-73.92590333,0.7607143,0.049301002
40.80619167,-73.92594167,0.7607143,0.049301002
40.80620333,-73.92597833,0.7607143,0.049301002
40.80621333,-73.92601167,0.7607143,0.049301002
40.806225,-73.92603833,0.7607143,0.049301002
40.80624,-73.926065,0.7607143,0.049301002
40.80625,-73.926095,0.9032435,0.20867573
40.806265,-73.92612667,0.9032435,0.20867573
40.80629167,-73.92619333,0.9032435,0.20867573
40.80630167,-73.92623,0.9032435,0.20867573
40.80631667,-73.926265,0.9032435,0.20867573
40.80633,-73.92630333,0.9032435,0.20867573
40.80635,-73.92634,0.9032435,0.20867573
40.806365,-73.92638,0.9032435,0.20867573
40.80638333,-73.92641667,0.9032435,0.20867573
40.80639333,-73.92645333,0.9032435,0.20867573
40.80640667,-73.92648667,0.9032435,0.20867573
40.80641333,-73.92652167,0.9032435,0.20867573
40.80642333,-73.92654833,0.9032435,0.20867573
40.806435,-73.92657667,0.9032435,0.20867573
40.80644833,-73.926605,0.9032435,0.20867573
40.80646167,-73.92663,0.9032435,0.20867573
40.806495,-73.92664333,0.9032435,0.20867573
40.80659833,-73.92671833,0.9032435,0.20867573
40.80661333,-73.92674833,0.9032435,0.20867573
40.80663333,-73.92679167,0.9032435,0.20867573
40.80665667,-73.92684667,0.9032435,0.20867573
40.806685,-73.92690667,0.9032435,0.20867573
40.80674333,-73.92704167,0.83717555,0.048790757
40.80677333,-73.92711333,0.83717555,0.048790757
40.80680333,-73.92719,0.83717555,0.048790757
40.80684333,-73.92727333,0.83717555,0.048790757
40.806885,-73.92736167,0.83717555,0.048790757
40.80692833,-73.92745333,0.83717555,0.048790757
40.80697,-73.92754667,0.83717555,0.048790757
40.807015,-73.92765333,1.104806,0.17556176
40.807105,-73.92789167,0.8822029,0.1921847
40.80715167,-73.928015,0.8822029,0.1921847
40.80720167,-73.92813667,0.8822029,0.1921847
40.80734167,-73.92849167,0.8822029,0.1921847
40.80738667,-73.92860333,0.8822029,0.1921847
40.80743667,-73.92871667,0.8822029,0.1921847
40.807485,-73.92882833,1.3089612,0.21278094
40.80753333,-73.92894,1.3089612,0.21278094
40.807575,-73.92904667,1.3089612,0.21278094
40.807615,-73.92914667,1.3089612,0.21278094
40.80765,-73.929235,1.3089612,0.21278094
40.80767833,-73.92931333,1.3089612,0.21278094
40.80769833,-73.92938333,1.3089612,0.21278094
40.80772667,-73.92942833,1.3089612,0.21278094
40.80777333,-73.92943167,1.3089612,0.21278094
40.80781833,-73.92942333,1.3089612,0.21278094
40.80786833,-73.92940667,1.3089612,0.21278094
40.80792167,-73.929375,0.77117336,0.25314808
40.80798,-73.92933,0.77117336,0.25314808
40.808045,-73.92927667,0.77117336,0.25314808
40.80811333,-73.92922,0.77117336,0.25314808
40.80823667,-73.929115,0.77117336,0.25314808
40.808295,-73.92906667,0.77117336,0.25314808
40.80834833,-73.92902667,0.77117336,0.25314808
40.80839833,-73.92898833,0.77117336,0.25314808
40.80844333,-73.92895,0.77117336,0.25314808
40.80848333,-73.92892333,0.77117336,0.25314808
40.80851167,-73.92890667,0.77117336,0.25314808
40.808535,-73.92889,0.77117336,0.25314808
40.80855833,-73.92887167,0.77117336,0.25314808
40.808615,-73.92883333,0.77117336,0.25314808
40.80865,-73.92881333,0.77117336,0.25314808
40.80868667,-73.92879,0.77117336,0.25314808
40.808725,-73.92876,0.77117336,0.25314808
40.80875833,-73.92873167,2.3315723,0.00087146
40.80878,-73.92871333,0.5947303,0.10303165
40.808945,-73.92870167,0.5947303,0.10303165
40.80916,-73.92889333,0.868983,0.15955819
40.80921833,-73.92895667,0.868983,0.15955819
40.80928,-73.92902667,0.868983,0.15955819
40.80934333,-73.92909833,0.868983,0.15955819
40.80940833,-73.929165,0.868983,0.15955819
40.80946833,-73.92924,0.868983,0.15955819
40.80953333,-73.92931167,0.868983,0.15955819
40.809595,-73.92939,0.868983,0.15955819
40.80965667,-73.92947167,0.868983,0.15955819
40.80972,-73.92955667,0.6639102,0.275512
40.80985667,-73.92972667,1.1705315,0.06725741
40.80992333,-73.929815,1.1705315,0.06725741
40.809995,-73.92990333,1.1705315,0.06725741
40.81013833,-73.93008167,1.1705315,0.06725741
40.81020833,-73.930175,1.1705315,0.06725741
40.81028,-73.93026833,1.1705315,0.06725741
40.81035167,-73.93036167,1.1705315,0.06725741
40.81042667,-73.93046,1.1705315,0.06725741
40.8105,-73.930555,1.060606,9.55124e-05
40.81057333,-73.93064833,1.01642,0.123946615
40.81064833,-73.93073,1.01642,0.123946615
40.81072667,-73.93080333,1.01642,0.123946615
40.810895,-73.93093167,1.01642,0.123946615
40.81098667,-73.93099167,1.01642,0.123946615
40.81107667,-73.93105167,1.01642,0.123946615
40.81117,-73.93110333,1.01642,0.123946615
40.811265,-73.931135,1.01642,0.123946615
40.81136333,-73.93114,1.01642,0.123946615
40.81145667,-73.93114,0.9792391,0.01842471
40.81154833,-73.93112667,0.9792391,0.01842471
40.81162333,-73.9311,0.9792391,0.01842471
40.81169333,-73.93104833,0.9792391,0.01842471
40.81176167,-73.93097167,0.9792391,0.01842471
40.811825,-73.930875,0.9792391,0.01842471
40.81188833,-73.93076667,0.9792391,0.01842471
40.811945,-73.93065,0.9792391,0.01842471
40.81199667,-73.93053333,0.6854913,0.22029877
40.812045,-73.93042,0.6854913,0.22029877
40.81209333,-73.93031,0.6854913,0.22029877
40.81214,-73.93020667,0.6854913,0.22029877
40.812185,-73.93011333,0.6854913,0.22029877
40.81222833,-73.93002833,0.6854913,0.22029877
40.81226833,-73.92995333,0.6854913,0.22029877
40.81230333,-73.92989167,0.6854913,0.22029877
40.812355,-73.9298,0.0,0.0
40.81237833,-73.929755,0.0,0.0
40.81240667,-73.92971,0.0,0.0
40.81245667,-73.92962333,0.5395934,0.076194204
40.81248,-73.929575,0.5395934,0.076194204
40.81250667,-73.92952667,0.5395934,0.076194204
40.81253333,-73.92948333,0.5395934,0.076194204
40.81259333,-73.92942333,0.5395934,0.076194204
40.81262667,-73.92941,0.5395934,0.076194204
40.81266,-73.92941,0.5395934,0.076194204
40.81269667,-73.92942667,0.5395934,0.076194204
40.81273,-73.929465,0.5395934,0.076194204
40.81276,-73.92950833,0.5395934,0.076194204
40.81279833,-73.92955,0.5395934,0.076194204
40.81284,-73.92958167,0.5395934,0.076194204
40.81296667,-73.92971667,0.0,0.0
40.81303167,-73.92978833,0.0,0.0
40.813085,-73.929845,0.0,0.0
40.81312333,-73.92989167,0.0,0.0
40.81315,-73.92992833,0.0,0.0
40.81341833,-73.930185,0.0,0.0
40.81345167,-73.93022,0.0,0.0
40.81346667,-73.93025,0.0,0.0
40.81348,-73.93027833,0.0,0.0
40.81349333,-73.93031333,0.0,0.0
40.81350833,-73.93035333,0.0,0.0
40.81354833,-73.93044667,0.0,0.0
40.813565,-73.93049,0.0,0.0
40.81359833,-73.93057667,0.0,0.0
40.813615,-73.93061667,0.0,0.0
40.813655,-73.930715,0.0,0.0
40.81368333,-73.93075833,0.0,0.0
40.81371833,-73.93080167,0.0,0.0
