lat,long,surface_elevation_res100
40.80294,-73.908605,7.5701375
40.80298,-73.90866833,7.5701375
40.803025,-73.90873667,7.5701375
40.80307167,-73.90881667,7.5701375
40.80312,-73.90890167,7.5701375
40.80317,-73.90898667,7.5701375
40.80322,-73.90907667,7.5701375
40.80327167,-73.90917,7.4765
40.80332167,-73.909265,7.4765
40.80337667,-73.90936,7.4765
40.80343333,-73.909455,8.159757
40.80349,-73.90955167,8.159757
40.80354833,-73.909645,8.159757
40.80359333,-73.90975333,8.159757
40.80364167,-73.90986,8.159757
40.80368833,-73.90996167,8.159757
40.80373333,-73.910065,16.72861
40.803775,-73.91016667,16.72861
40.80381667,-73.91026833,16.72861
40.80385833,-73.91036667,16.72861
40.80390333,-73.910465,16.72861
40.803945,-73.91056667,16.72861
40.80399,-73.91066667,16.72861
40.80403333,-73.91077,16.72861
40.80407667,-73.91087,16.72861
40.80416833,-73.91104333,24.377195
40.80421,-73.91112667,24.377195
40.804245,-73.91121,24.377195
40.80427167,-73.91128667,24.377195
40.804295,-73.911345,24.377195
40.80431167,-73.911385,24.377195
40.80432167,-73.91140667,42.51076
40.80437,-73.91156333,42.51076
40.804385,-73.911605,42.51076
40.80441833,-73.91168667,42.51076
40.80443333,-73.91172667,42.51076
40.80448,-73.91183333,44.71141
40.80449833,-73.91187667,44.71141
40.804515,-73.91191667,44.71141
40.80453333,-73.91195833,44.71141
40.80455333,-73.91200333,44.71141
40.80456833,-73.912045,44.71141
40.80457167,-73.91207333,44.71141
40.8046,-73.91214333,44.71141
40.80461833,-73.91219333,44.71141
40.804645,-73.912275,44.71141
40.80469833,-73.91236667,44.71141
40.804735,-73.91245333,44.71141
40.804785,-73.912545,44.71141
40.80482667,-73.91263,44.71141
40.804865,-73.91271833,42.49344
40.80490833,-73.91281,42.49344
40.80495333,-73.91290833,42.49344
40.80500667,-73.91301333,42.49344
40.805055,-73.91312,42.49344
40.80509833,-73.91322667,42.49344
40.80514167,-73.91332167,42.49344
40.80522667,-73.91352167,57.796837
40.805275,-73.913625,57.424755
40.805365,-73.913835,57.424755
40.80540667,-73.91393667,57.424755
40.805445,-73.91403,57.424755
40.80548,-73.91411167,57.424755
40.80550667,-73.914175,57.424755
40.805525,-73.91421167,57.424755
40.805535,-73.91423333,57.424755
40.80557833,-73.91437,57.424755
40.80556833,-73.91442167,57.424755
40.80556,-73.914445,57.424755
40.80552333,-73.9145,54.286644
40.80547833,-73.91452667,54.286644
40.80542667,-73.91456333,54.286644
40.80536667,-73.91460167,54.286644
40.80530167,-73.91464667,54.286644
40.80523667,-73.91469667,54.286644
40.80517333,-73.91474167,47.4619
40.80511833,-73.91478167,47.4619
40.805075,-73.91480667,47.4619
40.80498167,-73.91489167,47.4619
40.80494,-73.914925,47.4619
40.80488833,-73.91497167,47.4619
40.804825,-73.91502333,47.4619
40.804755,-73.91507667,47.4619
40.80467,-73.91513833,47.4619
40.80457833,-73.91521167,47.4619
40.80448833,-73.91528333,47.4619
40.80440167,-73.91535,47.4619
40.80413167,-73.91556,38.2082
40.80405,-73.915625,38.2082
40.80396833,-73.91569333,38.2082
40.803895,-73.91576167,38.2082
40.80383,-73.91581333,38.2082
40.80378667,-73.91585333,38.2082
40.80376333,-73.91588,38.2082
40.80375167,-73.91591167,38.2082
40.80376667,-73.91602,38.2082
40.80379333,-73.91610167,38.2082
40.80383,-73.91619833,38.2082
40.80387667,-73.91630333,46.6744
40.80392,-73.91641167,46.6744
40.80396833,-73.916525,46.6744
40.80401667,-73.91664333,46.6744
40.80417333,-73.91703167,46.6744
40.80422333,-73.917165,42.84256
40.80427333,-73.917295,42.84256
40.80432333,-73.91742167,28.896675
40.80437167,-73.917545,28.896675
40.80442,-73.917665,28.896675
40.804465,-73.91777333,28.896675
40.80450667,-73.91787167,28.896675
40.80454167,-73.91795833,28.896675
40.80456833,-73.91803333,28.896675
40.80459,-73.91809167,21.908003
40.804605,-73.91813,21.908003
40.80464667,-73.91817167,21.908003
40.80466667,-73.91821667,21.908003
40.80469,-73.91826333,21.908003
40.80471333,-73.91831333,21.908003
40.80473667,-73.91836667,21.908003
40.80475667,-73.91842667,21.908003
40.80477667,-73.91848833,21.908003
40.80479333,-73.91855,21.908003
40.80480667,-73.91861167,21.908003
40.80480667,-73.91873167,21.908003
40.80479667,-73.91877,21.908003
40.804775,-73.91879833,21.908003
40.80475,-73.91882167,21.908003
40.80472667,-73.91884,21.908003
40.80469,-73.91885667,21.908003
40.80467667,-73.91885833,21.908003
40.80465,-73.91886667,21.908003
40.804585,-73.91888667,21.908003
40.80453,-73.91890333,21.908003
40.80437833,-73.91896,30.777338
40.80431,-73.91901333,11.494446
40.80436667,-73.91925333,30.777338
40.80433333,-73.91928333,30.777338
40.80428833,-73.919295,11.494446
40.80417,-73.919355,11.494446
40.80410333,-73.91938833,11.494446
40.80402833,-73.919435,11.494446
40.80400833,-73.91945333,11.494446
40.80391667,-73.91954167,11.494446
40.80387,-73.91958167,11.494446
40.80382,-73.919625,11.494446
40.80377333,-73.91965833,11.494446
40.80373333,-73.91969167,11.494446
40.80370167,-73.91973167,11.494446
40.80368333,-73.91977167,11.494446
40.80371833,-73.91994333,11.689233
40.80374667,-73.92001833,11.689233
40.803775,-73.92010667,11.689233
40.80385333,-73.92030667,11.689233
40.80394833,-73.920525,11.689233
40.80399333,-73.92064,11.689233
40.80408,-73.92086167,13.638437
40.80412667,-73.92096167,13.638437
40.80416667,-73.92105167,13.638437
40.80420167,-73.92113167,13.638437
40.80427667,-73.92132333,13.638437
40.80429667,-73.92137167,13.638437
40.80432667,-73.92143833,14.645701
40.80436167,-73.92151167,14.645701
40.80439667,-73.92159333,14.645701
40.80443667,-73.921685,21.31344
40.80448,-73.92178167,21.31344
40.80456667,-73.92198667,21.31344
40.80461,-73.92209,21.31344
40.804655,-73.922195,21.31344
40.80469833,-73.9223,21.31344
40.80474333,-73.92240667,21.31344
40.80478833,-73.922515,23.102743
40.804835,-73.92262833,23.102743
40.80492833,-73.92285833,23.102743
40.80497,-73.92297167,23.102743
40.80501167,-73.92308,23.102743
40.805055,-73.92318167,23.102743
40.80515167,-73.923385,23.102743
40.80520167,-73.92349167,32.032215
40.80524667,-73.92360167,26.883987
40.805295,-73.92371,26.883987
40.80539,-73.92392167,26.883987
40.80543667,-73.92403,26.883987
40.80548,-73.92413667,26.883987
40.805525,-73.92424333,26.883987
40.80557,-73.92434833,27.427504
40.80561667,-73.92445833,27.427504
40.80566167,-73.924565,27.427504
40.80570167,-73.92465833,27.427504
40.80573333,-73.92473667,27.427504
40.80575833,-73.9248,27.427504
40.805775,-73.92484667,27.427504
40.80579,-73.92488167,27.427504
40.80580167,-73.92491,27.427504
40.80581333,-73.92493333,27.427504
40.80585,-73.92506833,27.427504
40.80589167,-73.92520667,35.54124
40.80594167,-73.92524667,35.54124
40.80596833,-73.92531333,35.54124
40.80599167,-73.92536,35.54124
40.80614,-73.92578333,26.161602
40.80615333,-73.92582167,26.161602
40.80618167,-73.92590333,26.161602
40.80619167,-73.92594167,26.161602
40.80620333,-73.92597833,26.161602
40.80621333,-73.92601167,26.161602
40.806225,-73.92603833,26.161602
40.80624,-73.926065,26.161602
40.80625,-73.926095,15.4164295
40.806265,-73.92612667,15.4164295
40.80629167,-73.92619333,15.4164295
40.80630167,-73.92623,15.4164295
40.80631667,-73.926265,15.4164295
40.80633,-73.92630333,15.4164295
40.80635,-73.92634,15.4164295
40.806365,-73.92638,15.4164295
40.80638333,-73.92641667,15.4164295
40.80639333,-73.92645333,15.4164295
40.80640667,-73.92648667,15.4164295
40.80641333,-73.92652167,15.4164295
40.80642333,-73.92654833,15.4164295
40.806435,-73.92657667,15.4164295
40.80644833,-73.926605,15.4164295
40.80646167,-73.92663,15.4164295
40.806495,-73.92664333,15.4164295
40.80659833,-73.92671833,15.4164295
40.80661333,-73.92674833,15.4164295
40.80663333,-73.92679167,15.4164295
40.80665667,-73.92684667,15.4164295
40.806685,-73.92690667,15.4164295
40.80674333,-73.92704167,10.0233
40.80677333,-73.92711333,10.0233
40.80680333,-73.92719,10.0233
40.80684333,-73.92727333,10.0233
40.806885,-73.92736167,10.0233
40.80692833,-73.92745333,10.0233
40.80697,-73.92754667,10.0233
40.807015,-73.92765333,18.449047
40.807105,-73.92789167,8.288144
40.80715167,-73.928015,8.288144
40.80720167,-73.92813667,8.288144
40.80734167,-73.92849167,8.288144
40.80738667,-73.92860333,8.288144
40.80743667,-73.92871667,8.288144
40.807485,-73.92882833,6.3357825
40.80753333,-73.92894,6.3357825
40.807575,-73.92904667,6.3357825
40.807615,-73.92914667,6.3357825
40.80765,-73.929235,6.3357825
40.80767833,-73.92931333,6.3357825
40.80769833,-73.92938333,6.3357825
40.80772667,-73.92942833,6.3357825
40.80777333,-73.92943167,6.3357825
40.80781833,-73.92942333,6.3357825
40.80786833,-73.92940667,6.3357825
40.80792167,-73.929375,9.700894
40.80798,-73.92933,9.700894
40.808045,-73.92927667,9.700894
40.80811333,-73.92922,9.700894
40.80823667,-73.929115,9.700894
40.808295,-73.92906667,9.700894
40.80834833,-73.92902667,9.700894
40.80839833,-73.92898833,9.700894
40.80844333,-73.92895,9.700894
40.80848333,-73.92892333,9.700894
40.80851167,-73.92890667,9.700894
40.808535,-73.92889,9.700894
40.80855833,-73.92887167,9.700894
40.808615,-73.92883333,9.700894
40.80865,-73.92881333,9.700894
40.80868667,-73.92879,9.700894
40.808725,-73.92876,9.700894
40.80875833,-73.92873167,21.909103
40.80878,-73.92871333,11.309371
40.808945,-73.92870167,11.309371
40.80916,-73.92889333,14.777465
40.80921833,-73.92895667,14.777465
40.80928,-73.92902667,14.777465
40.80934333,-73.92909833,14.777465
40.80940833,-73.929165,14.777465
40.80946833,-73.92924,14.777465
40.80953333,-73.92931167,14.777465
40.809595,-73.92939,14.777465
40.80965667,-73.92947167,14.777465
40.80972,-73.92955667,9.818709
40.80985667,-73.92972667,15.006391
40.80992333,-73.929815,15.006391
40.809995,-73.92990333,15.006391
40.81013833,-73.93008167,15.006391
40.81020833,-73.930175,15.006391
40.81028,-73.93026833,15.006391
40.81035167,-73.93036167,15.006391
40.81042667,-73.93046,15.006391
40.8105,-73.930555,14.0281105
40.81057333,-73.93064833,12.01667
40.81064833,-73.93073,12.01667
40.81072667,-73.93080333,12.01667
40.810895,-73.93093167,12.01667
40.81098667,-73.93099167,12.01667
40.81107667,-73.93105167,12.01667
40.81117,-73.93110333,12.01667
40.811265,-73.931135,12.01667
40.81136333,-73.93114,12.01667
40.81145667,-73.93114,8.1865425
40.81154833,-73.93112667,8.1865425
40.81162333,-73.9311,8.1865425
40.81169333,-73.93104833,8.1865425
40.81176167,-73.93097167,8.1865425
40.811825,-73.930875,8.1865425
40.81188833,-73.93076667,8.1865425
40.811945,-73.93065,8.1865425
40.81199667,-73.93053333,11.4156885
40.812045,-73.93042,11.4156885
40.81209333,-73.93031,11.4156885
40.81214,-73.93020667,11.4156885
40.812185,-73.93011333,11.4156885
40.81222833,-73.93002833,11.4156885
40.81226833,-73.92995333,11.4156885
40.81230333,-73.92989167,11.4156885
40.812355,-73.9298,14.536938
40.81237833,-73.929755,14.536938
40.81240667,-73.92971,14.536938
40.81245667,-73.92962333,9.164097
40.81248,-73.929575,9.164097
40.81250667,-73.92952667,9.164097
40.81253333,-73.92948333,9.164097
40.81259333,-73.92942333,9.164097
40.81262667,-73.92941,9.164097
40.81266,-73.92941,9.164097
40.81269667,-73.92942667,9.164097
40.81273,-73.929465,9.164097
40.81276,-73.92950833,9.164097
40.81279833,-73.92955,9.164097
40.81284,-73.92958167,9.164097
40.81296667,-73.92971667,14.536938
40.81303167,-73.92978833,14.536938
40.813085,-73.929845,14.536938
40.81312333,-73.92989167,14.536938
40.81315,-73.92992833,14.536938
40.81341833,-73.930185,22.784985
40.81345167,-73.93022,22.784985
40.81346667,-73.93025,22.784985
40.81348,-73.93027833,22.784985
40.81349333,-73.93031333,22.784985
40.81350833,-73.93035333,22.784985
40.81354833,-73.93044667,22.784985
40.813565,-73.93049,22.784985
40.81359833,-73.93057667,17.977318
40.813615,-73.93061667,17.977318
40.813655,-73.930715,17.977318
40.81368333,-73.93075833,17.977318
40.81371833,-73.93080167,17.977318
40.81376167,-73.93083333,17.977318
40.813815,-73.93085,17.977318
40.81387667,-73.93085333,17.977318
40.81402833,-73.930825,17.977318
40.81411333,-73.930795,16.02718
40.81437833,-73.9307,16.02718
40.814475,-73.93066333,16.02718
40.81457833,-73.93062833,16.02718
40.81468167,-73.93060333,16.02718
40.81478667,-73.93059167,16.02718
40.81489333,-73.930585,16.02718
40.81499333,-73.93058333,16.02718
40.81508833,-73.93058333,21.15563
40.81517667,-73.93058333,21.15563
40.81535333,-73.93057833,21.15563
40.81544333,-73.930575,21.15563
40.81561667,-73.93055333,21.15563
40.81572333,-73.93053667,21.15563
40.81583333,-73.930525,29.551258
40.81593667,-73.93048833,20.55503
40.81602167,-73.93045333,20.55503
40.81611333,-73.930395,20.55503
40.81619333,-73.93036,20.55503
40.81624667,-73.930335,20.55503
40.81630333,-73.93032667,20.55503
40.816355,-73.93031833,20.55503
40.81645,-73.93029833,20.55503
40.8165,-73.93028667,20.55503
40.816545,-73.93027167,20.55503
40.81658667,-73.93025167,20.55503
40.81662167,-73.93023167,20.55503
40.81664333,-73.93021167,20.55503
40.816665,-73.93021167,20.55503
40.81667833,-73.93021,20.55503
40.81672667,-73.93019,20.55503
40.81674833,-73.93017333,20.55503
40.81682667,-73.93013,20.164398
40.81686833,-73.93010667,20.164398
40.816915,-73.93010667,20.164398
40.81700667,-73.93005667,20.164398
40.81706,-73.930025,20.164398
40.81712167,-73.92999667,20.164398
40.81719,-73.929965,20.164398
40.81732,-73.9299,20.164398
40.81737833,-73.92986833,20.164398
40.81743167,-73.92984,20.164398
40.81748167,-73.92981167,20.164398
40.81758,-73.92973333,20.164398
40.81762,-73.92971667,20.164398
40.81773833,-73.92967333,18.304815
40.817805,-73.92964833,18.304815
40.81787333,-73.92962,19.386494
40.81794333,-73.92959167,19.386494
40.818015,-73.92956667,19.386494
40.81808333,-73.92953833,19.386494
40.818155,-73.92951,19.386494
40.81822333,-73.929485,19.386494
40.81835,-73.92944333,19.386494
40.8184,-73.92942333,19.386494
40.818435,-73.92941833,19.386494
40.81851333,-73.929435,19.386494
40.81856333,-73.92941833,18.195246
40.81862,-73.92940167,18.195246
40.81868167,-73.92938667,18.195246
40.81880333,-73.92934,18.195246
40.81886,-73.92931167,18.195246
40.81891167,-73.92928167,18.195246
40.81896667,-73.92925667,18.195246
40.81903,-73.92923333,18.195246
40.819095,-73.92921167,18.195246
40.81916333,-73.92918167,18.195246
40.819235,-73.92915,18.195246
40.81930833,-73.92911667,18.195246
40.81946333,-73.92904833,20.018759
40.81955,-73.92901333,20.018759
40.81963833,-73.92897833,20.018759
40.819725,-73.92894333,20.018759
40.819815,-73.92891167,20.018759
40.8199,-73.92888167,20.018759
40.81998333,-73.92884333,20.018759
40.820065,-73.92880667,20.018759
40.82014833,-73.92877333,20.018759
40.82023333,-73.92874,32.788803
40.82031333,-73.92870667,32.788803
40.82038833,-73.92867667,24.233065
40.82045,-73.92865167,24.233065
40.8205,-73.92862833,24.233065
40.82053667,-73.92861167,24.233065
40.820575,-73.92859667,24.233065
40.820625,-73.92858,24.233065
40.82068333,-73.92856833,24.233065
40.820745,-73.92855167,24.233065
40.820815,-73.92852667,24.233065
40.82088167,-73.92849167,24.233065
40.82094833,-73.92845833,24.233065
40.82101333,-73.92843,24.233065
40.821145,-73.928375,24.233065
40.82120833,-73.928355,24.233065
40.82125167,-73.928345,29.042622
40.82132333,-73.92833167,29.042622
40.821405,-73.92832833,29.042622
40.82146,-73.92832,29.042622
40.82167667,-73.928145,29.042622
40.82165,-73.92811333,29.042622
40.82158833,-73.928045,29.042622
40.82152667,-73.92799167,29.042622
40.821495,-73.927975,29.042622
40.821425,-73.927945,29.042622
40.82138667,-73.92791333,29.042622
40.82124667,-73.92773167,39.40878
40.82120333,-73.92767167,40.29962
40.82109667,-73.92757667,40.29962
40.82103833,-73.92753667,40.29962
40.820985,-73.92748833,40.29962
40.82092833,-73.92743833,40.29962
40.82081667,-73.92735,40.29962
40.82076333,-73.92731167,40.29962
40.82071,-73.92727,40.29962
40.82066,-73.92723333,40.29962
40.82061,-73.92719667,40.29962
40.82055667,-73.92715833,40.29962
40.82051,-73.92711833,40.29962
40.82047,-73.92708667,40.29962
40.82044167,-73.92707333,40.29962
40.82026167,-73.92697167,45.702717
40.820215,-73.92695667,53.16736
40.82017167,-73.92693167,53.16736
40.82011667,-73.9269,53.16736
40.820065,-73.92686,53.16736
40.82,-73.926745,53.16736
40.82000833,-73.92668833,53.16736
40.820035,-73.92663667,53.16736
40.820075,-73.92659,53.16736
40.820125,-73.92655167,53.16736
40.82017333,-73.92651,53.16736
40.82022333,-73.92646667,53.16736
40.82026667,-73.92642667,53.16736
40.82030333,-73.92639667,53.16736
40.82032833,-73.92637,53.16736
40.82045167,-73.92624833,56.49798
40.82049167,-73.92622333,56.49798
40.820535,-73.92619,56.49798
40.82058667,-73.92613,56.49798
40.82063667,-73.926065,64.011284
40.820685,-73.92600333,64.011284
40.820725,-73.92593667,64.011284
40.820775,-73.92585833,64.011284
40.820845,-73.925785,64.011284
40.82091,-73.925715,64.011284
40.82094833,-73.92565167,64.011284
40.82097,-73.92558667,64.011284
40.82097167,-73.92545167,64.011284
40.82095667,-73.92536667,64.011284
40.820935,-73.925175,57.85423
40.82093,-73.92508,57.85423
40.82092,-73.92498333,57.85423
40.82091667,-73.92488333,57.85423
40.82091,-73.92478833,57.85423
40.82097167,-73.92455833,57.85423
40.821035,-73.92452,57.85423
40.82110167,-73.924485,57.85423
40.82117,-73.92444667,57.85423
40.82124,-73.92439833,59.710182
40.82131,-73.92435167,59.710182
40.82137333,-73.92431667,59.710182
40.82143,-73.92429167,59.710182
40.82147833,-73.924275,41.22123
40.82151833,-73.92424833,41.22123
40.821565,-73.92421667,41.22123
40.82162,-73.92418,41.22123
40.82168167,-73.92413833,41.22123
40.821745,-73.92409833,41.22123
40.82180833,-73.92406,41.22123
40.821875,-73.92401833,41.22123
40.82194,-73.923975,41.22123
40.82199833,-73.92393167,41.22123
40.82205,-73.92388833,41.22123
40.82210167,-73.92385333,41.22123
40.82214667,-73.92381667,50.247437
40.82218167,-73.92378667,50.247437
40.82222167,-73.92375667,50.247437
40.822265,-73.92372833,50.247437
40.82234667,-73.92368,50.247437
40.82239167,-73.92365833,50.247437
40.82244167,-73.92363167,50.247437
40.82249167,-73.9236,50.247437
40.822545,-73.92356667,50.247437
40.8226,-73.923535,50.247437
40.82270667,-73.92347,50.247437
40.82278833,-73.92342,50.247437
40.82282167,-73.92340167,50.247437
40.82287167,-73.92337667,24.416256
40.82294833,-73.92337667,24.416256
40.82298333,-73.92335333,24.416256
40.82303,-73.923325,51.546288
40.82308333,-73.92329,51.546288
40.82314167,-73.923255,51.546288
40.82325667,-73.92317667,51.546288
40.82331,-73.92314667,51.546288
40.82335167,-73.92312167,51.546288
40.82338333,-73.923105,51.546288
40.82340833,-73.92308667,51.546288
40.82346,-73.92296167,51.546288
40.82345333,-73.92290333,51.546288
40.82344333,-73.92283,51.546288
40.82342667,-73.92274833,51.546288
40.82341167,-73.92265,51.546288
40.82336,-73.92245167,53.189346
40.82325667,-73.92214833,53.189346
40.82322,-73.922045,53.189346
40.82318167,-73.921935,53.189346
40.82314,-73.92182333,53.189346
40.8231,-73.92170833,53.189346
40.82306333,-73.92158833,47.794666
40.82302667,-73.92147,47.794666
40.82298833,-73.92135333,47.70692
40.82295,-73.92123833,47.70692
40.82291167,-73.92112167,47.70692
40.82287667,-73.92101,47.70692
40.82284667,-73.92088833,47.70692
40.82281167,-73.92076833,47.70692
40.822775,-73.92065333,43.443108
40.82273833,-73.92054667,43.443108
