lat,long,var_res30,building_area_per_pixel_res30,
40.81047333,-73.90959167,1.3416667,0.025188094,0.0
40.810445,-73.90951833,1.3416667,0.025188094,0.0
40.81042333,-73.90944,1.1483333,0.116269305,0.0
40.8104,-73.909385,1.1483333,0.116269305,0.0
40.81038,-73.909345,1.1483333,0.116269305,0.0
40.81033333,-73.90925333,1.1483333,0.116269305,0.0
40.81030667,-73.90922333,1.1483333,0.116269305,0.0
40.81029333,-73.90917333,0.558125,0.09635312,0.0
40.81028,-73.90911833,0.73294115,0.003150713,0.0
40.81026167,-73.909055,0.73294115,0.003150713,0.0
40.81023833,-73.90897833,0.73294115,0.003150713,0.0
40.81021833,-73.908895,0.54366666,0.107042395,0.0
40.81017333,-73.90871333,0.54366666,0.107042395,0.0
40.810155,-73.90862167,0.54366666,0.30830336,0.0
40.81013833,-73.90853667,0.54366666,0.30830336,0.0
40.81012667,-73.90847,0.54366666,0.30830336,0.0
40.810125,-73.90843167,0.54366666,0.30830336,0.0
40.81009667,-73.90818333,0.9414286,0.01749308,0.0
40.81007833,-73.9081,1.7153333,0.26027468,0.0
40.81006,-73.90800833,1.7153333,0.26027468,0.0
40.81004,-73.90791833,1.7153333,0.26027468,0.0
40.810025,-73.90782333,1.9973333,0.47051442,0.0
40.80997833,-73.907525,0.80315214,0.10486321,0.0
40.809905,-73.90740667,0.80315214,0.10486321,0.0
40.80987,-73.90739667,0.80315214,0.10486321,0.0
40.80982833,-73.90739833,0.80315214,0.10486321,0.0
40.80977667,-73.90741167,0.80315214,0.10486321,0.0
40.80964333,-73.907465,0.34838888,0.13015991,0.0
40.80957167,-73.90749167,0.34838888,0.13015991,0.0
40.80950167,-73.90751833,0.34838888,0.13015991,0.0
40.80944167,-73.90753833,0.0,0.0,0.0
40.80939833,-73.90755,0.0,0.0,0.0
40.80920333,-73.90761333,0.28936172,0.028055944,0.0
40.80913833,-73.90763833,0.28936172,0.028055944,0.0
40.80906667,-73.90766,0.28936172,0.028055944,0.0
40.80899,-73.90768,0.28936172,0.028055944,0.0
40.80891167,-73.90770167,0.9661667,0.0743068,0.0
40.808825,-73.90772667,0.9661667,0.0743068,0.0
40.808735,-73.90775667,0.9661667,0.0743068,0.0
40.80864333,-73.907785,0.649,2.0360392e-06,0.0
40.80855,-73.90781833,0.649,2.0360392e-06,0.0
40.80845667,-73.90785667,nan,0.5812052,0.0
40.80836,-73.90789333,1.360098,0.13080247,0.0
40.80826167,-73.90792833,1.360098,0.13080247,0.0
40.80806667,-73.90800833,1.3460001,0.0647977,0.0
40.80797667,-73.90802667,1.3460001,0.0647977,0.0
40.807885,-73.90804667,1.3460001,0.0647977,0.0
40.80778833,-73.90808667,0.0,0.0,0.0
40.80769167,-73.90813,nan,0.5412167,0.0
40.80759667,-73.90817333,0.6856667,0.08812795,0.0
40.8075,-73.90821333,0.6856667,0.08812795,0.0
40.80741333,-73.908245,0.6856667,0.08812795,0.0
40.80732833,-73.90827,1.177013,0.016603496,0.0
40.80723833,-73.90829833,1.177013,0.016603496,0.0
40.80704833,-73.90836333,0.0,0.0,0.0
40.806955,-73.90839667,nan,0.0,0.0
40.80687167,-73.90842833,nan,0.0,0.0
40.80679667,-73.908455,nan,0.0,0.0
40.80674,-73.90848,0.0,0.0,0.0
40.80669667,-73.90849667,0.0,0.0,0.0
40.80663333,-73.90853,0.0,0.0,0.0
40.80654167,-73.90859333,0.0,0.0,0.0
40.80648333,-73.90863333,0.0,0.0,0.0
40.80643,-73.908675,0.0,0.0,0.0
40.80638833,-73.90871333,0.0,0.0,0.0
40.80634667,-73.90875333,0.0,0.0,0.0
40.80631167,-73.9088,0.0,0.0,0.0
40.80628333,-73.90885167,0.0,0.0,0.0
40.80626,-73.90889833,0.0,0.0,0.0
40.80624833,-73.90893667,0.0,0.0,0.0
40.80624333,-73.90896333,0.0,0.0,0.0
40.80621667,-73.909165,0.0,0.0,0.0
40.806185,-73.909225,0.0,0.0,0.0
40.80615,-73.90930167,0.0,0.0,0.0
40.80609667,-73.90947667,0.0,0.0,0.0
40.80606833,-73.90954667,0.0,0.0,0.0
40.80603667,-73.909595,0.0,0.0,0.0
40.80601333,-73.90964667,0.0,0.0,0.0
40.80599,-73.9097,0.0,0.0,0.0
40.80597167,-73.90976,0.0,0.0,0.0
40.80591167,-73.90987167,0.0,0.0,0.0
40.80590333,-73.90990833,0.0,0.0,0.0
40.805895,-73.90994667,0.0,0.0,0.0
40.80588667,-73.90998333,0.0,0.0,0.0
40.80574833,-73.910005,0.0,0.0,0.0
40.80571167,-73.90990833,0.0,0.0,0.0
40.80562667,-73.90979167,0.0,0.0,0.0
40.80555333,-73.90964,0.0,0.0,0.0
40.80539,-73.90940833,nan,0.035261348,0.0
40.80531333,-73.90931,nan,0.035261348,0.0
40.80523667,-73.90921167,nan,0.035261348,0.0
40.80516667,-73.90911833,0.81641793,0.18161343,0.0
40.80509833,-73.90902667,0.81641793,0.18161343,0.0
40.80503167,-73.90895333,0.81641793,0.18161343,0.0
40.80498833,-73.90889167,0.8913433,0.65317446,0.0
40.804955,-73.90883167,0.8913433,0.65317446,0.0
40.80489167,-73.90870167,0.9925373,0.2505197,0.0
40.80486167,-73.90863833,0.8913433,0.009951324,0.0
40.80483667,-73.90858,0.8913433,0.009951324,0.0
40.804815,-73.90852667,0.8913433,0.009951324,0.0
40.80479667,-73.90847333,0.8913433,0.009951324,0.0
40.80478,-73.90842333,0.8913433,0.009951324,0.0
40.80476667,-73.90837333,0.0,0.0,0.0
40.80474,-73.908315,0.0,0.0,0.0
40.80463667,-73.90824,0.7056716,0.10928415,0.0
40.804555,-73.90812,0.7056716,0.10928415,0.0
40.80449833,-73.90805,0.96358204,0.15732044,0.0
40.80446,-73.90797167,0.96358204,0.15732044,0.0
40.80441167,-73.90789,0.96358204,0.15732044,0.0
40.80431833,-73.90774667,1.0925373,0.34482187,0.0
40.804275,-73.90767833,1.0925373,0.34482187,0.0
40.804235,-73.907605,1.0925373,0.34482187,0.0
40.80420833,-73.907515,1.0925373,0.2695889,0.0
40.804175,-73.90745167,1.0925373,0.2695889,0.0
40.804135,-73.90736167,1.0925373,0.2695889,0.0
40.80409667,-73.90721833,1.1321168,0.13360746,0.0
40.80413667,-73.90718,1.1217778,0.3343025,0.0
40.80417833,-73.907135,1.1217778,0.3343025,0.0
40.80422333,-73.90709,1.1217778,0.3343025,0.0
40.80427167,-73.90704333,1.1217778,0.3343025,0.0
40.80432667,-73.906985,0.5685294,0.34720418,0.0
40.80438,-73.90693,1.1135294,0.34552562,0.0
40.80442667,-73.906875,1.1135294,0.34552562,0.0
40.80446833,-73.90682833,1.1135294,0.34552562,0.0
40.8045,-73.90678333,1.1135294,0.34552562,0.0
40.80451333,-73.90674167,0.55602485,0.20083286,0.0
40.80451,-73.9067,0.55602485,0.20083286,0.0
40.80448833,-73.90665667,0.55602485,0.20083286,0.0
40.80445333,-73.90660667,0.55602485,0.20083286,0.0
40.80441167,-73.90655667,0.55602485,0.20083286,0.0
40.80436667,-73.90649,nan,0.24007273,0.0
40.80432333,-73.906415,nan,0.24007273,0.0
40.804275,-73.90633,nan,0.24007273,0.0
40.80422333,-73.90624167,nan,0.24007273,0.0
40.80412,-73.90606,0.43558824,0.17017367,0.0
40.80407,-73.90597,nan,0.052644543,0.0
40.80394333,-73.90573333,1.5138235,0.19428214,0.0
40.803915,-73.90568167,1.2152307,0.070144765,0.0
40.80389167,-73.90563,1.2152307,0.070144765,0.0
40.803875,-73.90562667,1.2152307,0.070144765,0.0
40.80382333,-73.905605,0.0,0.0,0.0
40.803785,-73.90562833,0.0,0.0,0.0
40.80373833,-73.90566833,0.0,0.0,0.0
40.80368667,-73.90572167,0.9988406,0.013912103,0.0
40.80363333,-73.90577667,0.9988406,0.013912103,0.0
40.80357833,-73.90583167,0.9988406,0.013912103,0.0
40.80352833,-73.90588333,0.0,0.0,0.0
40.80348333,-73.90592667,0.0,0.0,0.0
40.80344333,-73.90596667,0.0,0.0,0.0
40.80340833,-73.906,1.7845632,0.0032221652,0.0
40.80338333,-73.90602333,1.7845632,0.0032221652,0.0
40.80331667,-73.90607,1.7845632,0.0032221652,0.0
40.80328,-73.90609333,0.5882353,0.05823165,0.0
40.80319667,-73.90617,0.5882353,0.05823165,0.0
40.80311667,-73.90625667,1.8020588,0.28025213,0.0
40.803035,-73.90634667,1.8020588,0.28025213,0.0
40.80296167,-73.90642833,0.6055803,0.1143517,0.0
40.802895,-73.90650333,0.6055803,0.1143517,0.0
40.80274667,-73.90665167,0.5052782,0.002167006,0.0
40.80267333,-73.906725,0.5052782,0.002167006,0.0
40.8026,-73.9068,0.43676472,0.27812618,0.0
40.80252833,-73.90687333,0.43676472,0.27812618,0.0
40.80245333,-73.90694833,0.0,0.0,0.0
40.80237833,-73.90702,0.0,0.0,0.0
40.80230833,-73.90709167,0.43676472,0.2628815,0.0
40.80225167,-73.90714667,0.43676472,0.2628815,0.0
40.802215,-73.90718,0.0,0.0,0.0
40.80219167,-73.907205,0.0,0.0,0.0
40.80219167,-73.90729,0.0,0.0,0.0
40.80221667,-73.90734333,0.20915493,0.25341514,0.0
40.80225167,-73.90740333,0.20915493,0.25341514,0.0
40.80229667,-73.90747,0.20915493,0.25341514,0.0
40.80234333,-73.90754833,0.20915493,0.25341514,0.0
40.802395,-73.90763833,0.20915493,0.0014441314,0.0
40.80244667,-73.90773333,0.20915493,0.0014441314,0.0
40.80250333,-73.90783167,nan,0.56944084,0.0
40.802615,-73.90803167,0.20915493,0.14290817,0.0
40.80266833,-73.90812667,0.42971832,0.09497975,0.0
40.80271333,-73.90820333,0.42971832,0.09497975,0.0
40.80275833,-73.90829,0.28151658,0.19748047,0.0
40.80281167,-73.90837167,0.28151658,0.19748047,0.0
40.80283,-73.90840167,0.31576088,0.0281464,0.0
40.80285,-73.90844167,0.31576088,0.0281464,0.0
40.80287333,-73.90849167,0.31576088,0.0281464,0.0
40.80294,-73.908605,0.31576088,0.0281464,0.0
40.80298,-73.90866833,0.6867647,0.13146175,0.0
40.803025,-73.90873667,0.25632355,0.32170355,0.0
40.80307167,-73.90881667,0.25632355,0.32170355,0.0
40.80312,-73.90890167,0.25632355,0.32170355,0.0
40.80317,-73.90898667,0.25632355,0.011832183,0.0
40.80322,-73.90907667,0.25632355,0.011832183,0.0
40.80327167,-73.90917,0.25632355,0.011832183,0.0
40.80332167,-73.909265,0.25632355,0.012174782,0.0
40.80337667,-73.90936,0.25632355,0.012174782,0.0
40.80343333,-73.909455,0.25632355,0.012174782,0.0
40.80349,-73.90955167,0.0,0.0,0.0
40.80354833,-73.909645,0.0,0.0,0.0
40.80359333,-73.90975333,0.22941177,0.18338352,0.0
40.80364167,-73.90986,0.22941177,0.18338352,0.0
40.80368833,-73.90996167,0.22941177,0.18338352,0.0
40.80373333,-73.910065,0.47411767,0.035018396,0.0
40.803775,-73.91016667,0.47411767,0.035018396,0.0
40.80381667,-73.91026833,0.47411767,0.035018396,0.0
40.80385833,-73.91036667,0.27941176,0.30574453,0.0
40.80390333,-73.910465,0.27941176,0.30574453,0.0
40.803945,-73.91056667,0.27941176,0.03456743,0.0
40.80399,-73.91066667,0.27941176,0.03456743,0.0
40.80403333,-73.91077,0.27941176,0.03456743,0.0
40.80407667,-73.91087,1.0905883,0.10867531,0.0
40.80416833,-73.91104333,0.6102941,0.38340327,0.0
40.80421,-73.91112667,1.0711297,0.11587322,0.0
40.804245,-73.91121,1.0711297,0.11587322,0.0
40.80427167,-73.91128667,1.0711297,0.11587322,0.0
40.804295,-73.911345,0.0,0.0,0.0
40.80431167,-73.911385,0.0,0.0,0.0
40.80432167,-73.91140667,0.0,0.0,0.0
40.80437,-73.91156333,0.0,0.0,0.0
40.804385,-73.911605,0.0,0.0,0.0
40.80441833,-73.91168667,0.0,0.0,0.0
40.80443333,-73.91172667,0.0,0.0,0.0
40.80448,-73.91183333,0.0,0.0,0.0
40.80449833,-73.91187667,0.0,0.0,0.0
40.804515,-73.91191667,0.0,0.0,0.0
40.80453333,-73.91195833,0.0,0.0,0.0
40.80455333,-73.91200333,0.0,0.0,0.0
40.80456833,-73.912045,0.0,0.0,0.0
40.80457167,-73.91207333,0.0,0.0,0.0
40.8046,-73.91214333,0.0,0.0,0.0
40.80461833,-73.91219333,0.0,0.0,0.0
40.804645,-73.912275,0.0,0.0,0.0
40.80469833,-73.91236667,0.0,0.0,0.0
40.804735,-73.91245333,0.0,0.0,0.0
40.804785,-73.912545,0.0,0.0,0.0
40.80482667,-73.91263,0.0,0.0,0.0
40.804865,-73.91271833,0.0,0.0,0.0
40.80490833,-73.91281,0.48627907,0.25226268,0.0
40.80495333,-73.91290833,0.48627907,0.25226268,0.0
40.80500667,-73.91301333,0.4182,0.116495214,0.0
40.805055,-73.91312,0.4182,0.116495214,0.0
40.80509833,-73.91322667,0.0,0.0,0.0
40.80514167,-73.91332167,0.0,0.0,0.0
40.80522667,-73.91352167,0.55759996,0.018117985,0.0
40.805275,-73.913625,0.55759996,0.018117985,0.0
40.805365,-73.913835,0.42,0.009486339,0.0
40.80540667,-73.91393667,0.42,0.009486339,0.0
40.805445,-73.91403,0.42,0.009486339,0.0
40.80548,-73.91411167,0.2534,0.3441643,0.0
40.80550667,-73.914175,0.2534,0.3441643,0.0
40.805525,-73.91421167,0.2534,0.3441643,0.0
40.805535,-73.91423333,0.2534,0.3441643,0.0
40.80557833,-73.91437,0.0,0.0,0.0
40.80556833,-73.91442167,0.0,0.0,0.0
40.80556,-73.914445,0.0,0.0,0.0
40.80552333,-73.9145,0.0,0.0,0.0
40.80547833,-73.91452667,0.0,0.0,0.0
40.80542667,-73.91456333,nan,0.35544118,0.0
40.80536667,-73.91460167,1.4525,0.05496703,0.0
40.80530167,-73.91464667,1.4525,0.05496703,0.0
40.80523667,-73.91469667,1.4525,0.05496703,0.0
40.80517333,-73.91474167,1.5117857,0.2972393,0.0
40.80511833,-73.91478167,1.5117857,0.2972393,0.0
40.805075,-73.91480667,1.5117857,0.2972393,0.0
40.80498167,-73.91489167,1.3424444,0.1157983,0.0
40.80494,-73.914925,1.3424444,0.1157983,0.0
40.80488833,-73.91497167,0.0,0.0,0.0
40.804825,-73.91502333,0.0,0.0,0.0
40.804755,-73.91507667,0.0,0.0,0.0
40.80467,-73.91513833,0.0,0.0,0.0
40.80457833,-73.91521167,0.0,0.0,0.0
40.80448833,-73.91528333,0.0,0.0,0.0
40.80440167,-73.91535,0.0,0.0,0.0
40.80413167,-73.91556,1.5333072,0.004445313,0.0
40.80405,-73.915625,1.411087,0.2257671,0.0
40.80396833,-73.91569333,3.0647826,0.09871419,0.0
40.803895,-73.91576167,3.0647826,0.09871419,0.0
40.80383,-73.91581333,0.0,0.0,0.0
40.80378667,-73.91585333,0.0,0.0,0.0
40.80376333,-73.91588,0.0,0.0,0.0
40.80375167,-73.91591167,0.0,0.0,0.0
40.80376667,-73.91602,0.0,0.0,0.0
40.80379333,-73.91610167,0.0,0.0,0.0
40.80383,-73.91619833,0.0,0.0,0.0
40.80387667,-73.91630333,3.844909,0.056108117,0.0
40.80392,-73.91641167,3.844909,0.056108117,0.0
40.80396833,-73.916525,0.0,0.0,0.0
40.80401667,-73.91664333,0.0,0.0,0.0
40.80417333,-73.91703167,0.0,0.0,0.0
40.80422333,-73.917165,0.0,0.0,0.0
40.80427333,-73.917295,0.0,0.0,0.0
40.80432333,-73.91742167,0.0,0.0,0.0
40.80437167,-73.917545,0.0,0.0,0.0
40.80442,-73.917665,0.0,0.0,0.0
40.804465,-73.91777333,0.0,0.0,0.0
40.80450667,-73.91787167,0.0,0.0,0.0
40.80454167,-73.91795833,0.0,0.0,0.0
40.80456833,-73.91803333,0.0,0.0,0.0
40.80459,-73.91809167,0.0,0.0,0.0
40.804605,-73.91813,0.0,0.0,0.0
40.80464667,-73.91817167,2.923447,0.1415954,0.0
40.80466667,-73.91821667,2.923447,0.1415954,0.0
40.80469,-73.91826333,2.923447,0.1415954,0.0
40.80471333,-73.91831333,2.923447,0.1415954,0.0
40.80473667,-73.91836667,0.0,0.0,0.0
40.80475667,-73.91842667,0.0,0.0,0.0
40.80477667,-73.91848833,0.0,0.0,0.0
40.80479333,-73.91855,0.0,0.0,0.0
40.80480667,-73.91861167,0.0,0.0,0.0
40.80480667,-73.91873167,0.0,0.0,0.0
40.80479667,-73.91877,0.0,0.0,0.0
40.804775,-73.91879833,0.0,0.0,0.0
40.80475,-73.91882167,0.0,0.0,0.0
40.80472667,-73.91884,0.0,0.0,0.0
40.80469,-73.91885667,0.0,0.0,0.0
40.80467667,-73.91885833,0.0,0.0,0.0
40.80465,-73.91886667,0.0,0.0,0.0
40.804585,-73.91888667,0.0,0.0,0.0
40.80453,-73.91890333,0.0,0.0,0.0
40.80437833,-73.91896,0.0,0.0,0.0
40.80431,-73.91901333,0.0,0.0,0.0
40.80436667,-73.91925333,0.7579747,0.017938435,0.0
40.80433333,-73.91928333,0.7579747,0.017938435,0.0
40.80428833,-73.919295,0.7579747,0.017938435,0.0
40.80417,-73.919355,0.7579747,0.017938435,0.0
40.80410333,-73.91938833,0.7579747,0.017938435,0.0
40.80402833,-73.919435,0.7029411,0.06639757,0.0
40.80400833,-73.91945333,0.7029411,0.06639757,0.0
40.80391667,-73.91954167,0.7029411,0.06639757,0.0
40.80387,-73.91958167,0.7029411,0.06639757,0.0
40.80382,-73.919625,1.5090756,0.12548542,0.0
40.80377333,-73.91965833,1.5090756,0.12548542,0.0
40.80373333,-73.91969167,0.9240964,0.072318204,0.0
40.80370167,-73.91973167,0.9240964,0.072318204,0.0
40.80368333,-73.91977167,0.9240964,0.072318204,0.0
40.80371833,-73.91994333,0.9240964,0.072318204,0.0
40.80374667,-73.92001833,0.8474637,0.048728824,0.0
40.803775,-73.92010667,0.8474637,0.048728824,0.0
40.80385333,-73.92030667,0.3689855,0.03527747,0.0
40.80394833,-73.920525,0.3689855,0.041338403,0.0
40.80399333,-73.92064,0.3689855,0.041338403,0.0
40.80408,-73.92086167,0.0,0.0,0.0
40.80412667,-73.92096167,0.37599033,0.43560478,0.0
40.80416667,-73.92105167,0.387971,0.09843579,0.0
40.80420167,-73.92113167,0.387971,0.09843579,0.0
40.80427667,-73.92132333,0.0,0.0,0.0
40.80429667,-73.92137167,0.0,0.0,0.0
40.80432667,-73.92143833,0.0,0.0,0.0
40.80436167,-73.92151167,0.0,0.0,0.0
40.80439667,-73.92159333,0.0,0.0,0.0
40.80443667,-73.921685,0.0,0.0,0.0
40.80448,-73.92178167,0.0,0.0,0.0
40.80456667,-73.92198667,1.1591305,0.01707513,0.0
40.80461,-73.92209,1.1591305,0.01707513,0.0
40.804655,-73.922195,0.6203571,0.06930715,0.0
40.80469833,-73.9223,0.6203571,0.06930715,0.0
40.80474333,-73.92240667,1.1452109,0.049846556,0.0
40.80478833,-73.922515,1.1452109,0.049846556,0.0
40.804835,-73.92262833,1.1452109,0.049846556,0.0
40.80492833,-73.92285833,1.037037,0.058786903,0.0
40.80497,-73.92297167,0.46903703,0.06565381,0.0
40.80501167,-73.92308,0.46903703,0.06565381,0.0
40.805055,-73.92318167,0.5116768,2.73186e-05,0.0
40.80515167,-73.923385,0.5116768,2.73186e-05,0.0
40.80520167,-73.92349167,0.47609022,0.026317181,0.0
40.80524667,-73.92360167,0.47609022,0.026317181,0.0
40.805295,-73.92371,0.0,0.0,0.0
40.80539,-73.92392167,0.0,0.0,0.0
40.80543667,-73.92403,0.0,0.0,0.0
40.80548,-73.92413667,0.2957143,0.39266437,0.0
40.805525,-73.92424333,0.2957143,0.39266437,0.0
40.80557,-73.92434833,0.36240602,0.06761488,0.0
40.80561667,-73.92445833,0.36240602,0.06761488,0.0
40.80566167,-73.924565,0.0,0.0,0.0
40.80570167,-73.92465833,0.0,0.0,0.0
40.80573333,-73.92473667,0.0,0.0,0.0
40.80575833,-73.9248,0.0,0.0,0.0
40.805775,-73.92484667,0.0,0.0,0.0
40.80579,-73.92488167,0.0,0.0,0.0
40.80580167,-73.92491,0.0,0.0,0.0
40.80581333,-73.92493333,0.0,0.0,0.0
40.80585,-73.92506833,0.0,0.0,0.0
40.80589167,-73.92520667,0.0,0.0,0.0
40.80594167,-73.92524667,0.0,0.0,0.0
40.80596833,-73.92531333,0.0,0.0,0.0
40.80599167,-73.92536,0.4698969,0.0042375405,0.0
40.80614,-73.92578333,1.252327,0.008480174,0.0
40.80615333,-73.92582167,1.252327,0.008480174,0.0
40.80618167,-73.92590333,2.1183827,0.19876036,0.0
40.80619167,-73.92594167,2.1183827,0.19876036,0.0
40.80620333,-73.92597833,2.1183827,0.19876036,0.0
40.80621333,-73.92601167,2.1183827,0.19876036,0.0
40.806225,-73.92603833,2.1183827,0.19876036,0.0
40.80624,-73.926065,2.1183827,0.19876036,0.0
40.80625,-73.926095,2.1183827,0.19876036,0.0
40.806265,-73.92612667,0.0,0.0,0.0
40.80629167,-73.92619333,0.7676836,0.08054071,0.0
40.80630167,-73.92623,0.7676836,0.08054071,0.0
40.80631667,-73.926265,0.7676836,0.08054071,0.0
40.80633,-73.92630333,0.7676836,0.08054071,0.0
40.80635,-73.92634,0.7676836,0.08054071,0.0
40.806365,-73.92638,0.7676836,0.08054071,0.0
40.80638333,-73.92641667,2.197189,0.0023378,0.0
40.80639333,-73.92645333,2.197189,0.0023378,0.0
40.80640667,-73.92648667,2.197189,0.0023378,0.0
40.80641333,-73.92652167,2.197189,0.0023378,0.0
40.80642333,-73.92654833,2.197189,0.0023378,0.0
40.806435,-73.92657667,2.197189,0.0023378,0.0
40.80644833,-73.926605,2.197189,0.0023378,0.0
40.80646167,-73.92663,2.197189,0.0023378,0.0
40.806495,-73.92664333,2.197189,0.0023378,0.0
40.80659833,-73.92671833,0.8022881,0.22907586,0.0
40.80661333,-73.92674833,0.8022881,0.22907586,0.0
40.80663333,-73.92679167,0.8022881,0.22907586,0.0
40.80665667,-73.92684667,0.8022881,0.22907586,0.0
40.806685,-73.92690667,0.8022881,0.22907586,0.0
40.80674333,-73.92704167,0.7984746,0.011595191,0.0
40.80677333,-73.92711333,0.7984746,0.011595191,0.0
40.80680333,-73.92719,nan,0.5641034,0.0
40.80684333,-73.92727333,0.8753271,0.019374024,0.0
40.806885,-73.92736167,0.8753271,0.019374024,0.0
40.80692833,-73.92745333,0.8753271,0.019374024,0.0
40.80697,-73.92754667,1.0341593,0.015215817,0.0
40.807015,-73.92765333,1.0341593,0.015215817,0.0
40.807105,-73.92789167,0.537971,0.14657658,0.0
40.80715167,-73.928015,0.4912319,0.15101102,0.0
40.80720167,-73.92813667,0.4912319,0.15101102,0.0
40.80734167,-73.92849167,nan,0.56125206,0.0
40.80738667,-73.92860333,1.1788405,0.27041322,0.0
40.80743667,-73.92871667,1.1788405,0.27041322,0.0
40.807485,-73.92882833,1.3431884,0.019780578,0.0
40.80753333,-73.92894,1.3431884,0.019780578,0.0
40.807575,-73.92904667,1.3431884,0.019780578,0.0
40.807615,-73.92914667,1.3431884,0.28567633,0.0
40.80765,-73.929235,1.3431884,0.28567633,0.0
40.80767833,-73.92931333,1.3431884,0.28567633,0.0
40.80769833,-73.92938333,0.0,0.0,0.0
40.80772667,-73.92942833,0.0,0.0,0.0
40.80777333,-73.92943167,0.0,0.0,0.0
40.80781833,-73.92942333,0.0,0.0,0.0
40.80786833,-73.92940667,0.47995168,0.25205457,0.0
40.80792167,-73.929375,0.47995168,0.25205457,0.0
40.80798,-73.92933,1.3431884,0.12000421,0.0
40.808045,-73.92927667,1.3431884,0.12000421,0.0
40.80811333,-73.92922,1.3431884,0.12000421,0.0
40.80823667,-73.929115,0.47113335,0.072736345,0.0
40.808295,-73.92906667,1.9409424,0.13784292,0.0
40.80834833,-73.92902667,1.9409424,0.13784292,0.0
40.80839833,-73.92898833,1.9409424,0.13784292,0.0
40.80844333,-73.92895,0.76708335,0.0115459785,0.0
40.80848333,-73.92892333,0.76708335,0.0115459785,0.0
40.80851167,-73.92890667,0.76708335,0.0115459785,0.0
40.808535,-73.92889,0.76708335,0.0115459785,0.0
40.80855833,-73.92887167,0.76708335,0.0115459785,0.0
40.808615,-73.92883333,0.76708335,0.0115459785,0.0
40.80865,-73.92881333,nan,0.0,0.0
40.80868667,-73.92879,0.0,0.0,0.0
40.808725,-73.92876,0.0,0.0,0.0
40.80875833,-73.92873167,0.0,0.0,0.0
40.80878,-73.92871333,0.0,0.0,0.0
40.808945,-73.92870167,0.28193548,0.0007118823,0.0
40.80916,-73.92889333,0.0,0.0,0.0
40.80921833,-73.92895667,0.9534359,0.16888037,0.0
40.80928,-73.92902667,0.9534359,0.16888037,0.0
40.80934333,-73.92909833,0.0,0.0,0.0
40.80940833,-73.929165,0.0,0.0,0.0
40.80946833,-73.92924,0.0,0.0,0.0
40.80953333,-73.92931167,1.3695652,0.0006977049,0.0
40.809595,-73.92939,0.0,0.0,0.0
40.80965667,-73.92947167,0.0,0.0,0.0
40.80972,-73.92955667,0.0,0.0,0.0
40.80985667,-73.92972667,1.5849057,0.016436437,0.0
40.80992333,-73.929815,1.5849057,0.016436437,0.0
40.809995,-73.92990333,0.0,0.0,0.0
40.81013833,-73.93008167,0.0,0.0,0.0
40.81020833,-73.930175,0.0,0.0,0.0
40.81028,-73.93026833,0.0,0.0,0.0
40.81035167,-73.93036167,0.658125,0.028803317,0.0
40.81042667,-73.93046,0.0,0.0,0.0
40.8105,-73.930555,0.0,0.0,0.0
