lat,long,building_height_res30,building_height_std_res30,building_year_res30,building_area_res30
40.80987,-73.90739667,24.63,0.0,1931.0,1015.8728
40.80982833,-73.90739833,24.63,0.0,1931.0,1015.8728
40.80977667,-73.90741167,24.63,0.0,1931.0,1015.8728
40.80964333,-73.907465,20.903334,4.811163,1931.0,1260.9371
40.80957167,-73.90749167,20.903334,4.811163,1931.0,1260.9371
40.80950167,-73.90751833,20.903334,4.811163,1931.0,1260.9371
40.80944167,-73.90753833,0.0,-1.0,0.0,0.0
40.80939833,-73.90755,0.0,-1.0,0.0,0.0
40.80920333,-73.90761333,13.6,0.0,1931.0,271.79474
40.80913833,-73.90763833,13.6,0.0,1931.0,271.79474
40.80906667,-73.90766,13.6,0.0,1931.0,271.79474
40.80899,-73.90768,13.6,0.0,1931.0,271.79474
40.80891167,-73.90770167,57.97,0.0,1910.0,719.85455
40.808825,-73.90772667,57.97,0.0,1910.0,719.85455
40.808735,-73.90775667,57.97,0.0,1910.0,719.85455
40.80864333,-73.907785,38.94,0.0,1946.0,0.019724332
40.80855,-73.90781833,38.94,0.0,1946.0,0.019724332
40.80845667,-73.90785667,57.97,0.0,1910.0,5630.4834
40.80836,-73.90789333,69.365,11.395,1909.5,1267.162
40.80826167,-73.90792833,69.365,11.395,1909.5,1267.162
40.80806667,-73.90800833,80.76,0.0,1909.0,627.7342
40.80797667,-73.90802667,80.76,0.0,1909.0,627.7342
40.807885,-73.90804667,80.76,0.0,1909.0,627.7342
40.80778833,-73.90808667,0.0,-1.0,0.0,0.0
40.80769167,-73.90813,51.31,29.45,1909.0,5243.0903
40.80759667,-73.90817333,41.14,19.28,1912.0,853.7483
40.8075,-73.90821333,41.14,19.28,1912.0,853.7483
40.80741333,-73.908245,41.14,19.28,1912.0,853.7483
40.80732833,-73.90827,60.42,0.0,1915.0,160.84802
40.80723833,-73.90829833,60.42,0.0,1915.0,160.84802
40.80704833,-73.90836333,0.0,-1.0,0.0,0.0
40.806955,-73.90839667,0.0,-1.0,0.0,0.0
40.80687167,-73.90842833,0.0,-1.0,0.0,0.0
40.80679667,-73.908455,0.0,-1.0,0.0,0.0
40.80674,-73.90848,0.0,-1.0,0.0,0.0
40.80669667,-73.90849667,0.0,-1.0,0.0,0.0
40.80663333,-73.90853,0.0,-1.0,0.0,0.0
40.80654167,-73.90859333,0.0,-1.0,0.0,0.0
40.80648333,-73.90863333,0.0,-1.0,0.0,0.0
40.80643,-73.908675,0.0,-1.0,0.0,0.0
40.80638833,-73.90871333,0.0,-1.0,0.0,0.0
40.80634667,-73.90875333,0.0,-1.0,0.0,0.0
40.80631167,-73.9088,0.0,-1.0,0.0,0.0
40.80628333,-73.90885167,0.0,-1.0,0.0,0.0
40.80626,-73.90889833,0.0,-1.0,0.0,0.0
40.80624833,-73.90893667,0.0,-1.0,0.0,0.0
40.80624333,-73.90896333,0.0,-1.0,0.0,0.0
40.80621667,-73.909165,0.0,-1.0,0.0,0.0
40.806185,-73.909225,0.0,-1.0,0.0,0.0
40.80615,-73.90930167,0.0,-1.0,0.0,0.0
40.80609667,-73.90947667,0.0,-1.0,0.0,0.0
40.80606833,-73.90954667,0.0,-1.0,0.0,0.0
40.80603667,-73.909595,0.0,-1.0,0.0,0.0
40.80601333,-73.90964667,0.0,-1.0,0.0,0.0
40.80599,-73.9097,0.0,-1.0,0.0,0.0
40.80597167,-73.90976,0.0,-1.0,0.0,0.0
40.80591167,-73.90987167,0.0,-1.0,0.0,0.0
40.80590333,-73.90990833,0.0,-1.0,0.0,0.0
40.805895,-73.90994667,0.0,-1.0,0.0,0.0
40.80588667,-73.90998333,0.0,-1.0,0.0,0.0
40.80574833,-73.910005,0.0,-1.0,0.0,0.0
40.80571167,-73.90990833,0.0,-1.0,0.0,0.0
40.80562667,-73.90979167,0.0,-1.0,0.0,0.0
40.80555333,-73.90964,0.0,-1.0,0.0,0.0
40.80539,-73.90940833,22.26,0.0,1921.0,341.5978
40.80531333,-73.90931,22.26,0.0,1921.0,341.5978
40.80523667,-73.90921167,22.26,0.0,1921.0,341.5978
40.80516667,-73.90911833,27.35,3.599287,1937.0,1759.3982
40.80509833,-73.90902667,27.35,3.599287,1937.0,1759.3982
40.80503167,-73.90895333,27.35,3.599287,1937.0,1759.3982
40.80498833,-73.90889167,29.86,0.0,1959.0,6327.693
40.804955,-73.90883167,29.86,0.0,1959.0,6327.693
40.80489167,-73.90870167,33.25,4.7447724,1946.0,2426.9346
40.80486167,-73.90863833,29.86,0.0,1959.0,96.40444
40.80483667,-73.90858,29.86,0.0,1959.0,96.40444
40.804815,-73.90852667,29.86,0.0,1959.0,96.40444
40.80479667,-73.90847333,29.86,0.0,1959.0,96.40444
40.80478,-73.90842333,29.86,0.0,1959.0,96.40444
40.80476667,-73.90837333,0.0,-1.0,0.0,0.0
40.80474,-73.908315,0.0,-1.0,0.0,0.0
40.80463667,-73.90824,23.64,0.0,1962.0,1058.701
40.804555,-73.90812,23.64,0.0,1962.0,1058.701
40.80449833,-73.90805,32.28,6.195418,1957.3334,1524.0575
40.80446,-73.90797167,32.28,6.195418,1957.3334,1524.0575
40.80441167,-73.90789,32.28,6.195418,1957.3334,1524.0575
40.80431833,-73.90774667,36.6,1.26,1955.0,3340.4963
40.804275,-73.90767833,36.6,1.26,1955.0,3340.4963
40.804235,-73.907605,36.6,1.26,1955.0,3340.4963
40.80420833,-73.907515,36.6,1.26,1955.0,2611.6692
40.804175,-73.90745167,36.6,1.26,1955.0,2611.6692
40.804135,-73.90736167,36.6,1.26,1955.0,2611.6692
40.80409667,-73.90721833,38.775,22.495,1977.0,1294.3356
40.80413667,-73.90718,37.86,0.0,1948.0,3238.5889
40.80417833,-73.907135,37.86,0.0,1948.0,3238.5889
40.80422333,-73.90709,37.86,0.0,1948.0,3238.5889
40.80427167,-73.90704333,37.86,0.0,1948.0,3238.5889
40.80432667,-73.906985,19.33,3.05,1950.5,3363.575
40.80438,-73.90693,37.86,0.0,1948.0,3347.314
40.80442667,-73.906875,37.86,0.0,1948.0,3347.314
40.80446833,-73.90682833,37.86,0.0,1948.0,3347.314
40.8045,-73.90678333,37.86,0.0,1948.0,3347.314
40.80451333,-73.90674167,22.38,0.0,1947.0,1945.5883
40.80451,-73.9067,22.38,0.0,1947.0,1945.5883
40.80448833,-73.90665667,22.38,0.0,1947.0,1945.5883
40.80445333,-73.90660667,22.38,0.0,1947.0,1945.5883
40.80441167,-73.90655667,22.38,0.0,1947.0,1945.5883
40.80436667,-73.90649,18.595,3.785,1939.0,2325.7285
40.80432333,-73.906415,18.595,3.785,1939.0,2325.7285
40.804275,-73.90633,18.595,3.785,1939.0,2325.7285
40.80422333,-73.90624167,18.595,3.785,1939.0,2325.7285
40.80412,-73.90606,14.81,0.0,1931.0,1648.5745
40.80407,-73.90597,14.81,0.0,1931.0,509.99927
40.80394333,-73.90573333,51.47,0.0,1905.0,1882.1276
40.803915,-73.90568167,39.495,11.975,1918.0,679.5344
40.80389167,-73.90563,39.495,11.975,1918.0,679.5344
40.803875,-73.90562667,39.495,11.975,1918.0,679.5344
40.80382333,-73.905605,0.0,-1.0,0.0,0.0
40.803785,-73.90562833,0.0,-1.0,0.0,0.0
40.80373833,-73.90566833,0.0,-1.0,0.0,0.0
40.80368667,-73.90572167,34.46,0.0,1931.0,134.77489
40.80363333,-73.90577667,34.46,0.0,1931.0,134.77489
40.80357833,-73.90583167,34.46,0.0,1931.0,134.77489
40.80352833,-73.90588333,0.0,-1.0,0.0,0.0
40.80348333,-73.90592667,0.0,-1.0,0.0,0.0
40.80344333,-73.90596667,0.0,-1.0,0.0,0.0
40.80340833,-73.906,61.27,0.0,2000.0,31.215046
40.80338333,-73.90602333,61.27,0.0,2000.0,31.215046
40.80331667,-73.90607,61.27,0.0,2000.0,31.215046
40.80328,-73.90609333,20.0,0.0,1931.0,564.12494
40.80319667,-73.90617,20.0,0.0,1931.0,564.12494
40.80311667,-73.90625667,61.27,0.0,2000.0,2714.9705
40.803035,-73.90634667,61.27,0.0,2000.0,2714.9705
40.80296167,-73.90642833,20.58973,3.41027,1948.0,1107.7935
40.802895,-73.90650333,20.58973,3.41027,1948.0,1107.7935
40.80274667,-73.90665167,17.17946,0.0,1948.0,20.993086
40.80267333,-73.906725,17.17946,0.0,1948.0,20.993086
40.8026,-73.9068,14.85,0.0,1931.0,2694.375
40.80252833,-73.90687333,14.85,0.0,1931.0,2694.375
40.80245333,-73.90694833,0.0,-1.0,0.0,0.0
40.80237833,-73.90702,0.0,-1.0,0.0,0.0
40.80230833,-73.90709167,14.85,0.0,1931.0,2546.6907
40.80225167,-73.90714667,14.85,0.0,1931.0,2546.6907
40.802215,-73.90718,0.0,-1.0,0.0,0.0
40.80219167,-73.907205,0.0,-1.0,0.0,0.0
40.80219167,-73.90729,0.0,-1.0,0.0,0.0
40.80221667,-73.90734333,14.85,0.0,1931.0,2454.9844
40.80225167,-73.90740333,14.85,0.0,1931.0,2454.9844
40.80229667,-73.90747,14.85,0.0,1931.0,2454.9844
40.80234333,-73.90754833,14.85,0.0,1931.0,2454.9844
40.802395,-73.90763833,14.85,0.0,1931.0,13.990167
40.80244667,-73.90773333,14.85,0.0,1931.0,13.990167
40.80250333,-73.90783167,14.85,0.0,1931.0,5516.515
40.802615,-73.90803167,14.85,0.0,1931.0,1384.4371
40.80266833,-73.90812667,30.51,0.0,1991.0,920.1258
40.80271333,-73.90820333,30.51,0.0,1991.0,920.1258
40.80275833,-73.90829,14.85,0.0,1931.0,1913.1117
40.80281167,-73.90837167,14.85,0.0,1931.0,1913.1117
40.80283,-73.90840167,17.43,0.0,1949.0,272.67105
40.80285,-73.90844167,17.43,0.0,1949.0,272.67105
40.80287333,-73.90849167,17.43,0.0,1949.0,272.67105
40.80294,-73.908605,17.43,0.0,1949.0,272.67105
40.80298,-73.90866833,46.7,0.0,1988.0,1273.5488
40.803025,-73.90873667,17.43,0.0,1949.0,3116.5352
40.80307167,-73.90881667,17.43,0.0,1949.0,3116.5352
40.80312,-73.90890167,17.43,0.0,1949.0,3116.5352
40.80317,-73.90898667,17.43,0.0,1949.0,114.62545
40.80322,-73.90907667,17.43,0.0,1949.0,114.62545
40.80327167,-73.90917,17.43,0.0,1949.0,114.62545
40.80332167,-73.909265,17.43,0.0,1949.0,117.94442
40.80337667,-73.90936,17.43,0.0,1949.0,117.94442
40.80343333,-73.909455,17.43,0.0,1949.0,117.94442
40.80349,-73.90955167,0.0,-1.0,0.0,0.0
40.80354833,-73.909645,0.0,-1.0,0.0,0.0
40.80359333,-73.90975333,15.6,1.99,1924.0,1776.5461
40.80364167,-73.90986,15.6,1.99,1924.0,1776.5461
40.80368833,-73.90996167,15.6,1.99,1924.0,1776.5461
40.80373333,-73.910065,32.24,18.63,1927.5,339.2442
40.803775,-73.91016667,32.24,18.63,1927.5,339.2442
40.80381667,-73.91026833,32.24,18.63,1927.5,339.2442
40.80385833,-73.91036667,19.0,0.0,1936.0,2961.9307
40.80390333,-73.910465,19.0,0.0,1936.0,2961.9307
40.803945,-73.91056667,19.0,0.0,1936.0,334.87543
40.80399,-73.91066667,19.0,0.0,1936.0,334.87543
40.80403333,-73.91077,19.0,0.0,1936.0,334.87543
40.80407667,-73.91087,74.16,0.0,1920.0,1052.8029
40.80416833,-73.91104333,41.5,22.5,1920.5,3714.2573
40.80421,-73.91112667,64.0,0.0,1905.0,1122.5333
40.804245,-73.91121,64.0,0.0,1905.0,1122.5333
40.80427167,-73.91128667,64.0,0.0,1905.0,1122.5333
40.804295,-73.911345,0.0,-1.0,0.0,0.0
40.80431167,-73.911385,0.0,-1.0,0.0,0.0
40.80432167,-73.91140667,0.0,-1.0,0.0,0.0
40.80437,-73.91156333,0.0,-1.0,0.0,0.0
40.804385,-73.911605,0.0,-1.0,0.0,0.0
40.80441833,-73.91168667,0.0,-1.0,0.0,0.0
40.80443333,-73.91172667,0.0,-1.0,0.0,0.0
40.80448,-73.91183333,0.0,-1.0,0.0,0.0
40.80449833,-73.91187667,0.0,-1.0,0.0,0.0
40.804515,-73.91191667,0.0,-1.0,0.0,0.0
40.80453333,-73.91195833,0.0,-1.0,0.0,0.0
40.80455333,-73.91200333,0.0,-1.0,0.0,0.0
40.80456833,-73.912045,0.0,-1.0,0.0,0.0
40.80457167,-73.91207333,0.0,-1.0,0.0,0.0
40.8046,-73.91214333,0.0,-1.0,0.0,0.0
40.80461833,-73.91219333,0.0,-1.0,0.0,0.0
40.804645,-73.912275,0.0,-1.0,0.0,0.0
40.80469833,-73.91236667,0.0,-1.0,0.0,0.0
40.804735,-73.91245333,0.0,-1.0,0.0,0.0
40.804785,-73.912545,0.0,-1.0,0.0,0.0
40.80482667,-73.91263,0.0,-1.0,0.0,0.0
40.804865,-73.91271833,0.0,-1.0,0.0,0.0
40.80490833,-73.91281,20.91,0.0,1931.0,2443.8198
40.80495333,-73.91290833,20.91,0.0,1931.0,2443.8198
40.80500667,-73.91301333,20.91,0.0,1931.0,1128.559
40.805055,-73.91312,20.91,0.0,1931.0,1128.559
40.80509833,-73.91322667,0.0,-1.0,0.0,0.0
40.80514167,-73.91332167,0.0,-1.0,0.0,0.0
40.80522667,-73.91352167,27.88,0.0,1988.0,175.51979
40.805275,-73.913625,27.88,0.0,1988.0,175.51979
40.805365,-73.913835,21.0,0.0,1931.0,91.89986
40.80540667,-73.91393667,21.0,0.0,1931.0,91.89986
40.805445,-73.91403,21.0,0.0,1931.0,91.89986
40.80548,-73.91411167,12.67,0.0,1925.0,3334.126
40.80550667,-73.914175,12.67,0.0,1925.0,3334.126
40.805525,-73.91421167,12.67,0.0,1925.0,3334.126
40.805535,-73.91423333,12.67,0.0,1925.0,3334.126
40.80557833,-73.91437,0.0,-1.0,0.0,0.0
40.80556833,-73.91442167,0.0,-1.0,0.0,0.0
40.80556,-73.914445,0.0,-1.0,0.0,0.0
40.80552333,-73.9145,0.0,-1.0,0.0,0.0
40.80547833,-73.91452667,0.0,-1.0,0.0,0.0
40.80542667,-73.91456333,59.74,0.75,1910.0,3443.3718
40.80536667,-73.91460167,61.005,2.015,1907.5,532.4986
40.80530167,-73.91464667,61.005,2.015,1907.5,532.4986
40.80523667,-73.91469667,61.005,2.015,1907.5,532.4986
40.80517333,-73.91474167,63.495,4.505,1910.0,2879.5354
40.80511833,-73.91478167,63.495,4.505,1910.0,2879.5354
40.805075,-73.91480667,63.495,4.505,1910.0,2879.5354
40.80498167,-73.91489167,60.41,0.0,1915.0,1121.8076
40.80494,-73.914925,60.41,0.0,1915.0,1121.8076
40.80488833,-73.91497167,0.0,-1.0,0.0,0.0
40.804825,-73.91502333,0.0,-1.0,0.0,0.0
40.804755,-73.91507667,0.0,-1.0,0.0,0.0
40.80467,-73.91513833,0.0,-1.0,0.0,0.0
40.80457833,-73.91521167,0.0,-1.0,0.0,0.0
40.80448833,-73.91528333,0.0,-1.0,0.0,0.0
40.80440167,-73.91535,0.0,-1.0,0.0,0.0
40.80413167,-73.91556,64.91,0.0,1926.0,43.06441
40.80405,-73.915625,64.91,0.0,1926.0,2187.1414
40.80396833,-73.91569333,140.98,0.0,1961.0,956.3035
40.803895,-73.91576167,140.98,0.0,1961.0,956.3035
40.80383,-73.91581333,0.0,-1.0,0.0,0.0
40.80378667,-73.91585333,0.0,-1.0,0.0,0.0
40.80376333,-73.91588,0.0,-1.0,0.0,0.0
40.80375167,-73.91591167,0.0,-1.0,0.0,0.0
40.80376667,-73.91602,0.0,-1.0,0.0,0.0
40.80379333,-73.91610167,0.0,-1.0,0.0,0.0
40.80383,-73.91619833,0.0,-1.0,0.0,0.0
40.80387667,-73.91630333,140.98,0.0,1961.0,543.553
40.80392,-73.91641167,140.98,0.0,1961.0,543.553
40.80396833,-73.916525,0.0,-1.0,0.0,0.0
40.80401667,-73.91664333,0.0,-1.0,0.0,0.0
40.80417333,-73.91703167,0.0,-1.0,0.0,0.0
40.80422333,-73.917165,0.0,-1.0,0.0,0.0
40.80427333,-73.917295,0.0,-1.0,0.0,0.0
40.80432333,-73.91742167,0.0,-1.0,0.0,0.0
40.80437167,-73.917545,0.0,-1.0,0.0,0.0
40.80442,-73.917665,0.0,-1.0,0.0,0.0
40.804465,-73.91777333,0.0,-1.0,0.0,0.0
40.80450667,-73.91787167,0.0,-1.0,0.0,0.0
40.80454167,-73.91795833,0.0,-1.0,0.0,0.0
40.80456833,-73.91803333,0.0,-1.0,0.0,0.0
40.80459,-73.91809167,0.0,-1.0,0.0,0.0
40.804605,-73.91813,0.0,-1.0,0.0,0.0
40.80464667,-73.91817167,143.2489,0.0,1961.0,1371.7195
40.80466667,-73.91821667,143.2489,0.0,1961.0,1371.7195
40.80469,-73.91826333,143.2489,0.0,1961.0,1371.7195
40.80471333,-73.91831333,143.2489,0.0,1961.0,1371.7195
40.80473667,-73.91836667,0.0,-1.0,0.0,0.0
40.80475667,-73.91842667,0.0,-1.0,0.0,0.0
40.80477667,-73.91848833,0.0,-1.0,0.0,0.0
40.80479333,-73.91855,0.0,-1.0,0.0,0.0
40.80480667,-73.91861167,0.0,-1.0,0.0,0.0
40.80480667,-73.91873167,0.0,-1.0,0.0,0.0
40.80479667,-73.91877,0.0,-1.0,0.0,0.0
40.804775,-73.91879833,0.0,-1.0,0.0,0.0
40.80475,-73.91882167,0.0,-1.0,0.0,0.0
40.80472667,-73.91884,0.0,-1.0,0.0,0.0
40.80469,-73.91885667,0.0,-1.0,0.0,0.0
40.80467667,-73.91885833,0.0,-1.0,0.0,0.0
40.80465,-73.91886667,0.0,-1.0,0.0,0.0
40.804585,-73.91888667,0.0,-1.0,0.0,0.0
40.80453,-73.91890333,0.0,-1.0,0.0,0.0
40.80437833,-73.91896,0.0,-1.0,0.0,0.0
40.80431,-73.91901333,0.0,-1.0,0.0,0.0
40.80436667,-73.91925333,29.94,0.0,1924.0,173.78038
40.80433333,-73.91928333,29.94,0.0,1924.0,173.78038
40.80428833,-73.919295,29.94,0.0,1924.0,173.78038
40.80417,-73.919355,29.94,0.0,1924.0,173.78038
40.80410333,-73.91938833,29.94,0.0,1924.0,173.78038
40.80402833,-73.919435,35.85,0.0,1990.0,643.2331
40.80400833,-73.91945333,35.85,0.0,1990.0,643.2331
40.80391667,-73.91954167,35.85,0.0,1990.0,643.2331
40.80387,-73.91958167,35.85,0.0,1990.0,643.2331
40.80382,-73.919625,59.86,0.0,1915.0,1215.6525
40.80377333,-73.91965833,59.86,0.0,1915.0,1215.6525
40.80373333,-73.91969167,46.02,13.2,1964.0,700.5898
40.80370167,-73.91973167,46.02,13.2,1964.0,700.5898
40.80368333,-73.91977167,46.02,13.2,1964.0,700.5898
40.80371833,-73.91994333,46.02,13.2,1964.0,700.5898
40.80374667,-73.92001833,58.475,0.745,1922.5,472.06534
40.803775,-73.92010667,58.475,0.745,1922.5,472.06534
40.80385333,-73.92030667,25.46,0.0,1931.0,341.75403
40.80394833,-73.920525,25.46,0.0,1931.0,400.4699
40.80399333,-73.92064,25.46,0.0,1931.0,400.4699
40.80408,-73.92086167,0.0,-1.0,0.0,0.0
40.80412667,-73.92096167,25.943333,0.58732915,1931.0,4219.965
40.80416667,-73.92105167,26.77,0.0,1931.0,953.6065
40.80420167,-73.92113167,26.77,0.0,1931.0,953.6065
40.80427667,-73.92132333,0.0,-1.0,0.0,0.0
40.80429667,-73.92137167,0.0,-1.0,0.0,0.0
40.80432667,-73.92143833,0.0,-1.0,0.0,0.0
40.80436167,-73.92151167,0.0,-1.0,0.0,0.0
40.80439667,-73.92159333,0.0,-1.0,0.0,0.0
40.80443667,-73.921685,0.0,-1.0,0.0,0.0
40.80448,-73.92178167,0.0,-1.0,0.0,0.0
40.80456667,-73.92198667,79.98,0.0,1913.0,165.41704
40.80461,-73.92209,79.98,0.0,1913.0,165.41704
40.804655,-73.922195,31.638212,18.45045,1959.0,671.4199
40.80469833,-73.9223,31.638212,18.45045,1959.0,671.4199
40.80474333,-73.92240667,57.69,0.0,1931.0,482.8935
40.80478833,-73.922515,57.69,0.0,1931.0,482.8935
40.804835,-73.92262833,57.69,0.0,1931.0,482.8935
40.80492833,-73.92285833,70.0,0.0,2020.0,569.50397
40.80497,-73.92297167,31.66,0.0,1931.0,636.02783
40.80501167,-73.92308,31.66,0.0,1931.0,636.02783
40.805055,-73.92318167,31.66,0.0,1931.0,0.26465166
40.80515167,-73.923385,31.66,0.0,1931.0,0.26465166
40.80520167,-73.92349167,31.66,0.0,1931.0,254.95032
40.80524667,-73.92360167,31.66,0.0,1931.0,254.95032
40.805295,-73.92371,0.0,-1.0,0.0,0.0
40.80539,-73.92392167,0.0,-1.0,0.0,0.0
40.80543667,-73.92403,0.0,-1.0,0.0,0.0
40.80548,-73.92413667,19.665,4.435,1931.0,3803.9753
40.805525,-73.92424333,19.665,4.435,1931.0,3803.9753
40.80557,-73.92434833,24.1,0.0,1931.0,655.02594
40.80561667,-73.92445833,24.1,0.0,1931.0,655.02594
40.80566167,-73.924565,0.0,-1.0,0.0,0.0
40.80570167,-73.92465833,0.0,-1.0,0.0,0.0
40.80573333,-73.92473667,0.0,-1.0,0.0,0.0
40.80575833,-73.9248,0.0,-1.0,0.0,0.0
40.805775,-73.92484667,0.0,-1.0,0.0,0.0
40.80579,-73.92488167,0.0,-1.0,0.0,0.0
40.80580167,-73.92491,0.0,-1.0,0.0,0.0
40.80581333,-73.92493333,0.0,-1.0,0.0,0.0
40.80585,-73.92506833,0.0,-1.0,0.0,0.0
40.80589167,-73.92520667,0.0,-1.0,0.0,0.0
40.80594167,-73.92524667,0.0,-1.0,0.0,0.0
40.80596833,-73.92531333,0.0,-1.0,0.0,0.0
40.80599167,-73.92536,22.79,0.0,1981.0,41.051598
40.80614,-73.92578333,73.88729,51.09729,1995.0,82.15253
40.80615333,-73.92582167,73.88729,51.09729,1995.0,82.15253
40.80618167,-73.92590333,124.98457,0.0,2009.0,1925.5107
40.80619167,-73.92594167,124.98457,0.0,2009.0,1925.5107
40.80620333,-73.92597833,124.98457,0.0,2009.0,1925.5107
40.80621333,-73.92601167,124.98457,0.0,2009.0,1925.5107
40.806225,-73.92603833,124.98457,0.0,2009.0,1925.5107
40.80624,-73.926065,124.98457,0.0,2009.0,1925.5107
40.80625,-73.926095,124.98457,0.0,2009.0,1925.5107
40.806265,-73.92612667,0.0,-1.0,0.0,0.0
40.80629167,-73.92619333,45.293335,1.4918966,1915.0,780.24615
40.80630167,-73.92623,45.293335,1.4918966,1915.0,780.24615
40.80631667,-73.926265,45.293335,1.4918966,1915.0,780.24615
40.80633,-73.92630333,45.293335,1.4918966,1915.0,780.24615
40.80635,-73.92634,45.293335,1.4918966,1915.0,780.24615
40.806365,-73.92638,45.293335,1.4918966,1915.0,780.24615
40.80638333,-73.92641667,129.63416,0.0,2012.0,22.64767
40.80639333,-73.92645333,129.63416,0.0,2012.0,22.64767
40.80640667,-73.92648667,129.63416,0.0,2012.0,22.64767
40.80641333,-73.92652167,129.63416,0.0,2012.0,22.64767
40.80642333,-73.92654833,129.63416,0.0,2012.0,22.64767
40.806435,-73.92657667,129.63416,0.0,2012.0,22.64767
40.80644833,-73.926605,129.63416,0.0,2012.0,22.64767
40.80646167,-73.92663,129.63416,0.0,2012.0,22.64767
40.806495,-73.92664333,129.63416,0.0,2012.0,22.64767
40.80659833,-73.92671833,47.335,0.81882536,1915.0,2219.1953
40.80661333,-73.92674833,47.335,0.81882536,1915.0,2219.1953
40.80663333,-73.92679167,47.335,0.81882536,1915.0,2219.1953
40.80665667,-73.92684667,47.335,0.81882536,1915.0,2219.1953
40.806685,-73.92690667,47.335,0.81882536,1915.0,2219.1953
40.80674333,-73.92704167,47.11,0.49,1915.0,112.329575
