lat,long,connectivity_res1000,node_density_res1000,entropy_degree_res1000,closeness_100_res1000,closeness_500_res1000,closeness_1000_res1000,intersection_res1000
40.81164333,-73.90964667,5.4920635,63.0,0.5488744,2.4573935e-06,9.959609e-06,2.0590353e-05,63.0
40.81157833,-73.90966167,5.4920635,63.0,0.5488744,2.4573935e-06,9.959609e-06,2.0590353e-05,63.0
40.81151,-73.909675,5.4920635,63.0,0.5488744,2.4573935e-06,9.959609e-06,2.0590353e-05,63.0
40.81144167,-73.90969333,5.4920635,63.0,0.5488744,2.4573935e-06,9.959609e-06,2.0590353e-05,63.0
40.81137667,-73.909705,5.4920635,63.0,0.5488744,2.4573935e-06,9.959609e-06,2.0590353e-05,63.0
40.81132,-73.90971333,5.4920635,63.0,0.5488744,2.4573935e-06,9.959609e-06,2.0590353e-05,63.0
40.81123,-73.909745,5.4920635,63.0,0.5488744,2.4573935e-06,9.959609e-06,2.0590353e-05,63.0
40.81120333,-73.909755,5.4920635,63.0,0.5488744,2.4573935e-06,9.959609e-06,2.0590353e-05,63.0
40.81116167,-73.90977,5.4920635,63.0,0.5488744,2.4573935e-06,9.959609e-06,2.0590353e-05,63.0
40.81111833,-73.90978667,5.4920635,63.0,0.5488744,2.4573935e-06,9.959609e-06,2.0590353e-05,63.0
40.81106,-73.90980833,5.4920635,63.0,0.5488744,2.4573935e-06,9.959609e-06,2.0590353e-05,63.0
40.810865,-73.909875,5.4920635,63.0,0.5488744,2.4573935e-06,9.959609e-06,2.0590353e-05,63.0
40.81081,-73.9099,5.4920635,63.0,0.5488744,2.4573935e-06,9.959609e-06,2.0590353e-05,63.0
40.81075333,-73.90992833,5.4920635,63.0,0.5488744,2.4573935e-06,9.959609e-06,2.0590353e-05,63.0
40.810705,-73.909965,5.4920635,63.0,0.5488744,2.4573935e-06,9.959609e-06,2.0590353e-05,63.0
40.81062833,-73.90995167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.8106,-73.90991333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.810515,-73.90974333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.810495,-73.90966667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.81047333,-73.90959167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.810445,-73.90951833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.81042333,-73.90944,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.8104,-73.909385,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.81038,-73.909345,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.81033333,-73.90925333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.81030667,-73.90922333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.81029333,-73.90917333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.81028,-73.90911833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.81026167,-73.909055,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.81023833,-73.90897833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.81021833,-73.908895,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.81017333,-73.90871333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.810155,-73.90862167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.81013833,-73.90853667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.81012667,-73.90847,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.810125,-73.90843167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.81009667,-73.90818333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.81007833,-73.9081,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.81006,-73.90800833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.81004,-73.90791833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.810025,-73.90782333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80997833,-73.907525,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.809905,-73.90740667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80987,-73.90739667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80982833,-73.90739833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80977667,-73.90741167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80964333,-73.907465,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80957167,-73.90749167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80950167,-73.90751833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80944167,-73.90753833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80939833,-73.90755,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80920333,-73.90761333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80913833,-73.90763833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80906667,-73.90766,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80899,-73.90768,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80891167,-73.90770167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.808825,-73.90772667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.808735,-73.90775667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80864333,-73.907785,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80855,-73.90781833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80845667,-73.90785667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80836,-73.90789333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80826167,-73.90792833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80806667,-73.90800833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80797667,-73.90802667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.807885,-73.90804667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80778833,-73.90808667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80769167,-73.90813,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80759667,-73.90817333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.8075,-73.90821333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80741333,-73.908245,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80732833,-73.90827,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80723833,-73.90829833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80704833,-73.90836333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.806955,-73.90839667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80687167,-73.90842833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80679667,-73.908455,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80674,-73.90848,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80669667,-73.90849667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80663333,-73.90853,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80654167,-73.90859333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80648333,-73.90863333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80643,-73.908675,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80638833,-73.90871333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80634667,-73.90875333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80631167,-73.9088,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80628333,-73.90885167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80626,-73.90889833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80624833,-73.90893667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80624333,-73.90896333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80621667,-73.909165,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.806185,-73.909225,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80615,-73.90930167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80609667,-73.90947667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80606833,-73.90954667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80603667,-73.909595,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80601333,-73.90964667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80599,-73.9097,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80597167,-73.90976,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80591167,-73.90987167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80590333,-73.90990833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.805895,-73.90994667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80588667,-73.90998333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80574833,-73.910005,4.637681,69.0,0.68799233,2.5578177e-06,7.824982e-06,1.5939073e-05,67.0
40.80571167,-73.90990833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80562667,-73.90979167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80555333,-73.90964,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80539,-73.90940833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80531333,-73.90931,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80523667,-73.90921167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80516667,-73.90911833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80509833,-73.90902667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80503167,-73.90895333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80498833,-73.90889167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.804955,-73.90883167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80489167,-73.90870167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80486167,-73.90863833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80483667,-73.90858,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.804815,-73.90852667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80479667,-73.90847333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80478,-73.90842333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80476667,-73.90837333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80474,-73.908315,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80463667,-73.90824,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.804555,-73.90812,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80449833,-73.90805,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80446,-73.90797167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80441167,-73.90789,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80431833,-73.90774667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.804275,-73.90767833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.804235,-73.907605,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80420833,-73.907515,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.804175,-73.90745167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.804135,-73.90736167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80409667,-73.90721833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80413667,-73.90718,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80417833,-73.907135,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80422333,-73.90709,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80427167,-73.90704333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80432667,-73.906985,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80438,-73.90693,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80442667,-73.906875,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80446833,-73.90682833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.8045,-73.90678333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80451333,-73.90674167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80451,-73.9067,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80448833,-73.90665667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80445333,-73.90660667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80441167,-73.90655667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80436667,-73.90649,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80432333,-73.906415,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.804275,-73.90633,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80422333,-73.90624167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80412,-73.90606,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80407,-73.90597,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80394333,-73.90573333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.803915,-73.90568167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80389167,-73.90563,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.803875,-73.90562667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80382333,-73.905605,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.803785,-73.90562833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80373833,-73.90566833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80368667,-73.90572167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80363333,-73.90577667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80357833,-73.90583167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80352833,-73.90588333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80348333,-73.90592667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80344333,-73.90596667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80340833,-73.906,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80338333,-73.90602333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80331667,-73.90607,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80328,-73.90609333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80319667,-73.90617,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80311667,-73.90625667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.803035,-73.90634667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80296167,-73.90642833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.802895,-73.90650333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80274667,-73.90665167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80267333,-73.906725,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.8026,-73.9068,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80252833,-73.90687333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80245333,-73.90694833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80237833,-73.90702,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80230833,-73.90709167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80225167,-73.90714667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.802215,-73.90718,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80219167,-73.907205,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80219167,-73.90729,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80221667,-73.90734333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80225167,-73.90740333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80229667,-73.90747,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80234333,-73.90754833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.802395,-73.90763833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80244667,-73.90773333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80250333,-73.90783167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.802615,-73.90803167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80266833,-73.90812667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80271333,-73.90820333,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80275833,-73.90829,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80281167,-73.90837167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80283,-73.90840167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80285,-73.90844167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80287333,-73.90849167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80294,-73.908605,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80298,-73.90866833,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.803025,-73.90873667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80307167,-73.90881667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80312,-73.90890167,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80317,-73.90898667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80322,-73.90907667,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80327167,-73.90917,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80332167,-73.909265,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80337667,-73.90936,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
40.80343333,-73.909455,5.3333335,48.0,0.6499879,2.8176976e-06,8.586136e-06,1.5667865e-05,46.0
