lat,long,population_res1000
40.80379333,-73.91610167,6814.515607410007
40.80383,-73.91619833,6814.515607410007
40.80387667,-73.91630333,8430.070976893105
40.80392,-73.91641167,8430.070976893105
40.80396833,-73.916525,8430.070976893105
40.80401667,-73.91664333,8430.070976893105
40.80417333,-73.91703167,8430.070976893105
40.80422333,-73.917165,8430.070976893105
40.80427333,-73.917295,8430.070976893105
40.80432333,-73.91742167,8430.070976893105
40.80437167,-73.917545,8430.070976893105
40.80442,-73.917665,8430.070976893105
40.804465,-73.91777333,8430.070976893105
40.80450667,-73.91787167,8430.070976893105
40.80454167,-73.91795833,8430.070976893105
40.80456833,-73.91803333,8430.070976893105
40.80459,-73.91809167,8430.070976893105
40.804605,-73.91813,8430.070976893105
40.80464667,-73.91817167,8430.070976893105
40.80466667,-73.91821667,8430.070976893105
40.80469,-73.91826333,8430.070976893105
40.80471333,-73.91831333,8430.070976893105
40.80473667,-73.91836667,8430.070976893105
40.80475667,-73.91842667,8430.070976893105
40.80477667,-73.91848833,8430.070976893105
40.80479333,-73.91855,8430.070976893105
40.80480667,-73.91861167,8430.070976893105
40.80480667,-73.91873167,8430.070976893105
40.80479667,-73.91877,8430.070976893105
40.804775,-73.91879833,8430.070976893105
40.80475,-73.91882167,8430.070976893105
40.80472667,-73.91884,8430.070976893105
40.80469,-73.91885667,8430.070976893105
40.80467667,-73.91885833,8430.070976893105
40.80465,-73.91886667,8430.070976893105
40.804585,-73.91888667,8430.070976893105
40.80453,-73.91890333,8430.070976893105
40.80437833,-73.91896,8430.070976893105
40.80431,-73.91901333,8430.070976893105
40.80436667,-73.91925333,8430.070976893105
40.80433333,-73.91928333,8430.070976893105
40.80428833,-73.919295,8430.070976893105
40.80417,-73.919355,8430.070976893105
40.80410333,-73.91938833,8430.070976893105
40.80402833,-73.919435,8430.070976893105
40.80400833,-73.91945333,8430.070976893105
40.80391667,-73.91954167,8430.070976893105
40.80387,-73.91958167,8430.070976893105
40.80382,-73.919625,8430.070976893105
40.80377333,-73.91965833,8430.070976893105
40.80373333,-73.91969167,8430.070976893105
40.80370167,-73.91973167,8430.070976893105
40.80368333,-73.91977167,8430.070976893105
40.80371833,-73.91994333,8430.070976893105
40.80374667,-73.92001833,8430.070976893105
40.803775,-73.92010667,8430.070976893105
40.80385333,-73.92030667,8430.070976893105
40.80394833,-73.920525,8430.070976893105
40.80399333,-73.92064,8430.070976893105
40.80408,-73.92086167,8430.070976893105
40.80412667,-73.92096167,8430.070976893105
40.80416667,-73.92105167,8430.070976893105
40.80420167,-73.92113167,8430.070976893105
40.80427667,-73.92132333,8430.070976893105
40.80429667,-73.92137167,8430.070976893105
40.80432667,-73.92143833,8430.070976893105
40.80436167,-73.92151167,8430.070976893105
40.80439667,-73.92159333,8430.070976893105
40.80443667,-73.921685,8430.070976893105
40.80448,-73.92178167,8430.070976893105
40.80456667,-73.92198667,8430.070976893105
40.80461,-73.92209,8430.070976893105
40.804655,-73.922195,8430.070976893105
40.80469833,-73.9223,8430.070976893105
40.80474333,-73.92240667,8430.070976893105
40.80478833,-73.922515,8430.070976893105
40.804835,-73.92262833,8430.070976893105
40.80492833,-73.92285833,8430.070976893105
40.80497,-73.92297167,8430.070976893105
40.80501167,-73.92308,8430.070976893105
40.805055,-73.92318167,8430.070976893105
40.80515167,-73.923385,8430.070976893105
40.80520167,-73.92349167,8430.070976893105
40.80524667,-73.92360167,8430.070976893105
40.805295,-73.92371,8430.070976893105
40.80539,-73.92392167,8430.070976893105
40.80543667,-73.92403,8430.070976893105
40.80548,-73.92413667,8430.070976893105
40.805525,-73.92424333,8430.070976893105
40.80557,-73.92434833,8430.070976893105
40.80561667,-73.92445833,8430.070976893105
40.80566167,-73.924565,8430.070976893105
40.80570167,-73.92465833,1947.1331920084385
40.80573333,-73.92473667,1947.1331920084385
40.80575833,-73.9248,1947.1331920084385
40.805775,-73.92484667,1947.1331920084385
40.80579,-73.92488167,1947.1331920084385
40.80580167,-73.92491,1947.1331920084385
40.80581333,-73.92493333,1947.1331920084385
40.80585,-73.92506833,1947.1331920084385
40.80589167,-73.92520667,1947.1331920084385
40.80594167,-73.92524667,1947.1331920084385
40.80596833,-73.92531333,1947.1331920084385
40.80599167,-73.92536,1947.1331920084385
40.80614,-73.92578333,1947.1331920084385
40.80615333,-73.92582167,1947.1331920084385
40.80618167,-73.92590333,1947.1331920084385
40.80619167,-73.92594167,1947.1331920084385
40.80620333,-73.92597833,1947.1331920084385
40.80621333,-73.92601167,1947.1331920084385
40.806225,-73.92603833,1947.1331920084385
40.80624,-73.926065,1947.1331920084385
40.80625,-73.926095,1947.1331920084385
40.806265,-73.92612667,1947.1331920084385
40.80629167,-73.92619333,1947.1331920084385
40.80630167,-73.92623,1947.1331920084385
40.80631667,-73.926265,1947.1331920084385
40.80633,-73.92630333,1947.1331920084385
40.80635,-73.92634,1947.1331920084385
40.806365,-73.92638,1947.1331920084385
40.80638333,-73.92641667,1947.1331920084385
40.80639333,-73.92645333,1947.1331920084385
40.80640667,-73.92648667,1947.1331920084385
40.80641333,-73.92652167,1947.1331920084385
40.80642333,-73.92654833,1947.1331920084385
40.806435,-73.92657667,1947.1331920084385
40.80644833,-73.926605,1947.1331920084385
40.80646167,-73.92663,1947.1331920084385
40.806495,-73.92664333,1947.1331920084385
40.80659833,-73.92671833,1947.1331920084385
40.80661333,-73.92674833,1947.1331920084385
40.80663333,-73.92679167,1947.1331920084385
40.80665667,-73.92684667,1947.1331920084385
40.806685,-73.92690667,1947.1331920084385
40.80674333,-73.92704167,1947.1331920084385
40.80677333,-73.92711333,1947.1331920084385
40.80680333,-73.92719,1947.1331920084385
40.80684333,-73.92727333,1947.1331920084385
40.806885,-73.92736167,1947.1331920084385
40.80692833,-73.92745333,1947.1331920084385
40.80697,-73.92754667,1947.1331920084385
40.807015,-73.92765333,1947.1331920084385
40.807105,-73.92789167,1947.1331920084385
40.80715167,-73.928015,1947.1331920084385
40.80720167,-73.92813667,1947.1331920084385
40.80734167,-73.92849167,1947.1331920084385
40.80738667,-73.92860333,1947.1331920084385
40.80743667,-73.92871667,1947.1331920084385
40.807485,-73.92882833,1947.1331920084385
40.80753333,-73.92894,1947.1331920084385
40.807575,-73.92904667,1947.1331920084385
40.807615,-73.92914667,1947.1331920084385
40.80765,-73.929235,1947.1331920084385
40.80767833,-73.92931333,1947.1331920084385
40.80769833,-73.92938333,1947.1331920084385
40.80772667,-73.92942833,1947.1331920084385
40.80777333,-73.92943167,1947.1331920084385
40.80781833,-73.92942333,1947.1331920084385
40.80786833,-73.92940667,1947.1331920084385
40.80792167,-73.929375,7225.53295081357
40.80798,-73.92933,7225.53295081357
40.808045,-73.92927667,7225.53295081357
40.80811333,-73.92922,7225.53295081357
40.80823667,-73.929115,7225.53295081357
40.808295,-73.92906667,7225.53295081357
40.80834833,-73.92902667,7225.53295081357
40.80839833,-73.92898833,7225.53295081357
40.80844333,-73.92895,7225.53295081357
40.80848333,-73.92892333,7225.53295081357
40.80851167,-73.92890667,7225.53295081357
40.808535,-73.92889,7225.53295081357
40.80855833,-73.92887167,7225.53295081357
40.808615,-73.92883333,7225.53295081357
40.80865,-73.92881333,7225.53295081357
40.80868667,-73.92879,7225.53295081357
40.808725,-73.92876,7225.53295081357
40.80875833,-73.92873167,7225.53295081357
40.80878,-73.92871333,7225.53295081357
40.808945,-73.92870167,7225.53295081357
40.80916,-73.92889333,7225.53295081357
40.80921833,-73.92895667,7225.53295081357
40.80928,-73.92902667,7225.53295081357
40.80934333,-73.92909833,7225.53295081357
40.80940833,-73.929165,7225.53295081357
40.80946833,-73.92924,7225.53295081357
40.80953333,-73.92931167,7225.53295081357
40.809595,-73.92939,7225.53295081357
40.80965667,-73.92947167,7225.53295081357
40.80972,-73.92955667,7225.53295081357
40.80985667,-73.92972667,7225.53295081357
40.80992333,-73.929815,7225.53295081357
40.809995,-73.92990333,7225.53295081357
40.81013833,-73.93008167,7225.53295081357
40.81020833,-73.930175,7225.53295081357
40.81028,-73.93026833,7225.53295081357
40.81035167,-73.93036167,7225.53295081357
40.81042667,-73.93046,7225.53295081357
40.8105,-73.930555,7225.53295081357
40.81057333,-73.93064833,7225.53295081357
40.81064833,-73.93073,7225.53295081357
40.81072667,-73.93080333,7225.53295081357
40.810895,-73.93093167,7225.53295081357
40.81098667,-73.93099167,7225.53295081357
40.81107667,-73.93105167,7225.53295081357
40.81117,-73.93110333,7225.53295081357
40.811265,-73.931135,7225.53295081357
40.81136333,-73.93114,7225.53295081357
40.81145667,-73.93114,7225.53295081357
40.81154833,-73.93112667,7225.53295081357
40.81162333,-73.9311,7225.53295081357
40.81169333,-73.93104833,7225.53295081357
40.81176167,-73.93097167,7225.53295081357
40.811825,-73.930875,7225.53295081357
40.81188833,-73.93076667,7225.53295081357
40.811945,-73.93065,7225.53295081357
40.81199667,-73.93053333,7225.53295081357
40.812045,-73.93042,7225.53295081357
40.81209333,-73.93031,7225.53295081357
40.81214,-73.93020667,7225.53295081357
40.812185,-73.93011333,7225.53295081357
40.81222833,-73.93002833,7225.53295081357
40.81226833,-73.92995333,7225.53295081357
40.81230333,-73.92989167,7225.53295081357
40.812355,-73.9298,7225.53295081357
40.81237833,-73.929755,7225.53295081357
40.81240667,-73.92971,7225.53295081357
40.81245667,-73.92962333,7225.53295081357
40.81248,-73.929575,7225.53295081357
40.81250667,-73.92952667,7225.53295081357
40.81253333,-73.92948333,7225.53295081357
40.81259333,-73.92942333,7225.53295081357
40.81262667,-73.92941,7225.53295081357
40.81266,-73.92941,7225.53295081357
40.81269667,-73.92942667,7225.53295081357
40.81273,-73.929465,7225.53295081357
40.81276,-73.92950833,7225.53295081357
40.81279833,-73.92955,7225.53295081357
40.81284,-73.92958167,7225.53295081357
40.81296667,-73.92971667,7225.53295081357
40.81303167,-73.92978833,7225.53295081357
40.813085,-73.929845,7225.53295081357
40.81312333,-73.92989167,7225.53295081357
40.81315,-73.92992833,7225.53295081357
40.81341833,-73.930185,7225.53295081357
40.81345167,-73.93022,7225.53295081357
40.81346667,-73.93025,7225.53295081357
40.81348,-73.93027833,7225.53295081357
40.81349333,-73.93031333,7225.53295081357
40.81350833,-73.93035333,7225.53295081357
40.81354833,-73.93044667,7225.53295081357
40.813565,-73.93049,7225.53295081357
40.81359833,-73.93057667,7225.53295081357
40.813615,-73.93061667,7225.53295081357
40.813655,-73.930715,7225.53295081357
40.81368333,-73.93075833,7225.53295081357
40.81371833,-73.93080167,7225.53295081357
40.81376167,-73.93083333,7225.53295081357
40.813815,-73.93085,7225.53295081357
40.81387667,-73.93085333,7225.53295081357
40.81402833,-73.930825,7225.53295081357
40.81411333,-73.930795,7225.53295081357
40.81437833,-73.9307,7225.53295081357
40.814475,-73.93066333,7225.53295081357
40.81457833,-73.93062833,7225.53295081357
40.81468167,-73.93060333,7225.53295081357
40.81478667,-73.93059167,7225.53295081357
40.81489333,-73.930585,7225.53295081357
40.81499333,-73.93058333,7225.53295081357
40.81508833,-73.93058333,7225.53295081357
40.81517667,-73.93058333,7225.53295081357
40.81535333,-73.93057833,7225.53295081357
40.81544333,-73.930575,7225.53295081357
40.81561667,-73.93055333,7225.53295081357
40.81572333,-73.93053667,7225.53295081357
40.81583333,-73.930525,7225.53295081357
40.81593667,-73.93048833,7225.53295081357
40.81602167,-73.93045333,7225.53295081357
40.81611333,-73.930395,7225.53295081357
40.81619333,-73.93036,7225.53295081357
40.81624667,-73.930335,7225.53295081357
40.81630333,-73.93032667,3146.6185794257453
40.816355,-73.93031833,3146.6185794257453
40.81645,-73.93029833,3146.6185794257453
40.8165,-73.93028667,3146.6185794257453
40.816545,-73.93027167,3146.6185794257453
40.81658667,-73.93025167,3146.6185794257453
40.81662167,-73.93023167,3146.6185794257453
40.81664333,-73.93021167,3146.6185794257453
40.816665,-73.93021167,3146.6185794257453
40.81667833,-73.93021,3146.6185794257453
40.81672667,-73.93019,3146.6185794257453
40.81674833,-73.93017333,3146.6185794257453
40.81682667,-73.93013,3146.6185794257453
40.81686833,-73.93010667,3146.6185794257453
40.816915,-73.93010667,3146.6185794257453
40.81700667,-73.93005667,3146.6185794257453
40.81706,-73.930025,3146.6185794257453
40.81712167,-73.92999667,3146.6185794257453
40.81719,-73.929965,3146.6185794257453
40.81732,-73.9299,3146.6185794257453
40.81737833,-73.92986833,3146.6185794257453
40.81743167,-73.92984,3146.6185794257453
40.81748167,-73.92981167,3146.6185794257453
40.81758,-73.92973333,3146.6185794257453
40.81762,-73.92971667,3146.6185794257453
40.81773833,-73.92967333,3146.6185794257453
40.817805,-73.92964833,3146.6185794257453
40.81787333,-73.92962,3146.6185794257453
40.81794333,-73.92959167,3146.6185794257453
40.818015,-73.92956667,3146.6185794257453
40.81808333,-73.92953833,3146.6185794257453
40.818155,-73.92951,3146.6185794257453
40.81822333,-73.929485,3146.6185794257453
40.81835,-73.92944333,3146.6185794257453
40.8184,-73.92942333,3146.6185794257453
40.818435,-73.92941833,3146.6185794257453
40.81851333,-73.929435,3146.6185794257453
40.81856333,-73.92941833,3146.6185794257453
40.81862,-73.92940167,3146.6185794257453
40.81868167,-73.92938667,3146.6185794257453
40.81880333,-73.92934,3146.6185794257453
40.81886,-73.92931167,3146.6185794257453
40.81891167,-73.92928167,3146.6185794257453
40.81896667,-73.92925667,3146.6185794257453
40.81903,-73.92923333,3146.6185794257453
40.819095,-73.92921167,3146.6185794257453
40.81916333,-73.92918167,3146.6185794257453
40.819235,-73.92915,3146.6185794257453
40.81930833,-73.92911667,3146.6185794257453
40.81946333,-73.92904833,3146.6185794257453
40.81955,-73.92901333,3146.6185794257453
40.81963833,-73.92897833,3146.6185794257453
40.819725,-73.92894333,3146.6185794257453
40.819815,-73.92891167,3146.6185794257453
40.8199,-73.92888167,3146.6185794257453
40.81998333,-73.92884333,3146.6185794257453
40.820065,-73.92880667,3146.6185794257453
40.82014833,-73.92877333,3146.6185794257453
40.82023333,-73.92874,3146.6185794257453
40.82031333,-73.92870667,3146.6185794257453
40.82038833,-73.92867667,3146.6185794257453
40.82045,-73.92865167,3146.6185794257453
40.8205,-73.92862833,3146.6185794257453
40.82053667,-73.92861167,3146.6185794257453
40.820575,-73.92859667,3146.6185794257453
40.820625,-73.92858,3146.6185794257453
40.82068333,-73.92856833,3146.6185794257453
40.820745,-73.92855167,3146.6185794257453
40.820815,-73.92852667,3146.6185794257453
40.82088167,-73.92849167,3146.6185794257453
40.82094833,-73.92845833,3146.6185794257453
40.82101333,-73.92843,3146.6185794257453
40.821145,-73.928375,3146.6185794257453
40.82120833,-73.928355,3146.6185794257453
40.82125167,-73.928345,3146.6185794257453
40.82132333,-73.92833167,3146.6185794257453
40.821405,-73.92832833,3146.6185794257453
40.82146,-73.92832,3146.6185794257453
40.82167667,-73.928145,3146.6185794257453
40.82165,-73.92811333,3146.6185794257453
40.82158833,-73.928045,3146.6185794257453
