lat,long,var_res100_mean_5x5,building_area_per_pixel_res100_mean_5x5
40.81006,-73.90800833,1.1069107,0.27662483
40.81004,-73.90791833,1.1069107,0.27662483
40.810025,-73.90782333,1.1069107,0.27662483
40.80997833,-73.907525,1.1069107,0.27662483
40.809905,-73.90740667,1.1069107,0.27662483
40.80987,-73.90739667,1.1069107,0.27662483
40.80982833,-73.90739833,1.1069107,0.27662483
40.80977667,-73.90741167,1.1069107,0.27662483
40.80964333,-73.907465,0.9381242,0.23101084
40.80957167,-73.90749167,0.9381242,0.23101084
40.80950167,-73.90751833,0.9381242,0.23101084
40.80944167,-73.90753833,0.9381242,0.23101084
40.80939833,-73.90755,0.9381242,0.23101084
40.80920333,-73.90761333,0.9381242,0.23101084
40.80913833,-73.90763833,0.9381242,0.23101084
40.80906667,-73.90766,0.9381242,0.23101084
40.80899,-73.90768,0.9381242,0.23101084
40.80891167,-73.90770167,0.9381242,0.23101084
40.808825,-73.90772667,0.9381242,0.23101084
40.808735,-73.90775667,1.0274721,0.18942803
40.80864333,-73.907785,1.0274721,0.18942803
40.80855,-73.90781833,1.0274721,0.18942803
40.80845667,-73.90785667,1.0274721,0.18942803
40.80836,-73.90789333,1.0274721,0.18942803
40.80826167,-73.90792833,1.0274721,0.18942803
40.80806667,-73.90800833,1.0274721,0.18942803
40.80797667,-73.90802667,1.0274721,0.18942803
40.807885,-73.90804667,1.0274721,0.18942803
40.80778833,-73.90808667,1.1355994,0.17499802
40.80769167,-73.90813,1.1355994,0.17499802
40.80759667,-73.90817333,1.1355994,0.17499802
40.8075,-73.90821333,1.1355994,0.17499802
40.80741333,-73.908245,1.1483828,0.18648686
40.80732833,-73.90827,1.1483828,0.18648686
40.80723833,-73.90829833,1.1483828,0.18648686
40.80704833,-73.90836333,1.1483828,0.18648686
40.806955,-73.90839667,1.1083118,0.21536453
40.80687167,-73.90842833,1.1083118,0.21536453
40.80679667,-73.908455,1.1083118,0.21536453
40.80674,-73.90848,1.1083118,0.21536453
40.80669667,-73.90849667,1.1083118,0.21536453
40.80663333,-73.90853,1.1083118,0.21536453
40.80654167,-73.90859333,1.1083118,0.21536453
40.80648333,-73.90863333,1.1083118,0.21536453
40.80643,-73.908675,1.1083118,0.21536453
40.80638833,-73.90871333,1.1083118,0.21536453
40.80634667,-73.90875333,1.1083118,0.21536453
40.80631167,-73.9088,1.1083118,0.21536453
40.80628333,-73.90885167,1.1083118,0.21536453
40.80626,-73.90889833,1.1083118,0.21536453
40.80624833,-73.90893667,1.1083118,0.21536453
40.80624333,-73.90896333,1.1083118,0.21536453
40.80621667,-73.909165,1.0599726,0.21114418
40.806185,-73.909225,1.0599726,0.21114418
40.80615,-73.90930167,1.0599726,0.21114418
40.80609667,-73.90947667,1.0599726,0.21114418
40.80606833,-73.90954667,0.97381,0.21787128
40.80603667,-73.909595,0.97381,0.21787128
40.80601333,-73.90964667,0.97381,0.21787128
40.80599,-73.9097,0.97381,0.21787128
40.80597167,-73.90976,0.97381,0.21787128
40.80591167,-73.90987167,0.97381,0.21787128
40.80590333,-73.90990833,0.97381,0.21787128
40.805895,-73.90994667,0.97381,0.21787128
40.80588667,-73.90998333,0.97381,0.21787128
40.80574833,-73.910005,0.87601453,0.2054816
40.80571167,-73.90990833,0.97381,0.21787128
40.80562667,-73.90979167,0.97381,0.21787128
40.80555333,-73.90964,0.97381,0.21787128
40.80539,-73.90940833,0.97381,0.21787128
40.80531333,-73.90931,0.97381,0.21787128
40.80523667,-73.90921167,0.97381,0.21787128
40.80516667,-73.90911833,0.9375998,0.25631234
40.80509833,-73.90902667,1.0121707,0.27477303
40.80503167,-73.90895333,1.0121707,0.27477303
40.80498833,-73.90889167,1.0121707,0.27477303
40.804955,-73.90883167,1.0121707,0.27477303
40.80489167,-73.90870167,1.0121707,0.27477303
40.80486167,-73.90863833,1.0121707,0.27477303
40.80483667,-73.90858,1.0121707,0.27477303
40.804815,-73.90852667,1.0121707,0.27477303
40.80479667,-73.90847333,1.0121707,0.27477303
40.80478,-73.90842333,1.0121707,0.27477303
40.80476667,-73.90837333,1.0121707,0.27477303
40.80474,-73.908315,1.0121707,0.27477303
40.80463667,-73.90824,1.0121707,0.27477303
40.804555,-73.90812,1.0472244,0.25826663
40.80449833,-73.90805,1.0472244,0.25826663
40.80446,-73.90797167,1.0472244,0.25826663
40.80441167,-73.90789,1.0472244,0.25826663
40.80431833,-73.90774667,1.0472244,0.25826663
40.804275,-73.90767833,0.8748091,0.2840528
40.804235,-73.907605,0.8748091,0.2840528
40.80420833,-73.907515,0.8748091,0.2840528
40.804175,-73.90745167,0.8748091,0.2840528
40.804135,-73.90736167,0.8748091,0.2840528
40.80409667,-73.90721833,0.91599655,0.2797891
40.80413667,-73.90718,0.91599655,0.2797891
40.80417833,-73.907135,0.91599655,0.2797891
40.80422333,-73.90709,0.91599655,0.2797891
40.80427167,-73.90704333,0.91599655,0.2797891
40.80432667,-73.906985,1.1814667,0.26777408
40.80438,-73.90693,1.1814667,0.26777408
40.80442667,-73.906875,1.1814667,0.26777408
40.80446833,-73.90682833,1.1814667,0.26777408
40.8045,-73.90678333,1.1814667,0.26777408
40.80451333,-73.90674167,1.1814667,0.26777408
40.80451,-73.9067,1.1814667,0.26777408
40.80448833,-73.90665667,1.1814667,0.26777408
40.80445333,-73.90660667,1.1814667,0.26777408
40.80441167,-73.90655667,1.1814667,0.26777408
40.80436667,-73.90649,1.1814667,0.26777408
40.80432333,-73.906415,1.1610947,0.25190648
40.804275,-73.90633,0.9107185,0.25221628
40.80422333,-73.90624167,0.9107185,0.25221628
40.80412,-73.90606,0.9107185,0.25221628
40.80407,-73.90597,0.9107185,0.25221628
40.80394333,-73.90573333,0.9107185,0.25221628
40.803915,-73.90568167,0.9107185,0.25221628
40.80389167,-73.90563,0.9107185,0.25221628
40.803875,-73.90562667,0.9107185,0.25221628
40.80382333,-73.905605,0.9107185,0.25221628
40.803785,-73.90562833,0.9107185,0.25221628
40.80373833,-73.90566833,0.9107185,0.25221628
40.80368667,-73.90572167,0.9107185,0.25221628
40.80363333,-73.90577667,0.9107185,0.25221628
40.80357833,-73.90583167,0.9107185,0.25221628
40.80352833,-73.90588333,0.9107185,0.25221628
40.80348333,-73.90592667,0.9107185,0.25221628
40.80344333,-73.90596667,0.9107185,0.25221628
40.80340833,-73.906,0.66761565,0.19263247
40.80338333,-73.90602333,0.66761565,0.19263247
40.80331667,-73.90607,0.66761565,0.19263247
40.80328,-73.90609333,0.66761565,0.19263247
40.80319667,-73.90617,0.66761565,0.19263247
40.80311667,-73.90625667,0.66761565,0.19263247
40.803035,-73.90634667,0.66761565,0.19263247
40.80296167,-73.90642833,0.66761565,0.19263247
40.802895,-73.90650333,0.73316795,0.22245893
40.80274667,-73.90665167,0.73316795,0.22245893
40.80267333,-73.906725,0.73316795,0.22245893
40.8026,-73.9068,0.73316795,0.22245893
40.80252833,-73.90687333,0.7082537,0.16112716
40.80245333,-73.90694833,0.7082537,0.16112716
40.80237833,-73.90702,0.7082537,0.16112716
40.80230833,-73.90709167,0.7082537,0.16112716
40.80225167,-73.90714667,0.7082537,0.16112716
40.802215,-73.90718,0.7082537,0.16112716
40.80219167,-73.907205,0.7082537,0.16112716
40.80219167,-73.90729,0.7082537,0.16112716
40.80221667,-73.90734333,0.7252223,0.21583527
40.80225167,-73.90740333,0.7252223,0.21583527
40.80229667,-73.90747,0.7252223,0.21583527
40.80234333,-73.90754833,0.7252223,0.21583527
40.802395,-73.90763833,0.7252223,0.21583527
40.80244667,-73.90773333,0.7252223,0.21583527
40.80250333,-73.90783167,0.7252223,0.21583527
40.802615,-73.90803167,0.74611825,0.2654463
40.80266833,-73.90812667,0.74611825,0.2654463
40.80271333,-73.90820333,0.74611825,0.2654463
40.80275833,-73.90829,0.8153055,0.30387178
40.80281167,-73.90837167,0.8153055,0.30387178
40.80283,-73.90840167,0.8153055,0.30387178
40.80285,-73.90844167,0.8153055,0.30387178
40.80287333,-73.90849167,0.8153055,0.30387178
40.80294,-73.908605,0.8153055,0.30387178
40.80298,-73.90866833,0.8153055,0.30387178
40.803025,-73.90873667,0.8153055,0.30387178
40.80307167,-73.90881667,0.8153055,0.30387178
40.80312,-73.90890167,0.8153055,0.30387178
40.80317,-73.90898667,0.8153055,0.30387178
40.80322,-73.90907667,0.8153055,0.30387178
40.80327167,-73.90917,0.8923376,0.28587323
40.80332167,-73.909265,0.8923376,0.28587323
40.80337667,-73.90936,0.8923376,0.28587323
40.80343333,-73.909455,0.86829,0.28712782
40.80349,-73.90955167,0.86829,0.28712782
40.80354833,-73.909645,0.86829,0.28712782
40.80359333,-73.90975333,0.86829,0.28712782
40.80364167,-73.90986,0.86829,0.28712782
40.80368833,-73.90996167,0.86829,0.28712782
40.80373333,-73.910065,0.8323635,0.2621854
40.803775,-73.91016667,0.8323635,0.2621854
40.80381667,-73.91026833,0.8323635,0.2621854
40.80385833,-73.91036667,0.8323635,0.2621854
40.80390333,-73.910465,0.8323635,0.2621854
40.803945,-73.91056667,0.8323635,0.2621854
40.80399,-73.91066667,0.8323635,0.2621854
40.80403333,-73.91077,0.8323635,0.2621854
40.80407667,-73.91087,0.8323635,0.2621854
40.80416833,-73.91104333,0.8889967,0.24119785
40.80421,-73.91112667,0.8889967,0.24119785
40.804245,-73.91121,0.8889967,0.24119785
40.80427167,-73.91128667,0.8889967,0.24119785
40.804295,-73.911345,0.8889967,0.24119785
40.80431167,-73.911385,0.8889967,0.24119785
40.80432167,-73.91140667,0.8535616,0.21972519
40.80437,-73.91156333,0.8535616,0.21972519
40.804385,-73.911605,0.8535616,0.21972519
40.80441833,-73.91168667,0.8535616,0.21972519
40.80443333,-73.91172667,0.8535616,0.21972519
40.80448,-73.91183333,0.91135526,0.23044817
40.80449833,-73.91187667,0.91135526,0.23044817
40.804515,-73.91191667,0.91135526,0.23044817
40.80453333,-73.91195833,0.91135526,0.23044817
40.80455333,-73.91200333,0.91135526,0.23044817
40.80456833,-73.912045,0.91135526,0.23044817
40.80457167,-73.91207333,0.91135526,0.23044817
40.8046,-73.91214333,0.91135526,0.23044817
40.80461833,-73.91219333,0.91135526,0.23044817
40.804645,-73.912275,0.91135526,0.23044817
40.80469833,-73.91236667,0.91135526,0.23044817
40.804735,-73.91245333,0.91135526,0.23044817
40.804785,-73.912545,0.91135526,0.23044817
40.80482667,-73.91263,0.91135526,0.23044817
40.804865,-73.91271833,0.9881334,0.22525515
40.80490833,-73.91281,0.9881334,0.22525515
40.80495333,-73.91290833,0.9881334,0.22525515
40.80500667,-73.91301333,0.9881334,0.22525515
40.805055,-73.91312,0.9881334,0.22525515
40.80509833,-73.91322667,0.9881334,0.22525515
40.80514167,-73.91332167,0.9881334,0.22525515
40.80522667,-73.91352167,1.0281549,0.20889816
40.805275,-73.913625,1.253128,0.2042912
40.805365,-73.913835,1.253128,0.2042912
40.80540667,-73.91393667,1.253128,0.2042912
40.805445,-73.91403,1.253128,0.2042912
40.80548,-73.91411167,1.253128,0.2042912
40.80550667,-73.914175,1.253128,0.2042912
40.805525,-73.91421167,1.253128,0.2042912
40.805535,-73.91423333,1.253128,0.2042912
40.80557833,-73.91437,1.253128,0.2042912
40.80556833,-73.91442167,1.253128,0.2042912
40.80556,-73.914445,1.253128,0.2042912
40.80552333,-73.9145,1.4059774,0.1988703
40.80547833,-73.91452667,1.4059774,0.1988703
40.80542667,-73.91456333,1.4059774,0.1988703
40.80536667,-73.91460167,1.4059774,0.1988703
40.80530167,-73.91464667,1.4059774,0.1988703
40.80523667,-73.91469667,1.4059774,0.1988703
40.80517333,-73.91474167,1.2615573,0.18684633
40.80511833,-73.91478167,1.2615573,0.18684633
40.805075,-73.91480667,1.2615573,0.18684633
40.80498167,-73.91489167,1.2615573,0.18684633
40.80494,-73.914925,1.2615573,0.18684633
40.80488833,-73.91497167,1.2615573,0.18684633
40.804825,-73.91502333,1.2615573,0.18684633
40.804755,-73.91507667,1.2615573,0.18684633
40.80467,-73.91513833,1.2615573,0.18684633
40.80457833,-73.91521167,1.2615573,0.18684633
40.80448833,-73.91528333,1.2615573,0.18684633
40.80440167,-73.91535,1.2615573,0.18684633
40.80413167,-73.91556,1.2640234,0.16706474
40.80405,-73.915625,1.2640234,0.16706474
40.80396833,-73.91569333,1.2640234,0.16706474
40.803895,-73.91576167,1.2640234,0.16706474
40.80383,-73.91581333,1.2640234,0.16706474
40.80378667,-73.91585333,1.2640234,0.16706474
40.80376333,-73.91588,1.2640234,0.16706474
40.80375167,-73.91591167,1.2640234,0.16706474
40.80376667,-73.91602,1.2640234,0.16706474
40.80379333,-73.91610167,1.2640234,0.16706474
40.80383,-73.91619833,1.2640234,0.16706474
40.80387667,-73.91630333,1.5620941,0.14310843
40.80392,-73.91641167,1.5620941,0.14310843
40.80396833,-73.916525,1.5620941,0.14310843
40.80401667,-73.91664333,1.5620941,0.14310843
40.80417333,-73.91703167,1.5620941,0.14310843
40.80422333,-73.917165,1.7544476,0.1425367
40.80427333,-73.917295,1.7544476,0.1425367
40.80432333,-73.91742167,1.7626175,0.13668054
40.80437167,-73.917545,1.7626175,0.13668054
40.80442,-73.917665,1.7626175,0.13668054
40.804465,-73.91777333,1.7626175,0.13668054
40.80450667,-73.91787167,1.7626175,0.13668054
40.80454167,-73.91795833,1.7626175,0.13668054
40.80456833,-73.91803333,1.7626175,0.13668054
40.80459,-73.91809167,1.6137451,0.14781375
40.804605,-73.91813,1.6137451,0.14781375
40.80464667,-73.91817167,1.6137451,0.14781375
40.80466667,-73.91821667,1.6137451,0.14781375
40.80469,-73.91826333,1.6137451,0.14781375
40.80471333,-73.91831333,1.6137451,0.14781375
40.80473667,-73.91836667,1.6137451,0.14781375
40.80475667,-73.91842667,1.6137451,0.14781375
40.80477667,-73.91848833,1.6137451,0.14781375
40.80479333,-73.91855,1.6137451,0.14781375
40.80480667,-73.91861167,1.6137451,0.14781375
40.80480667,-73.91873167,1.6137451,0.14781375
40.80479667,-73.91877,1.6137451,0.14781375
40.804775,-73.91879833,1.6137451,0.14781375
40.80475,-73.91882167,1.6137451,0.14781375
40.80472667,-73.91884,1.6137451,0.14781375
40.80469,-73.91885667,1.6137451,0.14781375
40.80467667,-73.91885833,1.6137451,0.14781375
40.80465,-73.91886667,1.6137451,0.14781375
40.804585,-73.91888667,1.6137451,0.14781375
40.80453,-73.91890333,1.6137451,0.14781375
40.80437833,-73.91896,1.4607823,0.16626297
40.80431,-73.91901333,1.4116248,0.17718597
40.80436667,-73.91925333,1.4607823,0.16626297
40.80433333,-73.91928333,1.4607823,0.16626297
40.80428833,-73.919295,1.4116248,0.17718597
40.80417,-73.919355,1.4116248,0.17718597
40.80410333,-73.91938833,1.4116248,0.17718597
40.80402833,-73.919435,1.4116248,0.17718597
40.80400833,-73.91945333,1.4116248,0.17718597
40.80391667,-73.91954167,1.4116248,0.17718597
40.80387,-73.91958167,1.4116248,0.17718597
40.80382,-73.919625,1.4116248,0.17718597
40.80377333,-73.91965833,1.4116248,0.17718597
40.80373333,-73.91969167,1.4116248,0.17718597
40.80370167,-73.91973167,1.4116248,0.17718597
40.80368333,-73.91977167,1.4116248,0.17718597
40.80371833,-73.91994333,1.3452896,0.1811901
40.80374667,-73.92001833,1.3452896,0.1811901
40.803775,-73.92010667,1.3452896,0.1811901
40.80385333,-73.92030667,1.3452896,0.1811901
40.80394833,-73.920525,1.3452896,0.1811901
40.80399333,-73.92064,1.3452896,0.1811901
40.80408,-73.92086167,1.121055,0.16700539
40.80412667,-73.92096167,1.121055,0.16700539
40.80416667,-73.92105167,1.121055,0.16700539
40.80420167,-73.92113167,1.121055,0.16700539
40.80427667,-73.92132333,1.121055,0.16700539
40.80429667,-73.92137167,1.121055,0.16700539
40.80432667,-73.92143833,1.1972467,0.17481375
40.80436167,-73.92151167,1.1972467,0.17481375
40.80439667,-73.92159333,1.1972467,0.17481375
40.80443667,-73.921685,0.94004905,0.1494193
40.80448,-73.92178167,0.94004905,0.1494193
40.80456667,-73.92198667,0.94004905,0.1494193
40.80461,-73.92209,0.94004905,0.1494193
40.804655,-73.922195,0.94004905,0.1494193
40.80469833,-73.9223,0.94004905,0.1494193
40.80474333,-73.92240667,0.94004905,0.1494193
40.80478833,-73.922515,0.9034001,0.11823851
40.804835,-73.92262833,0.9034001,0.11823851
40.80492833,-73.92285833,0.9034001,0.11823851
40.80497,-73.92297167,0.9034001,0.11823851
40.80501167,-73.92308,0.9034001,0.11823851
40.805055,-73.92318167,0.9034001,0.11823851
40.80515167,-73.923385,0.9034001,0.11823851
40.80520167,-73.92349167,0.994096,0.08692136
40.80524667,-73.92360167,1.1337949,0.100544006
40.805295,-73.92371,1.1337949,0.100544006
40.80539,-73.92392167,1.1337949,0.100544006
40.80543667,-73.92403,1.1337949,0.100544006
40.80548,-73.92413667,1.1337949,0.100544006
40.805525,-73.92424333,1.1337949,0.100544006
40.80557,-73.92434833,1.1515093,0.09375577
40.80561667,-73.92445833,1.1515093,0.09375577
40.80566167,-73.924565,1.1515093,0.09375577
40.80570167,-73.92465833,1.1515093,0.09375577
40.80573333,-73.92473667,1.1515093,0.09375577
40.80575833,-73.9248,1.1515093,0.09375577
40.805775,-73.92484667,1.1515093,0.09375577
40.80579,-73.92488167,1.1515093,0.09375577
40.80580167,-73.92491,1.1515093,0.09375577
40.80581333,-73.92493333,1.1515093,0.09375577
40.80585,-73.92506833,1.1515093,0.09375577
40.80589167,-73.92520667,0.96766436,0.06436453
40.80594167,-73.92524667,0.96766436,0.06436453
40.80596833,-73.92531333,0.96766436,0.06436453
40.80599167,-73.92536,0.96766436,0.06436453
40.80614,-73.92578333,1.414882,0.08722294
40.80615333,-73.92582167,1.414882,0.08722294
40.80618167,-73.92590333,1.414882,0.08722294
40.80619167,-73.92594167,1.414882,0.08722294
40.80620333,-73.92597833,1.414882,0.08722294
40.80621333,-73.92601167,1.414882,0.08722294
40.806225,-73.92603833,1.414882,0.08722294
40.80624,-73.926065,1.414882,0.08722294
40.80625,-73.926095,1.5075709,0.08920662
40.806265,-73.92612667,1.5075709,0.08920662
40.80629167,-73.92619333,1.5075709,0.08920662
40.80630167,-73.92623,1.5075709,0.08920662
40.80631667,-73.926265,1.5075709,0.08920662
40.80633,-73.92630333,1.5075709,0.08920662
40.80635,-73.92634,1.5075709,0.08920662
40.806365,-73.92638,1.5075709,0.08920662
40.80638333,-73.92641667,1.5075709,0.08920662
40.80639333,-73.92645333,1.5075709,0.08920662
40.80640667,-73.92648667,1.5075709,0.08920662
40.80641333,-73.92652167,1.5075709,0.08920662
40.80642333,-73.92654833,1.5075709,0.08920662
40.806435,-73.92657667,1.5075709,0.08920662
40.80644833,-73.926605,1.5075709,0.08920662
40.80646167,-73.92663,1.5075709,0.08920662
40.806495,-73.92664333,1.5075709,0.08920662
40.80659833,-73.92671833,1.5075709,0.08920662
40.80661333,-73.92674833,1.5075709,0.08920662
40.80663333,-73.92679167,1.5075709,0.08920662
40.80665667,-73.92684667,1.5075709,0.08920662
40.806685,-73.92690667,1.5075709,0.08920662
40.80674333,-73.92704167,1.1116762,0.09765564
40.80677333,-73.92711333,1.1116762,0.09765564
40.80680333,-73.92719,1.1116762,0.09765564
40.80684333,-73.92727333,1.1116762,0.09765564
40.806885,-73.92736167,1.1116762,0.09765564
40.80692833,-73.92745333,1.1116762,0.09765564
40.80697,-73.92754667,1.1116762,0.09765564
40.807015,-73.92765333,1.6761866,0.12332806
40.807105,-73.92789167,1.6173366,0.11327886
40.80715167,-73.928015,1.6173366,0.11327886
40.80720167,-73.92813667,1.6173366,0.11327886
40.80734167,-73.92849167,1.6173366,0.11327886
40.80738667,-73.92860333,1.6173366,0.11327886
40.80743667,-73.92871667,1.6173366,0.11327886
40.807485,-73.92882833,1.5065858,0.0953248
40.80753333,-73.92894,1.5065858,0.0953248
40.807575,-73.92904667,1.5065858,0.0953248
40.807615,-73.92914667,1.5065858,0.0953248
40.80765,-73.929235,1.5065858,0.0953248
40.80767833,-73.92931333,1.5065858,0.0953248
40.80769833,-73.92938333,1.5065858,0.0953248
40.80772667,-73.92942833,1.5065858,0.0953248
40.80777333,-73.92943167,1.5065858,0.0953248
40.80781833,-73.92942333,1.5065858,0.0953248
40.80786833,-73.92940667,1.5065858,0.0953248
40.80792167,-73.929375,1.567379,0.11991835
40.80798,-73.92933,1.567379,0.11991835
40.808045,-73.92927667,1.567379,0.11991835
40.80811333,-73.92922,1.567379,0.11991835
40.80823667,-73.929115,1.567379,0.11991835
40.808295,-73.92906667,1.567379,0.11991835
40.80834833,-73.92902667,1.567379,0.11991835
40.80839833,-73.92898833,1.567379,0.11991835
40.80844333,-73.92895,1.567379,0.11991835
40.80848333,-73.92892333,1.567379,0.11991835
40.80851167,-73.92890667,1.567379,0.11991835
40.808535,-73.92889,1.567379,0.11991835
40.80855833,-73.92887167,1.567379,0.11991835
40.808615,-73.92883333,1.567379,0.11991835
40.80865,-73.92881333,1.567379,0.11991835
40.80868667,-73.92879,1.567379,0.11991835
40.808725,-73.92876,1.567379,0.11991835
40.80875833,-73.92873167,1.7666979,0.13016495
40.80878,-73.92871333,1.7703111,0.16022305
40.808945,-73.92870167,1.7703111,0.16022305
40.80916,-73.92889333,1.5145699,0.15379432
40.80921833,-73.92895667,1.5145699,0.15379432
40.80928,-73.92902667,1.5145699,0.15379432
40.80934333,-73.92909833,1.5145699,0.15379432
40.80940833,-73.929165,1.5145699,0.15379432
40.80946833,-73.92924,1.5145699,0.15379432
40.80953333,-73.92931167,1.5145699,0.15379432
40.809595,-73.92939,1.5145699,0.15379432
40.80965667,-73.92947167,1.5145699,0.15379432
40.80972,-73.92955667,1.4208252,0.16666321
40.80985667,-73.92972667,1.0242459,0.16438267
40.80992333,-73.929815,1.0242459,0.16438267
40.809995,-73.92990333,1.0242459,0.16438267
40.81013833,-73.93008167,1.0242459,0.16438267
40.81020833,-73.930175,1.0242459,0.16438267
40.81028,-73.93026833,1.0242459,0.16438267
40.81035167,-73.93036167,1.0242459,0.16438267
40.81042667,-73.93046,1.0242459,0.16438267
40.8105,-73.930555,1.0415324,0.13311088
40.81057333,-73.93064833,0.83627886,0.11334118
40.81064833,-73.93073,0.83627886,0.11334118
40.81072667,-73.93080333,0.83627886,0.11334118
40.810895,-73.93093167,0.83627886,0.11334118
40.81098667,-73.93099167,0.83627886,0.11334118
40.81107667,-73.93105167,0.83627886,0.11334118
40.81117,-73.93110333,0.83627886,0.11334118
40.811265,-73.931135,0.83627886,0.11334118
40.81136333,-73.93114,0.83627886,0.11334118
40.81145667,-73.93114,0.5614209,0.09065543
40.81154833,-73.93112667,0.5614209,0.09065543
40.81162333,-73.9311,0.5614209,0.09065543
40.81169333,-73.93104833,0.5614209,0.09065543
40.81176167,-73.93097167,0.5614209,0.09065543
40.811825,-73.930875,0.5614209,0.09065543
40.81188833,-73.93076667,0.5614209,0.09065543
40.811945,-73.93065,0.5614209,0.09065543
40.81199667,-73.93053333,0.61593217,0.15142222
40.812045,-73.93042,0.61593217,0.15142222
40.81209333,-73.93031,0.61593217,0.15142222
40.81214,-73.93020667,0.61593217,0.15142222
40.812185,-73.93011333,0.61593217,0.15142222
40.81222833,-73.93002833,0.61593217,0.15142222
40.81226833,-73.92995333,0.61593217,0.15142222
40.81230333,-73.92989167,0.61593217,0.15142222
40.812355,-73.9298,0.73057765,0.14648028
40.81237833,-73.929755,0.73057765,0.14648028
40.81240667,-73.92971,0.73057765,0.14648028
40.81245667,-73.92962333,0.7205802,0.1842892
40.81248,-73.929575,0.7205802,0.1842892
40.81250667,-73.92952667,0.7205802,0.1842892
40.81253333,-73.92948333,0.7205802,0.1842892
40.81259333,-73.92942333,0.7205802,0.1842892
40.81262667,-73.92941,0.7205802,0.1842892
40.81266,-73.92941,0.7205802,0.1842892
40.81269667,-73.92942667,0.7205802,0.1842892
40.81273,-73.929465,0.7205802,0.1842892
40.81276,-73.92950833,0.7205802,0.1842892
40.81279833,-73.92955,0.7205802,0.1842892
40.81284,-73.92958167,0.7205802,0.1842892
40.81296667,-73.92971667,0.73057765,0.14648028
40.81303167,-73.92978833,0.73057765,0.14648028
40.813085,-73.929845,0.73057765,0.14648028
40.81312333,-73.92989167,0.73057765,0.14648028
40.81315,-73.92992833,0.73057765,0.14648028
40.81341833,-73.930185,0.78303933,0.13357228
40.81345167,-73.93022,0.78303933,0.13357228
40.81346667,-73.93025,0.78303933,0.13357228
40.81348,-73.93027833,0.78303933,0.13357228
40.81349333,-73.93031333,0.78303933,0.13357228
40.81350833,-73.93035333,0.78303933,0.13357228
40.81354833,-73.93044667,0.78303933,0.13357228
40.813565,-73.93049,0.78303933,0.13357228
40.81359833,-73.93057667,0.7439725,0.09250686
40.813615,-73.93061667,0.7439725,0.09250686
40.813655,-73.930715,0.7439725,0.09250686
